founder_id,is_extinct,extinction_step,total_individuals_ever_born,final_alive_count,final_lineage_share,founder_exploration_tendency,founder_site_fidelity,founder_risk_tolerance,founder_reproduction_timing,founder_gene_exchange_probability,founder_gene_exchange_fraction,final_mean_exploration_tendency,final_std_exploration_tendency,final_mean_site_fidelity,final_std_site_fidelity,final_mean_risk_tolerance,final_std_risk_tolerance,final_mean_reproduction_timing,final_std_reproduction_timing,final_mean_gene_exchange_probability,final_std_gene_exchange_probability,final_mean_gene_exchange_fraction,final_std_gene_exchange_fraction,final_mean_generation,final_max_generation
0,True,41,1,0,0.0,0.45,0.1,0.0,0.25,0.9,0.025,,,,,,,,,,,,,,
1,True,33,1,0,0.0,0.0,0.8,0.0,0.95,0.85,0.275,,,,,,,,,,,,,,
2,True,36,1,0,0.0,0.1,0.7,0.95,0.65,0.9,0.4,,,,,,,,,,,,,,
3,True,35,1,0,0.0,0.95,0.6,0.6,0.35,0.45,0.225,,,,,,,,,,,,,,
4,True,33,1,0,0.0,0.55,0.0,0.0,1.0,1.0,0.025,,,,,,,,,,,,,,
5,True,24,1,0,0.0,0.75,0.35,0.55,0.8,0.65,0.3,,,,,,,,,,,,,,
6,True,33,1,0,0.0,0.0,0.6,0.45,0.25,0.55,0.275,,,,,,,,,,,,,,
7,True,18,1,0,0.0,0.8,0.25,0.55,0.5,0.8,0.0,,,,,,,,,,,,,,
8,False,,14123,108,0.17335473515248795,0.35,0.65,0.2,0.1,0.7,0.425,0.23935185185185187,0.03911694593821976,0.6046296296296297,0.06329568948412075,0.32314814814814813,0.058699614298501714,0.07962962962962965,0.053591837512917705,0.13287037037037036,0.03918264274465696,0.35231481481481497,0.028369469814543576,89.12962962962963,94
9,True,1363,79,0,0.0,0.45,0.55,0.25,0.4,0.95,0.125,,,,,,,,,,,,,,
10,False,,31933,200,0.32102728731942215,0.6,0.95,0.9,0.2,0.15,0.125,0.5149999999999999,0.0618465843842649,0.7755,0.07680983010005947,0.7989999999999999,0.05808614292583043,0.13775,0.0407729996443725,0.23424999999999996,0.06414388123585911,0.14662499999999998,0.02508454454440024,89.63,108
11,True,22,1,0,0.0,0.15,0.95,0.9,0.25,0.45,0.225,,,,,,,,,,,,,,
12,True,24,1,0,0.0,0.55,0.55,0.6,0.95,0.35,0.3,,,,,,,,,,,,,,
13,True,39,1,0,0.0,0.2,0.45,0.35,0.9,0.65,0.225,,,,,,,,,,,,,,
14,True,36,1,0,0.0,0.35,0.6,0.4,0.55,0.6,0.075,,,,,,,,,,,,,,
15,True,33,1,0,0.0,0.1,0.15,0.9,0.65,0.0,0.0,,,,,,,,,,,,,,
16,True,21,1,0,0.0,0.45,0.95,0.25,0.35,0.45,0.275,,,,,,,,,,,,,,
17,True,68,1,0,0.0,0.2,0.25,0.3,0.15,0.05,0.5,,,,,,,,,,,,,,
18,True,33,1,0,0.0,0.1,0.0,0.0,1.0,0.9,0.3,,,,,,,,,,,,,,
19,True,28,1,0,0.0,0.25,0.05,0.1,0.35,0.0,0.125,,,,,,,,,,,,,,
20,True,18,1,0,0.0,0.55,0.55,0.4,0.5,0.75,0.425,,,,,,,,,,,,,,
21,True,48,1,0,0.0,0.0,0.55,0.05,0.8,0.7,0.25,,,,,,,,,,,,,,
22,True,13,1,0,0.0,0.8,0.4,1.0,0.85,0.75,0.4,,,,,,,,,,,,,,
23,True,47,1,0,0.0,1.0,0.1,0.5,0.3,0.2,0.225,,,,,,,,,,,,,,
24,True,35,1,0,0.0,0.5,0.2,0.1,0.0,0.55,0.0,,,,,,,,,,,,,,
25,True,31,1,0,0.0,0.4,0.2,0.35,0.5,0.65,0.2,,,,,,,,,,,,,,
26,True,42,1,0,0.0,0.45,0.1,0.5,0.6,0.85,0.45,,,,,,,,,,,,,,
27,True,57,1,0,0.0,0.6,0.8,0.6,0.6,0.75,0.15,,,,,,,,,,,,,,
28,True,46,1,0,0.0,0.6,0.1,0.25,0.45,0.7,0.45,,,,,,,,,,,,,,
29,True,3332,367,0,0.0,0.8,0.2,0.95,0.15,0.85,0.275,,,,,,,,,,,,,,
30,False,,13409,91,0.14606741573033707,0.85,0.6,0.65,1.0,0.45,0.5,0.593956043956044,0.06539615744465066,0.5890109890109889,0.03837509909941586,0.6351648351648352,0.035156248951750305,0.6318681318681318,0.09094029061394977,0.3994505494505495,0.08941031035959557,0.4409340659340659,0.04298550795858054,79.18681318681318,83
31,True,13,1,0,0.0,0.8,0.4,0.95,1.0,0.85,0.075,,,,,,,,,,,,,,
32,True,48,1,0,0.0,0.0,0.5,0.25,0.15,0.2,0.15,,,,,,,,,,,,,,
33,True,62,2,0,0.0,0.2,0.85,0.1,0.0,0.35,0.2,,,,,,,,,,,,,,
34,True,7223,1947,0,0.0,0.65,0.65,0.15,0.9,0.95,0.325,,,,,,,,,,,,,,
35,True,49,1,0,0.0,0.6,0.3,0.25,0.7,0.85,0.1,,,,,,,,,,,,,,
36,True,1587,137,0,0.0,0.45,0.95,0.15,0.35,0.0,0.5,,,,,,,,,,,,,,
37,True,109,2,0,0.0,0.6,0.5,0.0,0.2,0.8,0.375,,,,,,,,,,,,,,
38,False,,2984,30,0.048154093097913325,0.15,0.65,0.0,0.4,0.75,0.5,0.13666666666666666,0.033993463423951896,0.5899999999999999,0.07234178138070235,0.23999999999999996,0.03741657386773942,0.10999999999999996,0.05066228051190221,0.49,0.02380476142847616,0.20083333333333334,0.012047360245667469,87.7,91
39,True,31,1,0,0.0,0.05,0.6,0.2,0.05,0.4,0.45,,,,,,,,,,,,,,
40,True,54,1,0,0.0,0.45,0.55,0.4,0.0,0.2,0.325,,,,,,,,,,,,,,
41,True,23,1,0,0.0,0.55,0.8,0.0,0.5,0.55,0.0,,,,,,,,,,,,,,
