seed,founder_id,is_extinct,extinction_step,total_individuals_ever_born,final_alive_count,final_lineage_share,founder_exploration_tendency,founder_site_fidelity,founder_risk_tolerance,founder_reproduction_timing,final_mean_exploration_tendency,final_std_exploration_tendency,final_mean_site_fidelity,final_std_site_fidelity,final_mean_risk_tolerance,final_std_risk_tolerance,final_mean_reproduction_timing,final_std_reproduction_timing,final_mean_generation,final_max_generation
1,16,True,191,3,0,0.0,0.2258064516129032,0.1612903225806451,0.7419354838709677,0.9032258064516128,,,,,,,,,,
1,17,True,38,1,0,0.0,0.0967741935483871,0.935483870967742,0.6129032258064516,0.1612903225806451,,,,,,,,,,
1,18,False,,129823,786,0.9182242990654206,0.4193548387096774,0.0,0.8709677419354839,0.064516129032258,0.2180497414429943,0.1505649831299682,0.0480587704177952,0.1256767304188696,0.4805056225888533,0.2889866966553995,0.0960765000410407,0.1213147629431849,121.49745547073792,137.0
1,19,True,256,6,0,0.0,0.7419354838709677,0.5483870967741935,0.032258064516129,0.6451612903225806,,,,,,,,,,
1,20,True,1025,22,0,0.0,0.3548387096774194,0.5483870967741935,0.7741935483870968,0.967741935483871,,,,,,,,,,
1,21,True,567,101,0,0.0,1.0,0.5806451612903226,0.4838709677419355,0.0967741935483871,,,,,,,,,,
1,22,True,269,12,0,0.0,0.7419354838709677,0.6774193548387096,0.1935483870967742,0.6129032258064516,,,,,,,,,,
1,23,True,1598,281,0,0.0,0.7741935483870968,0.064516129032258,0.1290322580645161,0.4516129032258064,,,,,,,,,,
1,24,True,2697,479,0,0.0,0.5161290322580645,0.1935483870967742,0.3870967741935484,0.5806451612903226,,,,,,,,,,
1,25,True,1182,68,0,0.0,0.3548387096774194,0.3225806451612903,0.1935483870967742,0.6451612903225806,,,,,,,,,,
1,26,True,606,40,0,0.0,0.7741935483870968,0.2903225806451613,0.1935483870967742,1.0,,,,,,,,,,
1,27,True,3423,926,0,0.0,0.0,0.3225806451612903,0.9032258064516128,0.032258064516129,,,,,,,,,,
1,28,True,553,29,0,0.0,0.4516129032258064,0.7419354838709677,0.9032258064516128,0.967741935483871,,,,,,,,,,
1,29,True,557,122,0,0.0,0.6129032258064516,0.4516129032258064,0.4516129032258064,0.1290322580645161,,,,,,,,,,
