step,population_size,food_count,average_energy,average_age,birth_count,death_count,move_count,move_rate,eat_count,eat_rate,eat_per_move,birth_rate,death_rate,average_exploration_tendency,std_exploration_tendency,min_exploration_tendency,max_exploration_tendency,average_site_fidelity,std_site_fidelity,min_site_fidelity,max_site_fidelity,average_risk_tolerance,std_risk_tolerance,min_risk_tolerance,max_risk_tolerance,average_reproduction_timing,std_reproduction_timing,min_reproduction_timing,max_reproduction_timing
10,103,2508,11.825242718446605,10.485436893203884,1,1,63,0.6116504854368932,28,0.27184466019417475,0.4444444444444444,0.009708737864077669,0.009708737864077669,0.497651111807078,0.3005170487430342,0.0,1.0,0.481052301910429,0.3048727785374539,0.0,1.0,0.48073911681803944,0.3138986546935833,0.0,1.0,0.49608518634512994,0.30566736662409627,0.0,1.0
11,104,2683,12.18942307692308,11.375,1,0,60,0.5825242718446602,25,0.24271844660194175,0.4166666666666667,0.009708737864077669,0.0,0.4968982630272953,0.2991663498759972,0.0,1.0,0.47797766749379655,0.3050039078380218,0.0,1.0,0.48232009925558317,0.3127976788453923,0.0,1.0,0.4913151364764268,0.30802231562484594,0.0,1.0
12,106,2859,12.304716981132078,12.141509433962264,2,0,63,0.6057692307692307,24,0.23076923076923078,0.38095238095238093,0.019230769230769232,0.0,0.497869750456482,0.2997069514174589,0.0,1.0,0.4765672550213025,0.30326475122110874,0.0,1.0,0.480219111381619,0.3102740991202231,0.0,1.0,0.48508825319537435,0.30918391546741997,0.0,1.0
13,107,3027,12.804672897196262,12.88785046728972,2,1,74,0.6981132075471698,32,0.3018867924528302,0.43243243243243246,0.018867924528301886,0.009433962264150943,0.48658426288815193,0.2997375187814663,0.0,1.0,0.4760325595417546,0.3020233221249327,0.0,1.0,0.48266505878806154,0.31003412633773364,0.0,1.0,0.4908049442267109,0.3087171083306385,0.0,1.0
14,107,3199,13.349532710280375,13.88785046728972,0,0,71,0.6635514018691588,28,0.2616822429906542,0.39436619718309857,0.0,0.0,0.48658426288815193,0.2997375187814663,0.0,1.0,0.4760325595417546,0.3020233221249327,0.0,1.0,0.48266505878806154,0.31003412633773364,0.0,1.0,0.4908049442267109,0.3087171083306385,0.0,1.0
15,108,3368,13.839814814814815,14.657407407407407,2,1,69,0.6448598130841121,31,0.2897196261682243,0.4492753623188406,0.018691588785046728,0.009345794392523364,0.479689366786141,0.2970510822170899,0.0,1.0,0.4746117084826762,0.3005003126949122,0.0,1.0,0.485663082437276,0.3129331955906209,0.0,1.0,0.4934289127837515,0.3065069200943677,0.0,1.0
16,112,3534,13.918750000000001,15.098214285714286,4,0,75,0.6944444444444444,34,0.3148148148148148,0.4533333333333333,0.037037037037037035,0.0,0.4772465437788019,0.3008257055419012,0.0,1.0,0.4778225806451613,0.3021629097031886,0.0,1.0,0.491647465437788,0.3100457899220931,0.0,1.0,0.48847926267281105,0.30771800978812136,0.0,1.0
17,116,3694,14.212931034482759,15.543103448275861,4,0,79,0.7053571428571429,40,0.35714285714285715,0.5063291139240507,0.03571428571428571,0.0,0.4755283648498332,0.3002002958345176,0.0,1.0,0.47358175750834264,0.3035131983025592,0.0,1.0,0.48526140155728587,0.3104329008154635,0.0,1.0,0.4944382647385984,0.30560963491304405,0.0,1.0
18,118,3852,14.882203389830508,16.26271186440678,2,0,81,0.6982758620689655,42,0.3620689655172414,0.5185185185185185,0.017241379310344827,0.0,0.4723892837616184,0.2987219885270345,0.0,1.0,0.47156916347731004,0.30178804502338985,0.0,1.0,0.4816839803171132,0.30905854455705706,0.0,1.0,0.49453253143794423,0.3038885967621417,0.0,1.0
19,123,4011,14.978048780487805,16.5609756097561,5,0,82,0.6949152542372882,41,0.3474576271186441,0.5,0.0423728813559322,0.0,0.46577498033044845,0.3000849080361345,0.0,1.0,0.47233149750852343,0.300704037025868,0.0,1.0,0.4885916601101495,0.30939981565921393,0.0,1.0,0.4857067925517965,0.30470538723654833,0.0,1.0
20,127,4166,15.354330708661415,17.007874015748033,4,0,85,0.6910569105691057,45,0.36585365853658536,0.5294117647058824,0.032520325203252036,0.0,0.460756921513843,0.2986527560721951,0.0,1.0,0.46964693929387863,0.3040836967205058,0.0,1.0,0.4892049784099568,0.31022208313171146,0.0,1.0,0.47498094996189993,0.3059378918140089,0.0,1.0
21,130,4317,15.963846153846152,17.592307692307692,3,0,92,0.7244094488188977,49,0.3858267716535433,0.532608695652174,0.023622047244094488,0.0,0.4672456575682382,0.30118192468197147,0.0,1.0,0.4684863523573201,0.3016859529805997,0.0,1.0,0.48933002481389576,0.3090755747430083,0.0,1.0,0.47121588089330024,0.306327417797035,0.0,1.0
22,136,4463,16.222794117647055,17.772058823529413,6,0,96,0.7384615384615385,54,0.4153846153846154,0.5625,0.046153846153846156,0.0,0.4727229601518027,0.3001544836089972,0.0,1.0,0.46750474383301704,0.29904656402576035,0.0,1.0,0.4985768500948767,0.3075698077139074,0.0,1.0,0.47746679316888047,0.3059973626490472,0.0,1.0
23,144,4610,16.171527777777772,17.729166666666668,8,0,89,0.6544117647058824,53,0.3897058823529412,0.5955056179775281,0.058823529411764705,0.0,0.47110215053763443,0.2980410361257962,0.0,1.0,0.47244623655913975,0.2987735739408257,0.0,1.0,0.4917114695340502,0.310300451519166,0.0,1.0,0.47199820788530467,0.30400709915055785,0.0,1.0
24,151,4747,16.45894039735099,17.86092715231788,7,0,109,0.7569444444444444,63,0.4375,0.5779816513761468,0.04861111111111111,0.0,0.467207861568041,0.3010973652935679,0.0,1.0,0.4697714163640248,0.2992774100535708,0.0,1.0,0.49134800256355476,0.30816862804316697,0.0,1.0,0.4708395641956847,0.3029529379898784,0.0,1.0
25,164,4880,16.004878048780483,17.20731707317073,14,1,111,0.7350993377483444,67,0.44370860927152317,0.6036036036036037,0.09271523178807947,0.006622516556291391,0.46203776553894577,0.30060757523150217,0.0,1.0,0.4744295830055075,0.3029632006844419,0.0,1.0,0.5015735641227379,0.3098041161223423,0.0,1.0,0.4726593233674272,0.30241019156734267,0.0,1.0
26,171,5014,16.263742690058475,17.304093567251464,8,1,118,0.7195121951219512,66,0.4024390243902439,0.559322033898305,0.04878048780487805,0.006097560975609756,0.45614035087719296,0.2954300529827433,0.0,1.0,0.47236370496132807,0.29812239150790604,0.0,1.0,0.5006602527824938,0.3080353872097554,0.0,1.0,0.46500660252782494,0.3020591941296066,0.0,1.0
27,190,5135,15.463157894736836,16.473684210526315,19,0,126,0.7368421052631579,79,0.4619883040935672,0.626984126984127,0.1111111111111111,0.0,0.46112054329371815,0.29462474298641866,0.0,1.0,0.4582342954159592,0.2974322328974122,0.0,1.0,0.4915110356536503,0.30754734057916555,0.0,1.0,0.46383701188455007,0.3051371666171464,0.0,1.0
28,200,5246,15.869999999999996,16.6,10,0,140,0.7368421052631579,89,0.46842105263157896,0.6357142857142857,0.05263157894736842,0.0,0.4691935483870968,0.29221244214158937,0.0,1.0,0.46306451612903227,0.29982474069041204,0.0,1.0,0.4970967741935484,0.307894565518046,0.0,1.0,0.4638709677419354,0.3080359723307326,0.0,1.0
29,217,5357,15.479262672811055,16.22119815668203,17,0,155,0.775,89,0.445,0.5741935483870968,0.085,0.0,0.471235320350825,0.2947054097262454,0.0,1.0,0.4571131262078192,0.30121523819108725,0.0,1.0,0.49635796045785635,0.3090167798310003,0.0,1.0,0.4596402556860413,0.3070637108954878,0.0,1.0
30,228,5450,15.997368421052625,16.25438596491228,12,1,166,0.7649769585253456,107,0.4930875576036866,0.6445783132530121,0.055299539170506916,0.004608294930875576,0.47099603848330507,0.2972256708388364,0.0,1.0,0.460243350311262,0.3019482640912395,0.0,1.0,0.49108658743633277,0.30916937511441894,0.0,1.0,0.4518958687040181,0.30824085579152444,0.0,1.0
31,249,5535,15.773493975903609,15.799196787148594,21,0,167,0.7324561403508771,115,0.5043859649122807,0.688622754491018,0.09210526315789473,0.0,0.47039771991190565,0.2963599220303703,0.0,1.0,0.4577017748413007,0.3066688977749555,0.0,1.0,0.4978624174115818,0.3146794804786811,0.0,1.0,0.44111931597357174,0.3121694075795689,0.0,1.0
32,272,5608,15.561397058823525,15.378676470588236,23,0,190,0.7630522088353414,127,0.5100401606425703,0.6684210526315789,0.09236947791164658,0.0,0.48078747628083496,0.2965642220992324,0.0,1.0,0.45896584440227706,0.30458502018198724,0.0,1.0,0.4925284629981025,0.3142630719922247,0.0,1.0,0.43821157495256163,0.31048267051111494,0.0,1.0
33,288,5676,15.873263888888882,15.46875,16,0,214,0.7867647058823529,132,0.4852941176470588,0.616822429906542,0.058823529411764705,0.0,0.4770385304659498,0.2935040723689114,0.0,1.0,0.4614695340501792,0.30428107427377143,0.0,1.0,0.49462365591397844,0.31507853401833713,0.0,1.0,0.43581989247311825,0.30890575965413275,0.0,1.0
34,311,5732,15.780064308681668,15.221864951768488,24,1,236,0.8194444444444444,144,0.5,0.6101694915254238,0.08333333333333333,0.003472222222222222,0.4778549942951976,0.2943751502583336,0.0,1.0,0.45150917954569025,0.3040359580311124,0.0,1.0,0.49496940151436575,0.3129470459671421,0.0,1.0,0.430038377761643,0.30819976145220057,0.0,1.0
35,335,5764,15.971641791044771,15.059701492537313,24,0,246,0.7909967845659164,168,0.5401929260450161,0.6829268292682927,0.07717041800643087,0.0,0.48319691863264325,0.29845692025560566,0.0,1.0,0.4494944631680308,0.30384981339354494,0.0,1.0,0.49610014443909484,0.3131151158605067,0.0,1.0,0.4309099662975445,0.3101655944243815,0.0,1.0
36,362,5786,16.033701657458558,14.828729281767956,28,1,263,0.7850746268656716,178,0.5313432835820896,0.6768060836501901,0.08358208955223881,0.0029850746268656717,0.4863660666547852,0.2950360669325461,0.0,1.0,0.4497415790411691,0.3038955855457125,0.0,1.0,0.49955444662270543,0.31672837418606287,0.0,1.0,0.4240777045090001,0.31017511250988705,0.0,1.0
37,396,5802,15.722222222222216,14.469696969696969,34,0,292,0.8066298342541437,184,0.5082872928176796,0.6301369863013698,0.09392265193370165,0.0,0.49022482893450636,0.2931626605590933,0.0,1.0,0.4518572825024438,0.3054896379232889,0.0,1.0,0.4980449657869013,0.317007682384253,0.0,1.0,0.4210654936461388,0.3098917131997057,0.0,1.0
38,424,5789,16.00424528301886,14.415094339622641,29,1,321,0.8106060606060606,213,0.5378787878787878,0.6635514018691588,0.07323232323232323,0.0025252525252525255,0.495815581253804,0.2919195341629383,0.0,1.0,0.44887401095556906,0.3037365043373523,0.0,1.0,0.5015216068167986,0.3173768359297168,0.0,1.0,0.41684418746195984,0.311142429854776,0.0,1.0
39,455,5753,16.29912087912087,14.34945054945055,32,1,348,0.8207547169811321,236,0.5566037735849056,0.6781609195402298,0.07547169811320754,0.0023584905660377358,0.4980503367600142,0.2906575243516324,0.0,1.0,0.44891882311237147,0.30383997465780904,0.0,1.0,0.4922367954626019,0.31836090732981537,0.0,1.0,0.4170861396667848,0.31214509782934025,0.0,1.0
40,490,5735,16.15224489795918,14.253061224489796,35,0,371,0.8153846153846154,218,0.47912087912087914,0.5876010781671159,0.07692307692307693,0.0,0.497432521395655,0.29198338481594094,0.0,1.0,0.4497037524687294,0.3051765987523687,0.0,1.0,0.49302172481895984,0.3174495447855968,0.0,1.0,0.4126398946675444,0.31170190566425926,0.0,1.0
41,531,5676,16.11977401129943,14.056497175141242,43,2,387,0.789795918367347,259,0.5285714285714286,0.6692506459948321,0.08775510204081632,0.004081632653061225,0.4963853957839742,0.29392190288521586,0.0,1.0,0.4520989004313225,0.3043634375376959,0.0,1.0,0.49243666848915624,0.3166255475876915,0.0,1.0,0.40538241905109046,0.3083183805257703,0.0,1.0
42,577,5610,15.922876949740028,13.856152512998268,46,0,419,0.7890772128060264,266,0.5009416195856874,0.6348448687350835,0.08662900188323917,0.0,0.4913065354726897,0.29285017862346785,0.0,1.0,0.45194834237155473,0.30140102711383954,0.0,1.0,0.49499636607592107,0.31849134825634867,0.0,1.0,0.3985017051489909,0.30626802331372743,0.0,1.0
43,616,5517,16.16201298701298,13.915584415584416,39,0,444,0.7694974003466204,293,0.5077989601386482,0.6599099099099099,0.06759098786828423,0.0,0.49392542940930034,0.2945055334002047,0.0,1.0,0.45307917888563054,0.30045262531700334,0.0,1.0,0.494082530372853,0.3177084696316786,0.0,1.0,0.3956325932132384,0.30644573811562237,0.0,1.0
44,670,5422,15.839104477611933,13.713432835820896,54,0,487,0.7905844155844156,295,0.4788961038961039,0.6057494866529775,0.08766233766233766,0.0,0.4982667308618199,0.29431156163258176,0.0,1.0,0.4531535869041888,0.29970520883695434,0.0,1.0,0.49080404429465574,0.3194140453383881,0.0,1.0,0.3966779008184882,0.3048112447087752,0.0,1.0
45,732,5299,15.48306010928961,13.448087431693988,63,1,512,0.764179104477612,323,0.48208955223880595,0.630859375,0.09402985074626866,0.0014925373134328358,0.5005288207297726,0.29221333137759964,0.0,1.0,0.45183324519654505,0.2977127215442559,0.0,1.0,0.4882337387625595,0.3200891147097675,0.0,1.0,0.3909747928785475,0.3046100996384808,0.0,1.0
46,780,5138,15.730512820512812,13.515384615384615,49,1,551,0.7527322404371585,361,0.4931693989071038,0.6551724137931034,0.06693989071038252,0.001366120218579235,0.5053763440860215,0.2931152635342722,0.0,1.0,0.45516956162117456,0.2982166323907246,0.0,1.0,0.4910669975186104,0.31916551316999436,0.0,1.0,0.3936724565756824,0.3043539466212861,0.0,1.0
47,849,4996,15.29422850412249,13.335689045936396,69,0,572,0.7333333333333333,342,0.43846153846153846,0.5979020979020979,0.08846153846153847,0.0,0.5057562977316767,0.2922963072163895,0.0,1.0,0.45180288004863406,0.2965213558652925,0.0,1.0,0.4872145598237015,0.32006480977692836,0.0,1.0,0.3924541205972871,0.3028171679170292,0.0,1.0
48,905,4845,15.183093922651926,13.428729281767955,58,2,625,0.7361601884570083,351,0.4134275618374558,0.5616,0.06831566548881036,0.002355712603062426,0.509071466761718,0.29076122956997225,0.0,1.0,0.44509000178221353,0.29720934595639614,0.0,1.0,0.48911067545891995,0.3198730112274813,0.0,1.0,0.3930493673142042,0.3047433056372065,0.0,1.0
49,959,4685,15.137747653806041,13.596454640250261,56,2,654,0.7226519337016575,360,0.39779005524861877,0.5504587155963303,0.061878453038674036,0.0022099447513812156,0.5106798075952773,0.29055726215012995,0.0,1.0,0.44579366948097815,0.29566801217846367,0.0,1.0,0.49187661878973393,0.31969670908411535,0.0,1.0,0.3872985973292072,0.3050928669925777,0.0,1.0
50,1016,4505,15.09891732283464,13.76476377952756,59,2,687,0.7163712200208551,380,0.3962460896767466,0.5531295487627366,0.061522419186652764,0.0020855057351407717,0.5087312674625349,0.29013478168235357,0.0,1.0,0.4454533909067818,0.2939354071943338,0.0,1.0,0.492760985521971,0.31875884805665616,0.0,1.0,0.3859537719075438,0.3037370318422978,0.0,1.0
51,1068,4307,15.192790262172277,14.036516853932584,54,2,734,0.7224409448818898,398,0.39173228346456695,0.5422343324250681,0.0531496062992126,0.001968503937007874,0.5091216624380814,0.29030177760340836,0.0,1.0,0.4456022713543555,0.2946033727978626,0.0,1.0,0.4897909870726109,0.31959173156861165,0.0,1.0,0.38202247191011235,0.30243608432436553,0.0,1.0
52,1134,4127,14.924691358024683,14.156966490299824,67,1,760,0.7116104868913857,380,0.35580524344569286,0.5,0.06273408239700375,0.0009363295880149813,0.508989019741708,0.28955580023704536,0.0,1.0,0.4458667576947147,0.2941627425207646,0.0,1.0,0.4893042043579678,0.31843041919746684,0.0,1.0,0.3807817033623485,0.30398186692507134,0.0,1.0
53,1195,3938,14.754811715481162,14.351464435146443,66,5,796,0.7019400352733686,389,0.3430335097001764,0.4886934673366834,0.0582010582010582,0.004409171075837742,0.5061141854501282,0.2901317878302725,0.0,1.0,0.445107301930085,0.2943074653010993,0.0,1.0,0.49261708732622483,0.3181558506840171,0.0,1.0,0.3799163179916318,0.3025280219873561,0.0,1.0
54,1257,3743,14.62211614956244,14.58233890214797,64,2,789,0.6602510460251046,395,0.3305439330543933,0.5006337135614702,0.05355648535564853,0.0016736401673640166,0.5052480303846845,0.2902797779007763,0.0,1.0,0.445761798444838,0.29456815415537996,0.0,1.0,0.48741242589883743,0.31787682140493406,0.0,1.0,0.38073241460723173,0.3029807522111891,0.0,1.0
55,1321,3561,14.3677517032551,14.79333838001514,69,5,842,0.669848846459825,382,0.3038981702466189,0.45368171021377673,0.05489260143198091,0.003977724741447892,0.5065321970159459,0.28929661940834345,0.0,1.0,0.44323703938853753,0.29360463956085436,0.0,1.0,0.48523845571536717,0.3171177015998313,0.0,1.0,0.3817489194403067,0.3033311728030644,0.0,1.0
56,1370,3366,14.370802919708021,15.167883211678832,57,8,855,0.6472369417108251,395,0.29901589704769116,0.4619883040935672,0.04314912944738834,0.006056018168054504,0.5021426889569107,0.28855708836892097,0.0,1.0,0.4435601601130209,0.29374357938009904,0.0,1.0,0.4825523899222981,0.31792222775754175,0.0,1.0,0.3826230280197787,0.30377694608016265,0.0,1.0
57,1428,3173,14.245238095238088,15.474789915966387,62,4,865,0.6313868613138686,393,0.28686131386861313,0.45433526011560693,0.04525547445255475,0.00291970802919708,0.5036821180084937,0.28925689455332465,0.0,1.0,0.4436613355019427,0.29347459209467447,0.0,1.0,0.48247040751784587,0.31627673901727993,0.0,1.0,0.3809975603144483,0.30399009222572954,0.0,1.0
58,1468,2991,14.29407356948228,16.00340599455041,45,5,904,0.6330532212885154,382,0.26750700280112044,0.4225663716814159,0.031512605042016806,0.0035014005602240898,0.5025929506899885,0.28892693726938945,0.0,1.0,0.4426474466027951,0.2923694664614853,0.0,1.0,0.48362925199964846,0.3155996368876404,0.0,1.0,0.38274589083238114,0.3046493990693514,0.0,1.0
59,1516,2823,14.182849604221627,16.37071240105541,58,10,890,0.6062670299727521,368,0.2506811989100817,0.4134831460674157,0.039509536784741145,0.006811989100817439,0.5001915056600561,0.2886235483282467,0.0,1.0,0.4420163418163248,0.2921242721848862,0.0,1.0,0.4828708826283088,0.31484418323396474,0.0,1.0,0.38196867818537744,0.30402487599862404,0.0,1.0
60,1567,2649,14.03516273133375,16.7319719208679,60,9,931,0.6141160949868074,374,0.24670184696569922,0.40171858216971,0.0395778364116095,0.005936675461741424,0.5016159911069025,0.2888076449411561,0.0,1.0,0.43928196471581205,0.29179989190346417,0.0,1.0,0.4848385038186796,0.31451259542068083,0.0,1.0,0.3836383473660374,0.30490075617226853,0.0,1.0
61,1607,2487,13.990728064716853,17.230242688238956,50,10,920,0.5871091257179324,362,0.23101467772814294,0.3934782608695652,0.03190810465858328,0.006381620931716656,0.5009735632414637,0.2882849836046635,0.0,1.0,0.4384647810988217,0.29024788365799165,0.0,1.0,0.48537647790914745,0.31441735430827406,0.0,1.0,0.38458759058152836,0.30578902882092474,0.0,1.0
62,1637,2337,14.022663408674395,17.812461820403175,42,12,912,0.5675171126322339,350,0.2177971375233354,0.38377192982456143,0.02613565650280025,0.0074673304293715,0.49979309121721477,0.2879373630706911,0.0,1.0,0.43667605966855183,0.2899062904932873,0.0,1.0,0.4849350700534022,0.31360826642159895,0.0,1.0,0.38502768636569645,0.3051743256506877,0.0,1.0
63,1676,2208,13.869451073985669,18.304295942720763,50,11,947,0.5784972510690287,329,0.2009773976786805,0.3474128827877508,0.030543677458766034,0.006719609040928528,0.4981137885903457,0.28874997481136616,0.0,1.0,0.4371006236045885,0.29073160250824154,0.0,1.0,0.4834667795827238,0.31323035085800444,0.0,1.0,0.3861729155439218,0.30535929547280644,0.0,1.0
64,1700,2079,13.87899999999999,18.951176470588237,37,13,949,0.5662291169451074,329,0.19630071599045346,0.3466807165437302,0.0220763723150358,0.007756563245823389,0.4968690702087286,0.2876548158356882,0.0,1.0,0.43652751423149905,0.29037867957709684,0.0,1.0,0.4823719165085389,0.3128507250929414,0.0,1.0,0.3870777988614801,0.30571167977561825,0.0,1.0
65,1737,1980,13.658606793321809,19.43580886586068,49,12,957,0.5629411764705883,299,0.17588235294117646,0.3124346917450366,0.028823529411764706,0.007058823529411765,0.4962950582205136,0.28632112930125153,0.0,1.0,0.4380374022693929,0.29065086229804415,0.0,1.0,0.48186528497409326,0.31309553590047146,0.0,1.0,0.3887496053633443,0.3058667382359944,0.0,1.0
66,1758,1868,13.639135381114894,20.110352673492606,34,13,970,0.558434081750144,312,0.17962003454231434,0.3216494845360825,0.01957397812320092,0.007484168105929764,0.49469705310286616,0.2856797741413066,0.0,1.0,0.4375573415538185,0.2896696682388172,0.0,1.0,0.48271496201695474,0.3134725975300907,0.0,1.0,0.38794084186575656,0.3059289813630127,0.0,1.0
67,1777,1772,13.605965109735498,20.755205402363533,36,17,934,0.5312855517633674,296,0.16837315130830488,0.3169164882226981,0.020477815699658702,0.009670079635949944,0.49272968213916174,0.2848790528311042,0.0,1.0,0.43598308130774954,0.289659057073837,0.0,1.0,0.4829088532684662,0.3134748905802916,0.0,1.0,0.3871693866066404,0.3052720097279213,0.0,1.0
68,1807,1690,13.426784726065291,21.315993359158828,41,11,948,0.5334833989870569,282,0.1586944288126055,0.2974683544303797,0.023072594259988744,0.0061902082160945416,0.4903868468500634,0.28404658333422594,0.0,1.0,0.43483228305692917,0.28916587754215684,0.0,1.0,0.48137172644018783,0.31266068266258074,0.0,1.0,0.38864987414534874,0.3054965243065542,0.0,1.0
69,1810,1623,13.472651933701647,22.162983425414364,19,16,944,0.5224128389596016,267,0.14775871610403984,0.2828389830508475,0.010514665190924184,0.008854454897620365,0.4880057030832293,0.2834391238418914,0.0,1.0,0.4349313847798966,0.28930689186339437,0.0,1.0,0.4800926751024773,0.3125799352737361,0.0,1.0,0.38927107467474603,0.3047352028282683,0.0,1.0
70,1827,1567,13.352764094143392,22.810618500273673,31,14,942,0.5204419889502763,256,0.1414364640883978,0.27176220806794055,0.01712707182320442,0.0077348066298342545,0.4865017568020905,0.28300485720482904,0.0,1.0,0.43533379239719616,0.2887880281747686,0.0,1.0,0.47919204760139134,0.3121853495404235,0.0,1.0,0.39002772039479494,0.30386488970601455,0.0,1.0
71,1845,1496,13.259783197831966,23.478048780487804,32,14,951,0.5205254515599343,271,0.14833059660645867,0.28496319663512093,0.01751505199781062,0.007662835249042145,0.4857592446892211,0.28228190730043107,0.0,1.0,0.4337267243640178,0.2881980483212263,0.0,1.0,0.47936008392341983,0.3128959004022909,0.0,1.0,0.3899641577060932,0.30383826619714377,0.0,1.0
72,1853,1435,13.213653534808408,24.19373988127361,27,19,973,0.5273712737127372,261,0.14146341463414633,0.2682425488180884,0.014634146341463415,0.010298102981029811,0.48449767595703563,0.28192659798845787,0.0,1.0,0.433281687934126,0.2884437404418359,0.0,1.0,0.4777605626447087,0.31310573014273324,0.0,1.0,0.39204080566822763,0.30418490217835265,0.0,1.0
73,1866,1361,13.15664523043943,24.875133976420152,32,19,967,0.521856449001619,274,0.14786832164058283,0.28335056876938985,0.017269293038316244,0.01025364274150027,0.48362894582166444,0.2825999184028333,0.0,1.0,0.43318466272516687,0.2887770371880709,0.0,1.0,0.47693876845417144,0.31291470811962924,0.0,1.0,0.393579504200809,0.3048160005382747,0.0,1.0
74,1872,1339,13.029006410256398,25.54861111111111,26,20,963,0.5160771704180064,222,0.1189710610932476,0.23052959501557632,0.013933547695605574,0.010718113612004287,0.48159636062861866,0.28159527949043683,0.0,1.0,0.4333988144472016,0.2891639900862286,0.0,1.0,0.4747897711607389,0.31263500467155353,0.0,1.0,0.3936276537082989,0.3043733571548192,0.0,1.0
75,1872,1283,13.079113247863235,26.40972222222222,14,14,937,0.500534188034188,256,0.13675213675213677,0.27321237993596587,0.007478632478632479,0.007478632478632479,0.4806313757926661,0.28226999822946836,0.0,1.0,0.43329542321477804,0.28943990908290274,0.0,1.0,0.4753584229390681,0.31252030083289434,0.0,1.0,0.3914564378274055,0.3037449645212424,0.0,1.0
76,1887,1237,12.960784313725476,27.01112877583466,31,16,923,0.4930555555555556,246,0.13141025641025642,0.26652221018418204,0.01655982905982906,0.008547008547008548,0.47763133152127457,0.28144509241510635,0.0,1.0,0.4339196881891379,0.2894821123100115,0.0,1.0,0.47450296596406655,0.3123025889358811,0.0,1.0,0.39366121339555876,0.3038566945457748,0.0,1.0
