seed,founder_id,is_extinct,extinction_step,total_individuals_ever_born,final_alive_count,final_lineage_share,founder_exploration_tendency,founder_site_fidelity,founder_risk_tolerance,founder_reproduction_timing,founder_gene_exchange_probability,founder_gene_exchange_fraction,final_mean_exploration_tendency,final_std_exploration_tendency,final_mean_site_fidelity,final_std_site_fidelity,final_mean_risk_tolerance,final_std_risk_tolerance,final_mean_reproduction_timing,final_std_reproduction_timing,final_mean_gene_exchange_probability,final_std_gene_exchange_probability,final_mean_gene_exchange_fraction,final_std_gene_exchange_fraction,final_mean_generation,final_max_generation
1,47,True,550,78,0,0.0,0.85,0.8,0.75,0.8,0.4,0.2,,,,,,,,,,,,,,
1,48,True,2597,1294,0,0.0,0.35,0.45,0.7,0.3,0.3,0.4,,,,,,,,,,,,,,
1,49,True,19,1,0,0.0,0.8,1.0,0.95,0.45,0.65,0.45,,,,,,,,,,,,,,
1,50,True,3319,936,0,0.0,0.3,0.6,0.95,0.2,0.65,0.5,,,,,,,,,,,,,,
1,51,True,202,12,0,0.0,0.85,0.8,0.55,0.1,0.75,0.2,,,,,,,,,,,,,,
1,52,True,457,42,0,0.0,0.55,0.75,0.75,0.25,0.1,0.275,,,,,,,,,,,,,,
1,53,True,543,8,0,0.0,0.15,0.5,0.4,0.75,0.8,0.25,,,,,,,,,,,,,,
1,54,True,21,1,0,0.0,0.7,0.85,0.1,0.0,0.5,0.475,,,,,,,,,,,,,,
1,55,True,4819,3277,0,0.0,0.35,0.0,0.2,0.85,0.5,0.0,,,,,,,,,,,,,,
1,56,True,3774,984,0,0.0,0.05,0.7,1.0,0.45,0.35,0.125,,,,,,,,,,,,,,
1,57,True,791,71,0,0.0,1.0,0.5,0.4,0.4,0.4,0.125,,,,,,,,,,,,,,
1,58,True,1549,408,0,0.0,1.0,0.15,0.1,0.55,0.75,0.2,,,,,,,,,,,,,,
1,59,True,286,11,0,0.0,0.75,0.95,0.7,0.95,0.4,0.025,,,,,,,,,,,,,,
1,60,True,132,5,0,0.0,0.4,0.9,0.45,0.0,0.8,0.425,,,,,,,,,,,,,,
1,61,True,181,3,0,0.0,0.8,1.0,0.2,0.6,0.25,0.1,,,,,,,,,,,,,,
1,62,True,5261,2912,0,0.0,0.35,0.1,0.2,0.4,0.35,0.3,,,,,,,,,,,,,,
1,63,True,1613,184,0,0.0,0.85,0.05,0.75,0.7,0.75,0.175,,,,,,,,,,,,,,
1,64,True,471,19,0,0.0,1.0,0.25,0.1,0.7,0.45,0.375,,,,,,,,,,,,,,
1,65,True,405,13,0,0.0,0.3,0.4,0.35,1.0,0.3,0.05,,,,,,,,,,,,,,
1,66,True,397,6,0,0.0,0.05,0.45,0.1,0.75,0.7,0.325,,,,,,,,,,,,,,
1,67,True,212,2,0,0.0,0.0,0.05,0.75,0.6,0.7,0.475,,,,,,,,,,,,,,
1,68,True,99,3,0,0.0,0.65,0.35,0.35,0.0,0.35,0.375,,,,,,,,,,,,,,
1,69,True,127,7,0,0.0,0.9,0.95,0.4,0.2,0.85,0.175,,,,,,,,,,,,,,
1,70,True,3609,478,0,0.0,0.6,0.0,0.95,0.75,0.95,0.5,,,,,,,,,,,,,,
1,71,True,1375,230,0,0.0,0.45,0.65,0.0,0.6,0.7,0.1,,,,,,,,,,,,,,
1,72,True,1740,854,0,0.0,0.9,0.1,0.9,0.0,0.0,0.075,,,,,,,,,,,,,,
1,73,True,323,20,0,0.0,0.5,0.7,0.75,0.25,0.05,0.45,,,,,,,,,,,,,,
1,74,True,414,40,0,0.0,0.95,0.8,0.35,0.75,0.45,0.25,,,,,,,,,,,,,,
1,75,True,1951,393,0,0.0,0.95,0.25,0.55,0.25,0.75,0.45,,,,,,,,,,,,,,
1,76,True,3029,5981,0,0.0,0.75,0.0,0.45,0.4,0.4,0.15,,,,,,,,,,,,,,
1,77,True,349,8,0,0.0,0.1,0.95,0.55,1.0,0.5,0.35,,,,,,,,,,,,,,
1,78,True,172,1,0,0.0,0.9,0.2,0.45,0.65,1.0,0.5,,,,,,,,,,,,,,
1,79,True,960,88,0,0.0,0.8,0.5,0.45,0.6,0.45,0.275,,,,,,,,,,,,,,
1,80,True,576,10,0,0.0,0.2,0.65,0.45,0.05,0.95,0.075,,,,,,,,,,,,,,
1,81,True,103,4,0,0.0,1.0,0.95,0.05,0.35,0.55,0.025,,,,,,,,,,,,,,
1,82,True,213,3,0,0.0,0.05,0.5,0.35,0.6,0.1,0.025,,,,,,,,,,,,,,
1,83,True,152,1,0,0.0,0.0,0.8,0.7,0.8,0.85,0.2,,,,,,,,,,,,,,
1,84,True,134,2,0,0.0,0.7,0.9,0.05,0.5,0.55,0.05,,,,,,,,,,,,,,
1,85,True,49,1,0,0.0,0.95,0.75,0.0,0.25,0.05,0.25,,,,,,,,,,,,,,
1,86,True,43,1,0,0.0,0.35,0.3,0.35,0.65,0.15,0.025,,,,,,,,,,,,,,
1,87,True,182,1,0,0.0,0.2,0.95,0.75,0.55,0.95,0.425,,,,,,,,,,,,,,
1,88,True,697,22,0,0.0,0.45,0.05,0.9,0.65,1.0,0.15,,,,,,,,,,,,,,
1,89,True,2555,1165,0,0.0,0.3,0.45,0.05,0.2,0.25,0.025,,,,,,,,,,,,,,
1,90,True,880,22,0,0.0,0.55,0.2,0.7,0.75,0.1,0.0,,,,,,,,,,,,,,
1,91,True,446,32,0,0.0,0.55,0.6,0.0,0.05,0.5,0.5,,,,,,,,,,,,,,
1,92,True,33,1,0,0.0,0.7,0.6,0.85,0.5,0.7,0.475,,,,,,,,,,,,,,
1,93,True,103,2,0,0.0,0.5,0.85,0.3,0.4,0.45,0.175,,,,,,,,,,,,,,
1,94,True,1299,49,0,0.0,0.15,0.8,0.9,0.4,0.7,0.15,,,,,,,,,,,,,,
1,95,True,1468,117,0,0.0,0.5,0.95,0.1,0.25,0.3,0.35,,,,,,,,,,,,,,
1,96,True,170,1,0,0.0,0.8,1.0,0.15,0.75,1.0,0.0,,,,,,,,,,,,,,
1,97,True,557,33,0,0.0,0.75,0.55,0.0,0.45,0.8,0.1,,,,,,,,,,,,,,
1,98,True,2071,924,0,0.0,0.55,0.4,0.35,0.15,0.15,0.475,,,,,,,,,,,,,,
1,99,False,,28434,126,0.1569115815691158,0.3,0.15,0.75,0.15,0.3,0.475,0.2801587301587302,0.0838269582635612,0.0158730158730158,0.02720497857302,0.342063492063492,0.1131112492147293,0.2297619047619047,0.0902330693411295,0.2769841269841269,0.0443877189019351,0.2555555555555555,0.0337604905637352,109.4047619047619,118.0
2,0,True,235,2,0,0.0,0.5,0.75,0.0,0.9,0.6,0.1,,,,,,,,,,,,,,
2,1,True,253,10,0,0.0,0.15,0.6,0.5,0.65,0.0,0.425,,,,,,,,,,,,,,
2,2,True,281,3,0,0.0,0.1,0.65,0.95,1.0,0.55,0.475,,,,,,,,,,,,,,
2,3,True,606,37,0,0.0,0.35,0.55,0.45,0.7,0.1,0.45,,,,,,,,,,,,,,
2,4,True,429,17,0,0.0,0.7,0.8,0.55,0.6,0.6,0.325,,,,,,,,,,,,,,
2,5,True,187,2,0,0.0,0.45,0.95,0.65,0.95,0.65,0.1,,,,,,,,,,,,,,
2,6,True,418,31,0,0.0,0.6,0.75,0.25,0.35,0.75,0.125,,,,,,,,,,,,,,
2,7,True,241,12,0,0.0,0.45,1.0,0.8,0.75,0.7,0.3,,,,,,,,,,,,,,
2,8,True,2280,372,0,0.0,0.25,0.4,0.95,0.2,0.55,0.325,,,,,,,,,,,,,,
2,9,True,2732,2946,0,0.0,0.55,0.0,0.3,0.75,0.0,0.35,,,,,,,,,,,,,,
2,10,True,21,1,0,0.0,0.9,0.35,1.0,0.2,0.65,0.175,,,,,,,,,,,,,,
2,11,True,285,37,0,0.0,0.7,0.35,0.65,0.25,0.15,0.0,,,,,,,,,,,,,,
2,12,True,522,75,0,0.0,0.9,0.25,0.15,0.35,0.35,0.225,,,,,,,,,,,,,,
2,13,True,216,14,0,0.0,0.55,0.6,0.9,0.25,0.3,0.375,,,,,,,,,,,,,,
2,14,True,2746,824,0,0.0,0.0,0.1,0.55,0.0,0.3,0.375,,,,,,,,,,,,,,
2,15,True,118,1,0,0.0,0.7,0.15,0.55,0.6,0.8,0.45,,,,,,,,,,,,,,
2,16,True,338,10,0,0.0,0.25,0.15,0.7,0.0,1.0,0.225,,,,,,,,,,,,,,
2,17,True,302,10,0,0.0,0.5,0.9,0.3,0.65,0.35,0.425,,,,,,,,,,,,,,
2,18,True,426,52,0,0.0,0.8,0.45,0.5,0.25,0.8,0.0,,,,,,,,,,,,,,
2,19,True,1167,272,0,0.0,0.9,0.3,0.35,0.2,0.55,0.4,,,,,,,,,,,,,,
2,20,True,389,38,0,0.0,0.95,0.65,0.1,0.45,0.0,0.475,,,,,,,,,,,,,,
2,21,True,1448,280,0,0.0,0.9,0.15,0.85,0.85,0.1,0.225,,,,,,,,,,,,,,
2,22,True,587,55,0,0.0,1.0,0.85,0.7,0.4,0.8,0.0,,,,,,,,,,,,,,
2,23,True,29,1,0,0.0,0.9,0.7,0.35,0.9,0.8,0.05,,,,,,,,,,,,,,
2,24,True,780,47,0,0.0,0.9,0.7,0.55,0.35,0.25,0.425,,,,,,,,,,,,,,
2,25,True,217,3,0,0.0,0.5,0.15,0.3,1.0,0.55,0.375,,,,,,,,,,,,,,
2,26,True,68,1,0,0.0,0.3,0.1,0.0,0.95,0.75,0.15,,,,,,,,,,,,,,
2,27,True,1566,263,0,0.0,0.8,0.3,0.0,0.1,0.45,0.125,,,,,,,,,,,,,,
2,28,True,31,1,0,0.0,0.05,0.15,0.25,1.0,0.45,0.075,,,,,,,,,,,,,,
2,29,True,1316,199,0,0.0,0.85,0.25,0.25,0.45,0.65,0.25,,,,,,,,,,,,,,
2,30,True,717,34,0,0.0,0.3,0.35,0.35,0.3,0.85,0.2,,,,,,,,,,,,,,
2,31,True,266,13,0,0.0,0.85,0.25,0.8,0.45,0.9,0.05,,,,,,,,,,,,,,
2,32,True,1680,59,0,0.0,0.25,0.35,0.2,0.9,0.85,0.275,,,,,,,,,,,,,,
2,33,True,237,5,0,0.0,0.1,0.55,0.95,0.85,0.95,0.15,,,,,,,,,,,,,,
2,34,True,229,3,0,0.0,0.7,0.25,0.0,0.8,0.95,0.3,,,,,,,,,,,,,,
2,35,True,141,5,0,0.0,0.45,0.6,0.75,0.15,0.25,0.425,,,,,,,,,,,,,,
2,36,True,239,4,0,0.0,0.35,0.6,0.3,0.3,0.6,0.225,,,,,,,,,,,,,,
2,37,True,455,32,0,0.0,0.6,0.35,0.25,0.95,0.1,0.425,,,,,,,,,,,,,,
2,38,True,512,20,0,0.0,0.2,0.7,0.65,0.3,0.9,0.025,,,,,,,,,,,,,,
2,39,True,581,7,0,0.0,0.0,0.05,0.9,0.7,0.95,0.5,,,,,,,,,,,,,,
2,40,True,996,118,0,0.0,0.7,0.0,0.0,0.95,0.3,0.05,,,,,,,,,,,,,,
2,41,True,296,14,0,0.0,0.6,0.4,0.05,0.7,0.05,0.375,,,,,,,,,,,,,,
2,42,True,1184,170,0,0.0,0.4,0.1,0.5,0.95,0.25,0.2,,,,,,,,,,,,,,
2,43,True,229,3,0,0.0,0.25,0.35,0.45,1.0,0.25,0.2,,,,,,,,,,,,,,
2,44,True,585,83,0,0.0,0.6,0.85,0.35,0.15,0.55,0.15,,,,,,,,,,,,,,
2,45,True,54,1,0,0.0,0.35,0.85,0.55,0.8,0.7,0.4,,,,,,,,,,,,,,
2,46,True,151,1,0,0.0,0.15,0.85,0.55,0.65,0.95,0.275,,,,,,,,,,,,,,
2,47,True,397,20,0,0.0,0.9,0.65,0.2,0.95,0.15,0.375,,,,,,,,,,,,,,
2,48,True,628,75,0,0.0,0.6,0.6,0.8,0.75,0.85,0.1,,,,,,,,,,,,,,
2,49,True,2806,189,0,0.0,0.35,0.35,0.2,0.5,0.3,0.15,,,,,,,,,,,,,,
2,50,True,41,2,0,0.0,0.9,0.95,0.05,0.15,0.35,0.425,,,,,,,,,,,,,,
2,51,True,4314,10136,0,0.0,0.0,0.9,0.55,0.1,0.15,0.225,,,,,,,,,,,,,,
2,52,True,293,25,0,0.0,0.55,0.3,0.55,0.0,0.1,0.075,,,,,,,,,,,,,,
2,53,True,293,2,0,0.0,0.0,0.55,0.3,0.95,1.0,0.075,,,,,,,,,,,,,,
2,54,True,282,23,0,0.0,0.75,0.8,0.25,0.0,0.5,0.15,,,,,,,,,,,,,,
2,55,True,4754,2817,0,0.0,0.6,0.0,0.95,0.15,0.6,0.0,,,,,,,,,,,,,,
2,56,True,348,39,0,0.0,0.8,0.7,0.4,0.1,0.35,0.4,,,,,,,,,,,,,,
2,57,True,47,1,0,0.0,1.0,0.8,0.7,0.45,0.3,0.325,,,,,,,,,,,,,,
2,58,True,417,29,0,0.0,0.6,0.35,0.95,0.95,0.0,0.5,,,,,,,,,,,,,,
2,59,True,2530,551,0,0.0,0.05,0.4,0.15,0.45,0.25,0.25,,,,,,,,,,,,,,
2,60,True,286,8,0,0.0,0.35,0.75,0.65,0.75,0.6,0.05,,,,,,,,,,,,,,
2,61,True,1165,165,0,0.0,0.7,0.75,0.1,0.45,0.95,0.125,,,,,,,,,,,,,,
2,62,True,53,1,0,0.0,0.6,0.25,0.1,0.25,0.7,0.5,,,,,,,,,,,,,,
2,63,True,1900,305,0,0.0,0.2,0.5,0.45,0.25,0.15,0.1,,,,,,,,,,,,,,
2,64,True,871,92,0,0.0,0.55,0.6,0.0,0.45,0.85,0.475,,,,,,,,,,,,,,
2,65,True,274,7,0,0.0,0.1,0.75,0.15,0.2,0.4,0.25,,,,,,,,,,,,,,
2,66,True,56,1,0,0.0,0.25,0.75,0.4,0.3,0.9,0.225,,,,,,,,,,,,,,
2,67,True,939,157,0,0.0,0.35,0.4,0.75,0.5,0.15,0.075,,,,,,,,,,,,,,
2,68,True,1527,802,0,0.0,0.55,0.05,0.95,0.2,0.25,0.325,,,,,,,,,,,,,,
2,69,True,8956,5960,0,0.0,0.35,0.05,0.0,0.4,0.95,0.5,,,,,,,,,,,,,,
2,70,True,1124,33,0,0.0,0.5,0.2,0.95,0.7,0.95,0.225,,,,,,,,,,,,,,
2,71,True,240,11,0,0.0,0.65,0.8,0.2,0.45,0.95,0.325,,,,,,,,,,,,,,
2,72,True,308,10,0,0.0,0.25,0.75,0.1,0.9,0.05,0.175,,,,,,,,,,,,,,
2,73,True,598,13,0,0.0,0.7,0.5,0.85,0.95,0.85,0.3,,,,,,,,,,,,,,
2,74,True,16,1,0,0.0,0.65,0.05,0.9,0.1,0.0,0.45,,,,,,,,,,,,,,
2,75,True,3182,724,0,0.0,0.1,0.1,0.85,0.5,0.55,0.375,,,,,,,,,,,,,,
2,76,True,434,21,0,0.0,0.65,0.4,0.25,0.2,0.9,0.375,,,,,,,,,,,,,,
2,77,True,190,14,0,0.0,0.65,0.55,1.0,0.05,0.6,0.0,,,,,,,,,,,,,,
2,78,True,4282,2432,0,0.0,0.6,0.05,0.65,0.05,0.95,0.275,,,,,,,,,,,,,,
2,79,True,859,148,0,0.0,1.0,0.3,0.05,0.15,0.2,0.425,,,,,,,,,,,,,,
2,80,True,124,7,0,0.0,0.85,0.85,0.0,0.3,0.65,0.1,,,,,,,,,,,,,,
2,81,True,689,27,0,0.0,0.25,0.7,0.2,0.95,0.4,0.025,,,,,,,,,,,,,,
2,82,True,158,2,0,0.0,0.2,0.7,0.15,0.0,0.55,0.325,,,,,,,,,,,,,,
2,83,True,33,1,0,0.0,0.0,0.6,0.85,0.6,0.95,0.5,,,,,,,,,,,,,,
2,84,True,263,6,0,0.0,0.3,0.45,1.0,0.85,0.85,0.425,,,,,,,,,,,,,,
2,85,True,268,9,0,0.0,0.65,0.45,0.25,0.8,0.15,0.15,,,,,,,,,,,,,,
2,86,True,470,14,0,0.0,0.7,0.5,0.45,0.5,0.65,0.2,,,,,,,,,,,,,,
2,87,True,935,61,0,0.0,0.2,0.0,0.05,1.0,0.0,0.2,,,,,,,,,,,,,,
2,88,True,193,22,0,0.0,0.65,0.85,0.65,0.0,0.05,0.075,,,,,,,,,,,,,,
2,89,True,350,42,0,0.0,1.0,0.55,0.9,0.6,0.8,0.125,,,,,,,,,,,,,,
2,90,False,,88464,633,0.7553699284009546,0.15,0.05,0.4,0.05,0.75,0.125,0.2238546603475513,0.0665060620210529,0.0178515007898894,0.0340355274162103,0.3957345971563981,0.0943798534303084,0.1635860979462875,0.0664866395214329,0.6503159557661928,0.0690140083411278,0.1501579778830963,0.0474671949945473,111.56398104265404,124.0
2,91,True,28,1,0,0.0,0.3,0.15,0.2,0.5,0.15,0.45,,,,,,,,,,,,,,
2,92,True,1385,46,0,0.0,0.4,0.0,1.0,0.9,1.0,0.0,,,,,,,,,,,,,,
2,93,True,348,7,0,0.0,0.2,1.0,0.65,0.15,0.3,0.075,,,,,,,,,,,,,,
2,94,False,,49112,205,0.2446300715990453,0.45,0.0,0.0,0.3,0.55,0.375,0.2226829268292683,0.0617636877391642,0.0148780487804878,0.0239024390243902,0.4082926829268292,0.0823704434033254,0.1358536585365853,0.0728839910072966,0.6682926829268293,0.0842152422049071,0.1763414634146341,0.0469304673809043,106.5609756097561,114.0
2,95,True,944,139,0,0.0,0.15,0.6,0.2,0.4,0.95,0.1,,,,,,,,,,,,,,
2,96,True,315,17,0,0.0,0.8,0.25,0.5,0.2,0.8,0.25,,,,,,,,,,,,,,
2,97,True,258,7,0,0.0,1.0,0.6,0.2,0.5,0.95,0.075,,,,,,,,,,,,,,
2,98,True,965,91,0,0.0,0.5,0.25,0.6,0.25,0.05,0.075,,,,,,,,,,,,,,
2,99,True,435,40,0,0.0,0.65,0.3,0.95,1.0,0.95,0.0,,,,,,,,,,,,,,
3,0,True,2089,389,0,0.0,0.25,0.35,0.35,0.55,0.6,0.0,,,,,,,,,,,,,,
3,1,True,540,45,0,0.0,0.85,0.5,0.15,0.8,0.1,0.2,,,,,,,,,,,,,,
3,2,True,206,3,0,0.0,0.35,0.95,0.0,0.9,0.9,0.5,,,,,,,,,,,,,,
3,3,True,49,1,0,0.0,0.5,0.8,0.15,0.1,0.6,0.2,,,,,,,,,,,,,,
3,4,True,3870,2890,0,0.0,0.5,0.1,0.5,0.1,0.6,0.225,,,,,,,,,,,,,,
3,5,True,44,1,0,0.0,0.45,1.0,0.0,0.6,0.25,0.275,,,,,,,,,,,,,,
3,6,True,22,1,0,0.0,0.9,0.35,0.05,0.0,0.1,0.175,,,,,,,,,,,,,,
3,7,False,,140019,808,1.0,0.2,0.0,0.95,0.15,0.05,0.225,0.2256188118811881,0.0587587216410075,0.0158415841584158,0.0274138552355662,0.7594678217821783,0.100124125707647,0.1818688118811881,0.0502700392787137,0.1944306930693069,0.0676692791092325,0.2187809405940594,0.0265456413066742,108.3440594059406,118.0
3,8,True,484,26,0,0.0,0.75,0.65,0.4,0.55,0.65,0.5,,,,,,,,,,,,,,
3,9,True,663,59,0,0.0,0.7,1.0,0.15,0.8,0.8,0.375,,,,,,,,,,,,,,
3,10,True,48,1,0,0.0,0.0,1.0,0.2,0.7,0.45,0.2,,,,,,,,,,,,,,
3,11,True,5447,2229,0,0.0,0.05,0.3,0.25,0.6,0.7,0.5,,,,,,,,,,,,,,
3,12,True,3399,993,0,0.0,0.05,0.05,0.05,0.85,0.85,0.2,,,,,,,,,,,,,,
3,13,True,274,6,0,0.0,1.0,0.6,0.65,0.65,0.5,0.025,,,,,,,,,,,,,,
3,14,True,383,11,0,0.0,0.05,0.05,0.15,0.35,0.2,0.25,,,,,,,,,,,,,,
3,15,True,3129,443,0,0.0,0.1,0.45,0.6,0.2,1.0,0.175,,,,,,,,,,,,,,
3,16,True,2505,1035,0,0.0,0.4,0.25,0.25,0.25,0.6,0.325,,,,,,,,,,,,,,
3,17,True,734,41,0,0.0,0.65,0.55,0.0,0.05,0.65,0.45,,,,,,,,,,,,,,
3,18,True,1237,328,0,0.0,0.8,0.15,0.2,1.0,0.35,0.325,,,,,,,,,,,,,,
3,19,True,257,3,0,0.0,0.15,0.4,0.7,0.5,0.9,0.1,,,,,,,,,,,,,,
3,20,True,1131,196,0,0.0,1.0,0.05,0.3,0.95,0.55,0.2,,,,,,,,,,,,,,
3,21,True,4052,3299,0,0.0,0.15,0.3,0.15,0.25,0.4,0.075,,,,,,,,,,,,,,
3,22,True,2276,179,0,0.0,0.65,0.0,0.1,0.65,0.85,0.0,,,,,,,,,,,,,,
3,23,True,699,79,0,0.0,1.0,0.75,0.75,0.45,0.5,0.475,,,,,,,,,,,,,,
3,24,True,154,6,0,0.0,0.45,0.7,0.8,0.0,0.8,0.25,,,,,,,,,,,,,,
3,25,True,226,15,0,0.0,0.75,0.5,0.75,0.35,0.15,0.025,,,,,,,,,,,,,,
3,26,True,221,4,0,0.0,0.4,0.75,0.2,0.6,0.85,0.35,,,,,,,,,,,,,,
3,27,True,145,4,0,0.0,0.9,0.1,0.95,0.7,0.4,0.0,,,,,,,,,,,,,,
3,28,True,1079,89,0,0.0,0.75,0.5,0.1,0.45,0.9,0.325,,,,,,,,,,,,,,
3,29,True,301,12,0,0.0,0.05,0.65,0.75,0.95,0.4,0.1,,,,,,,,,,,,,,
3,30,True,225,4,0,0.0,0.3,0.1,0.9,0.7,0.6,0.0,,,,,,,,,,,,,,
3,31,True,609,58,0,0.0,0.65,0.65,0.0,1.0,0.5,0.425,,,,,,,,,,,,,,
3,32,True,277,10,0,0.0,0.7,0.5,0.6,0.85,0.15,0.05,,,,,,,,,,,,,,
3,33,True,333,5,0,0.0,0.15,0.5,0.2,0.55,0.05,0.15,,,,,,,,,,,,,,
3,34,True,4840,1443,0,0.0,0.1,0.05,0.7,0.35,0.75,0.5,,,,,,,,,,,,,,
3,35,True,269,11,0,0.0,0.9,0.85,0.25,0.15,0.45,0.05,,,,,,,,,,,,,,
3,36,True,414,16,0,0.0,0.35,0.7,0.55,0.6,0.15,0.5,,,,,,,,,,,,,,
3,37,True,2318,588,0,0.0,0.3,0.55,0.85,0.25,0.4,0.425,,,,,,,,,,,,,,
3,38,True,1293,250,0,0.0,0.7,0.75,0.3,0.1,0.4,0.425,,,,,,,,,,,,,,
3,39,True,4353,4187,0,0.0,0.2,0.25,0.8,0.15,0.45,0.325,,,,,,,,,,,,,,
3,40,True,484,26,0,0.0,0.65,0.95,0.95,0.55,0.45,0.475,,,,,,,,,,,,,,
3,41,True,150,4,0,0.0,0.65,0.65,0.85,0.85,0.65,0.175,,,,,,,,,,,,,,
3,42,True,339,25,0,0.0,0.55,0.25,0.4,0.2,1.0,0.475,,,,,,,,,,,,,,
3,43,True,215,2,0,0.0,0.15,0.95,0.5,0.6,0.1,0.125,,,,,,,,,,,,,,
3,44,True,2763,1528,0,0.0,0.2,0.2,0.45,0.15,0.25,0.15,,,,,,,,,,,,,,
3,45,True,144,1,0,0.0,0.05,0.4,0.25,0.2,0.65,0.3,,,,,,,,,,,,,,
3,46,True,197,2,0,0.0,1.0,0.6,0.3,0.6,0.4,0.225,,,,,,,,,,,,,,
3,47,True,306,10,0,0.0,0.6,0.2,0.45,0.65,0.05,0.15,,,,,,,,,,,,,,
3,48,True,81,1,0,0.0,0.9,1.0,0.95,0.45,0.9,0.1,,,,,,,,,,,,,,
3,49,True,269,16,0,0.0,0.6,0.9,0.3,0.45,0.45,0.1,,,,,,,,,,,,,,
3,50,True,403,9,0,0.0,0.9,0.05,0.5,0.75,0.45,0.275,,,,,,,,,,,,,,
3,51,True,830,67,0,0.0,0.1,0.3,1.0,0.35,0.2,0.025,,,,,,,,,,,,,,
3,52,True,198,11,0,0.0,0.95,1.0,0.05,0.7,0.35,0.025,,,,,,,,,,,,,,
3,53,True,168,5,0,0.0,0.3,0.6,0.5,0.45,0.75,0.225,,,,,,,,,,,,,,
3,54,True,100,2,0,0.0,0.55,0.65,0.4,0.25,0.55,0.025,,,,,,,,,,,,,,
3,55,True,348,19,0,0.0,0.75,0.4,0.6,0.85,0.55,0.35,,,,,,,,,,,,,,
3,56,True,231,3,0,0.0,0.85,0.7,0.6,0.65,0.75,0.45,,,,,,,,,,,,,,
3,57,True,3661,1887,0,0.0,0.0,0.85,0.15,0.25,0.5,0.225,,,,,,,,,,,,,,
3,58,True,121,2,0,0.0,0.9,0.4,0.85,0.95,0.55,0.0,,,,,,,,,,,,,,
3,59,True,182,13,0,0.0,0.45,0.8,0.5,0.0,0.0,0.4,,,,,,,,,,,,,,
3,60,True,823,83,0,0.0,0.5,0.6,0.0,0.8,0.2,0.225,,,,,,,,,,,,,,
3,61,True,520,43,0,0.0,0.35,0.9,0.45,0.1,0.45,0.4,,,,,,,,,,,,,,
3,62,True,825,53,0,0.0,0.8,0.25,0.05,0.4,0.25,0.5,,,,,,,,,,,,,,
3,63,True,406,7,0,0.0,0.05,0.55,0.8,0.9,1.0,0.3,,,,,,,,,,,,,,
3,64,True,247,1,0,0.0,0.4,0.95,0.9,0.3,0.1,0.45,,,,,,,,,,,,,,
3,65,True,657,83,0,0.0,0.35,0.6,0.7,0.0,0.35,0.3,,,,,,,,,,,,,,
3,66,True,1181,241,0,0.0,0.6,0.15,0.95,0.35,0.85,0.3,,,,,,,,,,,,,,
3,67,True,244,6,0,0.0,0.55,0.75,0.45,0.6,0.75,0.05,,,,,,,,,,,,,,
3,68,True,2494,1718,0,0.0,0.4,0.15,0.8,0.0,0.45,0.35,,,,,,,,,,,,,,
3,69,True,644,51,0,0.0,1.0,0.2,0.9,0.55,0.65,0.05,,,,,,,,,,,,,,
3,70,True,517,160,0,0.0,0.9,0.9,0.5,0.1,0.95,0.075,,,,,,,,,,,,,,
3,71,True,2913,2689,0,0.0,0.2,0.55,0.5,0.0,0.5,0.1,,,,,,,,,,,,,,
3,72,True,3582,2163,0,0.0,0.2,0.05,0.8,0.4,0.6,0.35,,,,,,,,,,,,,,
3,73,True,1541,697,0,0.0,0.9,0.2,1.0,0.4,0.05,0.5,,,,,,,,,,,,,,
3,74,True,236,15,0,0.0,0.75,0.65,0.3,0.05,0.1,0.375,,,,,,,,,,,,,,
3,75,True,51,1,0,0.0,0.75,1.0,0.05,0.85,0.25,0.05,,,,,,,,,,,,,,
3,76,True,373,14,0,0.0,0.45,0.55,0.85,0.55,0.45,0.125,,,,,,,,,,,,,,
3,77,True,397,23,0,0.0,0.5,0.35,0.8,0.65,0.2,0.15,,,,,,,,,,,,,,
3,78,True,376,14,0,0.0,0.75,0.6,0.45,0.5,0.05,0.5,,,,,,,,,,,,,,
3,79,True,225,3,0,0.0,0.0,0.15,0.35,0.85,0.05,0.425,,,,,,,,,,,,,,
3,80,True,628,44,0,0.0,0.85,0.4,0.25,0.3,0.85,0.225,,,,,,,,,,,,,,
3,81,True,967,178,0,0.0,0.25,0.95,0.5,0.3,0.45,0.225,,,,,,,,,,,,,,
3,82,True,1767,275,0,0.0,0.95,0.0,0.05,0.95,0.9,0.35,,,,,,,,,,,,,,
3,83,True,46,1,0,0.0,0.75,0.8,0.75,0.35,0.75,0.45,,,,,,,,,,,,,,
3,84,True,665,51,0,0.0,0.95,0.0,0.75,0.8,0.5,0.45,,,,,,,,,,,,,,
3,85,True,23,1,0,0.0,0.55,0.35,0.65,0.0,0.65,0.4,,,,,,,,,,,,,,
3,86,True,46,1,0,0.0,1.0,0.25,0.65,0.95,0.6,0.3,,,,,,,,,,,,,,
3,87,True,239,9,0,0.0,0.3,0.95,0.0,0.6,0.55,0.0,,,,,,,,,,,,,,
3,88,True,1706,45,0,0.0,0.05,0.7,0.8,0.55,0.1,0.15,,,,,,,,,,,,,,
3,89,True,2688,640,0,0.0,0.4,0.15,0.15,0.7,0.2,0.175,,,,,,,,,,,,,,
3,90,True,608,29,0,0.0,0.4,0.95,0.75,0.15,0.9,0.425,,,,,,,,,,,,,,
