step,simulation_year,day_of_year,month,day_of_month,food_respawn_rate,population_size,food_count,food_respawn_count,food_consumed_count,average_energy,average_age,birth_count,gene_exchange_eligible_count,gene_exchange_event_count,gene_exchange_selected_loci_count,gene_exchange_changed_bit_count,gene_exchange_eligible_rate,gene_exchange_event_rate,gene_exchange_birth_rate,death_count,age_death_count,energy_death_count,move_count,move_rate,non_move_count,eat_count,eat_rate,eat_per_move,eat_after_move_count,eat_without_move_count,eat_after_move_rate,eat_without_move_rate,total_eat_rate,shared_food_cell_count,shared_food_consumer_count,mean_consumers_per_shared_food,birth_rate,death_rate,age_death_rate,energy_death_rate,average_exploration_tendency,std_exploration_tendency,min_exploration_tendency,max_exploration_tendency,average_site_fidelity,std_site_fidelity,min_site_fidelity,max_site_fidelity,average_risk_tolerance,std_risk_tolerance,min_risk_tolerance,max_risk_tolerance,average_reproduction_timing,std_reproduction_timing,min_reproduction_timing,max_reproduction_timing,average_gene_exchange_probability,std_gene_exchange_probability,min_gene_exchange_probability,max_gene_exchange_probability,average_gene_exchange_fraction,std_gene_exchange_fraction,min_gene_exchange_fraction,max_gene_exchange_fraction,active_lineage_count,largest_lineage_share,average_generation,max_generation
16,1,2,1,2,0.00873559,124,1503,87,34,14.523387096774185,14.53225806451613,3,0,0,0,0,0.0,0.0,0.0,0,0,0,67,0.5537190082644629,54,34,0.2809917355371901,0.47761194029850745,32,2,0.47761194029850745,0.037037037037037035,0.2809917355371901,0,0,0.0,0.024793388429752067,0.0,0.0,0.0,0.517741935483871,0.2952031523284279,0.0,1.0,0.49274193548387096,0.28203562663789145,0.0,1.0,0.5274193548387097,0.2977980235851082,0.0,1.0,0.4681451612903226,0.3052850781289511,0.0,1.0,0.5004032258064516,0.3075328442819967,0.0,1.0,0.2530241935483871,0.14727336134908892,0.0,0.5,100,0.03225806451612903,0.1935483870967742,1
17,1,2,1,2,0.00873559,126,1558,87,32,14.890476190476182,15.285714285714286,2,0,0,0,0,0.0,0.0,0.0,0,0,0,75,0.6048387096774194,49,32,0.25806451612903225,0.4,30,2,0.4,0.04081632653061224,0.25806451612903225,0,0,0.0,0.016129032258064516,0.0,0.0,0.0,0.5178571428571429,0.29327544651461135,0.0,1.0,0.49404761904761907,0.28084390561258027,0.0,1.0,0.5285714285714286,0.2988356088026248,0.0,1.0,0.4650793650793651,0.3046120249837098,0.0,1.0,0.501984126984127,0.3059204685557681,0.0,1.0,0.25257936507936507,0.14644698662540095,0.0,0.5,100,0.031746031746031744,0.20634920634920634,1
18,1,2,1,2,0.00873559,126,1608,87,37,15.68730158730158,16.174603174603174,1,0,0,0,0,0.0,0.0,0.0,1,0,1,84,0.6666666666666666,42,39,0.30952380952380953,0.44047619047619047,37,2,0.44047619047619047,0.047619047619047616,0.30952380952380953,2,4,2.0,0.007936507936507936,0.007936507936507936,0.0,0.007936507936507936,0.5142857142857142,0.29559310453173976,0.0,1.0,0.49722222222222223,0.2837046275559302,0.0,1.0,0.5226190476190475,0.2968490038146661,0.0,1.0,0.4658730158730159,0.30418057982861557,0.0,1.0,0.49682539682539684,0.3037951763874323,0.0,1.0,0.25436507936507935,0.14564032687513195,0.0,0.5,100,0.023809523809523808,0.20634920634920634,1
19,1,2,1,2,0.00873559,129,1658,87,37,16.017829457364332,16.775193798449614,3,0,0,0,0,0.0,0.0,0.0,0,0,0,85,0.6746031746031746,41,38,0.30158730158730157,0.43529411764705883,37,1,0.43529411764705883,0.024390243902439025,0.30158730158730157,1,2,2.0,0.023809523809523808,0.0,0.0,0.0,0.513953488372093,0.29260767872805726,0.0,1.0,0.49496124031007754,0.2846761359398702,0.0,1.0,0.5228682170542636,0.2964262429626907,0.0,1.0,0.4662790697674418,0.30475322274133165,0.0,1.0,0.4941860465116279,0.3023568856780478,0.0,1.0,0.2567829457364341,0.14579878676031569,0.0,0.5,100,0.023255813953488372,0.2248062015503876,1
20,1,3,1,3,0.0087,134,1709,87,36,15.96716417910447,17.111940298507463,5,0,0,0,0,0.0,0.0,0.0,0,0,0,86,0.6666666666666666,43,36,0.27906976744186046,0.3953488372093023,34,2,0.3953488372093023,0.046511627906976744,0.27906976744186046,0,0,0.0,0.03875968992248062,0.0,0.0,0.0,0.5152985074626866,0.2918819284351569,0.0,1.0,0.498134328358209,0.28326499357096324,0.0,1.0,0.5220149253731343,0.29634031427867774,0.0,1.0,0.45559701492537313,0.30430128234835047,0.0,1.0,0.4936567164179105,0.3034885255515551,0.0,1.0,0.25541044776119404,0.14588132636969542,0.0,0.5,100,0.022388059701492536,0.26119402985074625,2
21,1,3,1,3,0.0087,138,1756,87,40,16.155072463768107,17.47826086956522,5,0,0,0,0,0.0,0.0,0.0,1,0,1,91,0.6791044776119403,43,42,0.31343283582089554,0.43956043956043955,40,2,0.43956043956043955,0.046511627906976744,0.31343283582089554,2,4,2.0,0.03731343283582089,0.007462686567164179,0.0,0.007462686567164179,0.5202898550724637,0.29177354239548176,0.0,1.0,0.49094202898550726,0.2827937428359891,0.0,1.0,0.519927536231884,0.29882255986661077,0.0,1.0,0.4572463768115942,0.30363442959371156,0.0,1.0,0.4934782608695652,0.30400861013243785,0.0,1.0,0.2554347826086957,0.14826102894292084,0.0,0.5,100,0.028985507246376812,0.2971014492753623,2
22,1,3,1,3,0.0087,144,1800,87,43,16.126388888888883,17.645833333333332,7,0,0,0,0,0.0,0.0,0.0,1,0,1,92,0.6666666666666666,46,43,0.3115942028985507,0.45652173913043476,42,1,0.45652173913043476,0.021739130434782608,0.3115942028985507,0,0,0.0,0.050724637681159424,0.007246376811594203,0.0,0.007246376811594203,0.5204861111111111,0.2954759105172326,0.0,1.0,0.48923611111111115,0.2814374803800203,0.0,1.0,0.5302083333333333,0.30059078114329013,0.0,1.0,0.4652777777777778,0.30255152096710103,0.0,1.0,0.49062500000000003,0.30612773920102915,0.0,1.0,0.25503472222222223,0.14638526096469076,0.0,0.5,100,0.027777777777777776,0.3333333333333333,2
23,1,3,1,3,0.0087,150,1840,87,47,16.21999999999999,17.9,6,0,0,0,0,0.0,0.0,0.0,0,0,0,102,0.7083333333333334,42,49,0.3402777777777778,0.4803921568627451,49,0,0.4803921568627451,0.0,0.3402777777777778,2,4,2.0,0.041666666666666664,0.0,0.0,0.0,0.5236666666666666,0.2978084768586833,0.0,1.0,0.4903333333333333,0.28188039228643685,0.0,1.0,0.5333333333333333,0.30169889330626026,0.0,1.0,0.45966666666666667,0.3021973233207439,0.0,1.0,0.4903333333333333,0.3101449481917912,0.0,1.0,0.25316666666666665,0.1451234149114317,0.0,0.5,100,0.02666666666666667,0.36666666666666664,2
24,1,3,1,3,0.0087,155,1877,87,50,16.48709677419354,18.129032258064516,6,0,0,0,0,0.0,0.0,0.0,1,0,1,105,0.7,45,50,0.3333333333333333,0.47619047619047616,50,0,0.47619047619047616,0.0,0.3333333333333333,0,0,0.0,0.04,0.006666666666666667,0.0,0.006666666666666667,0.5161290322580645,0.2982170395961892,0.0,1.0,0.4945161290322581,0.2803550595535484,0.0,1.0,0.53,0.2993864694078811,0.0,1.0,0.45677419354838705,0.296760869266107,0.0,1.0,0.48322580645161295,0.3082352170201296,0.0,1.0,0.25451612903225806,0.1456484656503663,0.0,0.5,99,0.025806451612903226,0.4064516129032258,2
25,1,3,1,3,0.0087,163,1918,87,46,16.24233128834355,18.190184049079754,8,2,1,42,0,0.25,0.5,0.125,0,0,0,103,0.6645161290322581,52,48,0.3096774193548387,0.4563106796116505,47,1,0.4563106796116505,0.019230769230769232,0.3096774193548387,2,4,2.0,0.05161290322580645,0.0,0.0,0.0,0.5180981595092025,0.29441749111825405,0.0,1.0,0.49877300613496933,0.28359820581029055,0.0,1.0,0.5196319018404908,0.30443730568493416,0.0,1.0,0.4533742331288344,0.29500591833284595,0.0,1.0,0.47975460122699387,0.30700602683927647,0.0,1.0,0.2553680981595092,0.1462135154871359,0.0,0.5,99,0.03067484662576687,0.44171779141104295,2
26,1,3,1,3,0.0087,171,1954,87,51,16.170175438596484,18.292397660818715,8,0,0,0,0,0.0,0.0,0.0,0,0,0,97,0.5950920245398773,66,52,0.31901840490797545,0.5154639175257731,50,2,0.5154639175257731,0.030303030303030304,0.31901840490797545,1,2,2.0,0.049079754601226995,0.0,0.0,0.0,0.5260233918128655,0.2949050387988707,0.0,1.0,0.5014619883040936,0.28291645805665233,0.0,1.0,0.5280701754385965,0.3032982740284293,0.0,1.0,0.447953216374269,0.2983559594059531,0.0,1.0,0.47485380116959064,0.30408400794691565,0.0,1.0,0.2559941520467836,0.1472601825657914,0.0,0.5,99,0.029239766081871343,0.4853801169590643,3
27,1,3,1,3,0.0087,177,1990,87,51,16.28418079096044,18.638418079096045,6,1,0,0,0,0.16666666666666666,0.0,0.0,0,0,0,113,0.6608187134502924,58,52,0.30409356725146197,0.4424778761061947,50,2,0.4424778761061947,0.034482758620689655,0.30409356725146197,1,2,2.0,0.03508771929824561,0.0,0.0,0.0,0.5206214689265537,0.29608778319662943,0.0,1.0,0.49830508474576274,0.2811848571179651,0.0,1.0,0.5228813559322034,0.30383453819727485,0.0,1.0,0.44096045197740114,0.2971192832726464,0.0,1.0,0.47627118644067795,0.3022546068497041,0.0,1.0,0.25310734463276835,0.14747480796937623,0.0,0.5,99,0.03389830508474576,0.5084745762711864,3
28,1,3,1,3,0.0087,187,2029,87,48,15.840641711229939,18.58823529411765,10,0,0,0,0,0.0,0.0,0.0,0,0,0,114,0.6440677966101694,63,53,0.2994350282485876,0.4473684210526316,51,2,0.4473684210526316,0.031746031746031744,0.2994350282485876,5,10,2.0,0.05649717514124294,0.0,0.0,0.0,0.5280748663101604,0.29587274103407063,0.0,1.0,0.496524064171123,0.2796602277832931,0.0,1.0,0.5331550802139038,0.3063450092953707,0.0,1.0,0.4425133689839572,0.30004027106335734,0.0,1.0,0.4748663101604278,0.2988558543833788,0.0,1.0,0.2520053475935829,0.14657175050557852,0.0,0.5,99,0.03208556149732621,0.5347593582887701,3
29,1,3,1,3,0.0087,197,2060,87,56,15.614720812182732,18.593908629441625,10,1,0,0,0,0.1,0.0,0.0,0,0,0,120,0.6417112299465241,67,59,0.3155080213903743,0.4583333333333333,55,4,0.4583333333333333,0.05970149253731343,0.3155080213903743,3,6,2.0,0.053475935828877004,0.0,0.0,0.0,0.5225888324873097,0.29273764432201993,0.0,1.0,0.5035532994923858,0.27605370523576117,0.0,1.0,0.534517766497462,0.3049113975309058,0.0,1.0,0.44492385786802036,0.30172872357263514,0.0,1.0,0.47868020304568526,0.29953819661680225,0.0,1.0,0.2512690355329949,0.14663627332762855,0.0,0.5,99,0.030456852791878174,0.5786802030456852,3
30,1,4,1,4,0.00879804,206,2094,87,53,15.405339805825234,18.737864077669904,9,0,0,0,0,0.0,0.0,0.0,0,0,0,127,0.6446700507614214,70,61,0.3096446700507614,0.4645669291338583,59,2,0.4645669291338583,0.02857142857142857,0.3096446700507614,8,16,2.0,0.04568527918781726,0.0,0.0,0.0,0.529126213592233,0.294448989421088,0.0,1.0,0.49805825242718443,0.2766760337915373,0.0,1.0,0.5281553398058252,0.30976579807324195,0.0,1.0,0.44611650485436893,0.2997725124859731,0.0,1.0,0.4817961165048544,0.29714854770365984,0.0,1.0,0.2507281553398058,0.1475921758506371,0.0,0.5,99,0.03398058252427184,0.616504854368932,3
31,1,4,1,4,0.00879804,210,2112,87,69,16.015714285714278,19.20952380952381,5,1,0,0,0,0.2,0.0,0.0,1,0,1,138,0.6699029126213593,68,75,0.3640776699029126,0.5217391304347826,72,3,0.5217391304347826,0.04411764705882353,0.3640776699029126,6,12,2.0,0.024271844660194174,0.0048543689320388345,0.0,0.0048543689320388345,0.5257142857142857,0.29440127181032594,0.0,1.0,0.4961904761904762,0.27759127525873944,0.0,1.0,0.5295238095238095,0.3087374626793419,0.0,1.0,0.445952380952381,0.3002701920081592,0.0,1.0,0.47595238095238096,0.2973378671750973,0.0,1.0,0.25166666666666665,0.14736845088912456,0.0,0.5,98,0.03333333333333333,0.6428571428571429,3
32,1,4,1,4,0.00879804,221,2137,87,62,15.747963800904968,19.20361990950226,11,1,1,15,0,0.09090909090909091,1.0,0.09090909090909091,0,0,0,150,0.7142857142857143,60,66,0.3142857142857143,0.4266666666666667,64,2,0.4266666666666667,0.03333333333333333,0.3142857142857143,4,8,2.0,0.05238095238095238,0.0,0.0,0.0,0.5239819004524887,0.2935420751760311,0.0,1.0,0.5006787330316742,0.2786310928949003,0.0,1.0,0.5298642533936652,0.311672585540313,0.0,1.0,0.43914027149321266,0.30010508454851603,0.0,1.0,0.4751131221719457,0.29851155773152543,0.0,1.0,0.2515837104072398,0.1483231415011997,0.0,0.5,98,0.03619909502262444,0.6832579185520362,4
33,1,4,1,4,0.00879804,237,2152,87,72,15.26582278481012,18.839662447257385,16,3,2,51,1,0.1875,0.6666666666666666,0.125,0,0,0,152,0.6877828054298643,69,83,0.3755656108597285,0.5131578947368421,78,5,0.5131578947368421,0.07246376811594203,0.3755656108597285,9,20,2.2222222222222223,0.07239819004524888,0.0,0.0,0.0,0.5257383966244726,0.29098984120037147,0.0,1.0,0.5016877637130802,0.2805158365868346,0.0,1.0,0.5257383966244725,0.31083116953075923,0.0,1.0,0.4419831223628692,0.29887106806608044,0.0,1.0,0.4845991561181434,0.29972763247684375,0.0,1.0,0.25358649789029536,0.14717023463035228,0.0,0.5,98,0.0379746835443038,0.7257383966244726,4
34,1,4,1,4,0.00879804,250,2160,87,79,15.167599999999991,18.608,15,0,0,0,0,0.0,0.0,0.0,2,0,2,152,0.6413502109704642,85,83,0.350210970464135,0.5263157894736842,80,3,0.5263157894736842,0.03529411764705882,0.350210970464135,3,7,2.3333333333333335,0.06329113924050633,0.008438818565400843,0.0,0.008438818565400843,0.5306000000000001,0.2936215932113986,0.0,1.0,0.5,0.28379570116546865,0.0,1.0,0.5276000000000001,0.3119587152172543,0.0,1.0,0.44260000000000005,0.30022531538829295,0.0,1.0,0.48119999999999996,0.2979036085716318,0.0,1.0,0.2484,0.1471136975267769,0.0,0.5,97,0.04,0.784,4
35,1,4,1,4,0.00879804,264,2175,87,72,14.872727272727264,18.568181818181817,14,3,1,9,5,0.21428571428571427,0.3333333333333333,0.07142857142857142,0,0,0,161,0.644,89,76,0.304,0.4472049689440994,72,4,0.4472049689440994,0.0449438202247191,0.304,4,8,2.0,0.056,0.0,0.0,0.0,0.5327651515151516,0.2928380036152082,0.0,1.0,0.49507575757575756,0.2841694335921132,0.0,1.0,0.528219696969697,0.31019460691231227,0.0,1.0,0.4386363636363636,0.2962896124322648,0.0,1.0,0.484280303030303,0.29846363705204093,0.0,1.0,0.24744318181818184,0.14566200950872008,0.0,0.5,97,0.03787878787878788,0.8181818181818182,4
36,1,4,1,4,0.00879804,275,2186,87,76,14.828363636363628,18.705454545454547,12,4,1,3,0,0.3333333333333333,0.25,0.08333333333333333,1,0,1,179,0.678030303030303,85,85,0.32196969696969696,0.4581005586592179,82,3,0.4581005586592179,0.03529411764705882,0.32196969696969696,9,18,2.0,0.045454545454545456,0.003787878787878788,0.0,0.003787878787878788,0.5312727272727272,0.2926745294098707,0.0,1.0,0.5009090909090909,0.28442780024765335,0.0,1.0,0.5238181818181818,0.3107848768351213,0.0,1.0,0.43618181818181817,0.29512703526134093,0.0,1.0,0.4809090909090909,0.29831205581509457,0.0,1.0,0.24763636363636363,0.14670271282567757,0.0,0.5,97,0.03636363636363636,0.8472727272727273,4
37,1,4,1,4,0.00879804,287,2191,87,82,14.816724738675951,18.804878048780488,14,2,0,0,0,0.14285714285714285,0.0,0.0,2,0,2,167,0.6072727272727273,108,92,0.33454545454545453,0.48502994011976047,81,11,0.48502994011976047,0.10185185185185185,0.33454545454545453,9,19,2.111111111111111,0.05090909090909091,0.007272727272727273,0.0,0.007272727272727273,0.5371080139372822,0.2922178775923152,0.0,1.0,0.5010452961672475,0.28391664877827033,0.0,1.0,0.524390243902439,0.31088985631886,0.0,1.0,0.4379790940766551,0.29790808321322637,0.0,1.0,0.47839721254355405,0.29617811006928946,0.0,1.0,0.2490418118466899,0.14711643565057256,0.0,0.5,97,0.03484320557491289,0.8780487804878049,4
