step,simulation_year,day_of_year,month,day_of_month,food_respawn_rate,population_size,food_count,food_respawn_count,food_consumed_count,average_energy,average_age,birth_count,gene_exchange_eligible_count,gene_exchange_event_count,gene_exchange_selected_loci_count,gene_exchange_changed_bit_count,gene_exchange_eligible_rate,gene_exchange_event_rate,gene_exchange_birth_rate,death_count,age_death_count,energy_death_count,move_count,move_rate,non_move_count,eat_count,eat_rate,eat_per_move,eat_after_move_count,eat_without_move_count,eat_after_move_rate,eat_without_move_rate,total_eat_rate,shared_food_cell_count,shared_food_consumer_count,mean_consumers_per_shared_food,birth_rate,death_rate,age_death_rate,energy_death_rate,average_exploration_tendency,std_exploration_tendency,min_exploration_tendency,max_exploration_tendency,average_site_fidelity,std_site_fidelity,min_site_fidelity,max_site_fidelity,average_risk_tolerance,std_risk_tolerance,min_risk_tolerance,max_risk_tolerance,average_reproduction_timing,std_reproduction_timing,min_reproduction_timing,max_reproduction_timing,average_gene_exchange_probability,std_gene_exchange_probability,min_gene_exchange_probability,max_gene_exchange_probability,average_gene_exchange_fraction,std_gene_exchange_fraction,min_gene_exchange_fraction,max_gene_exchange_fraction,active_lineage_count,largest_lineage_share,average_generation,max_generation
38,1,4,1,4,0.00879804,301,2195,87,83,14.61495016611295,18.79734219269103,17,3,2,6,1,0.17647058823529413,0.6666666666666666,0.11764705882352941,3,0,3,197,0.686411149825784,90,88,0.30662020905923343,0.41624365482233505,82,6,0.41624365482233505,0.06666666666666667,0.30662020905923343,5,10,2.0,0.059233449477351915,0.010452961672473868,0.0,0.010452961672473868,0.5368770764119601,0.2942170445014591,0.0,1.0,0.4976744186046512,0.2865673350512052,0.0,1.0,0.5242524916943522,0.309661463476213,0.0,1.0,0.4295681063122924,0.29354542486278973,0.0,1.0,0.4742524916943522,0.2982114838027948,0.0,1.0,0.2471760797342193,0.1477134658697353,0.0,0.5,97,0.03986710963455149,0.9302325581395349,5
39,1,4,1,4,0.00879804,308,2182,87,100,15.164285714285707,19.246753246753247,8,0,0,0,0,0.0,0.0,0.0,1,0,1,197,0.654485049833887,104,108,0.3588039867109635,0.5025380710659898,99,9,0.5025380710659898,0.08653846153846154,0.3588039867109635,8,16,2.0,0.026578073089700997,0.0033222591362126247,0.0,0.0033222591362126247,0.5384740259740259,0.2920848857681293,0.0,1.0,0.5027597402597402,0.28739850958941704,0.0,1.0,0.5185064935064935,0.3108143523812021,0.0,1.0,0.42808441558441557,0.2916843706728016,0.0,1.0,0.4712662337662338,0.2982263923056336,0.0,1.0,0.2494318181818182,0.14745432451702506,0.0,0.5,97,0.03896103896103896,0.948051948051948,5
40,1,5,1,5,0.00905829,322,2176,90,96,15.14265010351966,19.295031055900623,16,5,1,42,0,0.3125,0.2,0.0625,2,0,2,206,0.6688311688311688,102,102,0.33116883116883117,0.4854368932038835,100,2,0.4854368932038835,0.0196078431372549,0.33116883116883117,6,12,2.0,0.05194805194805195,0.006493506493506494,0.0,0.006493506493506494,0.5354037267080746,0.2933867220611114,0.0,1.0,0.49829192546583845,0.28742571580969395,0.0,1.0,0.5203416149068323,0.309674555790792,0.0,1.0,0.4225155279503106,0.2897271281138409,0.0,1.0,0.472360248447205,0.2993990161008788,0.0,1.0,0.24883540372670807,0.14721997607414486,0.0,0.5,97,0.043478260869565216,0.9968944099378882,5
41,1,5,1,5,0.00905829,335,2148,90,118,15.479004975124369,19.355223880597016,15,2,1,9,0,0.13333333333333333,0.5,0.06666666666666667,2,0,2,219,0.6801242236024845,103,130,0.40372670807453415,0.5570776255707762,122,8,0.5570776255707762,0.07766990291262135,0.40372670807453415,11,23,2.090909090909091,0.046583850931677016,0.006211180124223602,0.0,0.006211180124223602,0.5391044776119402,0.289944571868608,0.0,1.0,0.5040298507462686,0.29017266965276134,0.0,1.0,0.5191044776119403,0.3105494953858863,0.0,1.0,0.417910447761194,0.29143257745879597,0.0,1.0,0.47194029850746266,0.29830985996968784,0.0,1.0,0.2505970149253731,0.1475661308571989,0.0,0.5,97,0.041791044776119404,1.0597014925373134,5
42,1,5,1,5,0.00905829,350,2126,90,112,15.540761904761895,19.337142857142858,18,4,2,9,0,0.2222222222222222,0.5,0.1111111111111111,3,0,3,234,0.6985074626865672,101,126,0.3761194029850746,0.5170940170940171,121,5,0.5170940170940171,0.04950495049504951,0.3761194029850746,12,26,2.1666666666666665,0.05373134328358209,0.008955223880597015,0.0,0.008955223880597015,0.5392857142857143,0.29104403902684767,0.0,1.0,0.49371428571428577,0.29206736712405157,0.0,1.0,0.5191428571428571,0.31007714642439205,0.0,1.0,0.4132857142857143,0.2899050161127726,0.0,1.0,0.47457142857142853,0.2955802318650348,0.0,1.0,0.24835714285714286,0.14697842754385865,0.0,0.5,97,0.04285714285714286,1.082857142857143,5
43,1,5,1,5,0.00905829,370,2089,90,127,15.466126126126118,18.983783783783785,25,6,4,78,17,0.24,0.6666666666666666,0.16,5,0,5,248,0.7085714285714285,102,136,0.38857142857142857,0.5201612903225806,129,7,0.5201612903225806,0.06862745098039216,0.38857142857142857,7,16,2.2857142857142856,0.07142857142857142,0.014285714285714285,0.0,0.014285714285714285,0.5383783783783784,0.2914550033743887,0.0,1.0,0.49594594594594593,0.2960502099440042,0.0,1.0,0.5139189189189189,0.31197200830587163,0.0,1.0,0.4006756756756757,0.28698022853585126,0.0,1.0,0.4648648648648649,0.29552172483017786,0.0,1.0,0.2479054054054054,0.14854248358715783,0.0,0.5,97,0.04864864864864865,1.145945945945946,5
44,1,5,1,5,0.00905829,391,2058,90,121,15.294288150042618,18.854219948849106,23,3,0,0,0,0.13043478260869565,0.0,0.0,2,0,2,244,0.6594594594594595,126,128,0.34594594594594597,0.5040983606557377,123,5,0.5040983606557377,0.03968253968253968,0.34594594594594597,7,14,2.0,0.062162162162162166,0.005405405405405406,0.0,0.005405405405405406,0.5373401534526854,0.29077827377614063,0.0,1.0,0.49757033248081844,0.2983337864245279,0.0,1.0,0.5149616368286445,0.3127306286544373,0.0,1.0,0.39565217391304347,0.28827296267929486,0.0,1.0,0.46342710997442454,0.2939588140011929,0.0,1.0,0.24782608695652175,0.1481505953760009,0.0,0.5,97,0.04859335038363171,1.1943734015345269,5
45,1,5,1,5,0.00905829,410,2019,90,129,15.294796747967471,18.90487804878049,20,3,2,63,0,0.15,0.6666666666666666,0.1,1,0,1,274,0.7007672634271099,117,145,0.37084398976982097,0.5182481751824818,142,3,0.5182481751824818,0.02564102564102564,0.37084398976982097,13,29,2.230769230769231,0.05115089514066496,0.0025575447570332483,0.0,0.0025575447570332483,0.5315853658536586,0.29072436662037354,0.0,1.0,0.5004878048780488,0.2989000258632225,0.0,1.0,0.5095121951219512,0.31304134550825785,0.0,1.0,0.39012195121951215,0.2880654308398931,0.0,1.0,0.4563414634146341,0.29193848414466994,0.0,1.0,0.24920731707317073,0.14713000206428345,0.0,0.5,97,0.04390243902439024,1.2317073170731707,5
46,1,5,1,5,0.00905829,433,1989,90,120,14.98629715165511,18.68822170900693,25,6,1,60,30,0.24,0.16666666666666666,0.04,2,0,2,269,0.6560975609756098,141,131,0.3195121951219512,0.4721189591078067,127,4,0.4721189591078067,0.028368794326241134,0.3195121951219512,11,22,2.0,0.06097560975609756,0.004878048780487805,0.0,0.004878048780487805,0.5364896073903003,0.28791463404466694,0.0,1.0,0.5087759815242494,0.3009862589998347,0.0,1.0,0.5095842956120092,0.31365286254541563,0.0,1.0,0.38799076212471134,0.28658437674704645,0.0,1.0,0.456581986143187,0.2924126815028317,0.0,1.0,0.24930715935334874,0.14694575005469288,0.0,0.5,97,0.04387990762124711,1.300230946882217,6
47,1,5,1,5,0.00905829,449,1960,90,119,14.953600593912391,18.853006681514476,19,1,1,39,20,0.05263157894736842,1.0,0.05263157894736842,3,0,3,294,0.6789838337182448,139,131,0.302540415704388,0.43197278911564624,127,4,0.43197278911564624,0.02877697841726619,0.302540415704388,12,24,2.0,0.04387990762124711,0.006928406466512702,0.0,0.006928406466512702,0.5373051224944321,0.2910798541818179,0.0,1.0,0.5048997772828507,0.3010716586300344,0.0,1.0,0.5069042316258352,0.31413825592420297,0.0,1.0,0.3888641425389755,0.28659478666436994,0.0,1.0,0.4574610244988864,0.29538961311560974,0.0,1.0,0.25111358574610243,0.14730839132227863,0.0,0.5,97,0.042316258351893093,1.3496659242761693,6
48,1,5,1,5,0.00905829,474,1916,90,134,14.702461322081566,18.80590717299578,25,3,1,54,26,0.12,0.3333333333333333,0.04,0,0,0,311,0.6926503340757239,138,153,0.34075723830734966,0.4758842443729904,148,5,0.4758842443729904,0.036231884057971016,0.34075723830734966,17,36,2.1176470588235294,0.0556792873051225,0.0,0.0,0.0,0.5385021097046413,0.29165552660301297,0.0,1.0,0.5031645569620253,0.3008260538802418,0.0,1.0,0.5108649789029536,0.3129300260099469,0.0,1.0,0.38554852320675104,0.28967283809624,0.0,1.0,0.4591772151898734,0.297218395295361,0.0,1.0,0.24963080168776372,0.14823547516593163,0.0,0.5,97,0.04430379746835443,1.3966244725738397,6
49,1,5,1,5,0.00905829,494,1873,90,133,14.600944669365713,18.908906882591094,23,3,2,90,0,0.13043478260869565,0.6666666666666666,0.08695652173913043,3,0,3,329,0.6940928270042194,145,149,0.3143459915611814,0.44072948328267475,145,4,0.44072948328267475,0.027586206896551724,0.3143459915611814,15,31,2.066666666666667,0.04852320675105485,0.006329113924050633,0.0,0.006329113924050633,0.5389676113360324,0.29231857407380957,0.0,1.0,0.49939271255060724,0.29908706507888366,0.0,1.0,0.5144736842105263,0.3114840185978924,0.0,1.0,0.3875506072874494,0.289530319903384,0.0,1.0,0.4597165991902834,0.2979462778107976,0.0,1.0,0.25232793522267205,0.1483449372028328,0.0,0.5,97,0.04251012145748988,1.4210526315789473,6
50,1,6,1,6,0.00942996,520,1817,94,150,14.444551282051274,18.91346153846154,26,6,3,81,0,0.23076923076923078,0.5,0.11538461538461539,0,0,0,347,0.7024291497975709,147,166,0.3360323886639676,0.45821325648414984,159,7,0.45821325648414984,0.047619047619047616,0.3360323886639676,15,31,2.066666666666667,0.05263157894736842,0.0,0.0,0.0,0.5406730769230769,0.2913241137893462,0.0,1.0,0.5004807692307692,0.2999755753124305,0.0,1.0,0.513173076923077,0.3130411143526485,0.0,1.0,0.38317307692307695,0.2920262910420281,0.0,1.0,0.4589423076923077,0.3000029431561745,0.0,1.0,0.25216346153846153,0.14849851790097765,0.0,0.5,97,0.046153846153846156,1.475,6
51,1,6,1,6,0.00942996,541,1761,94,150,14.430807147258156,19.097966728280962,23,1,1,54,27,0.043478260869565216,1.0,0.043478260869565216,2,0,2,367,0.7057692307692308,153,162,0.31153846153846154,0.41689373297002724,153,9,0.41689373297002724,0.058823529411764705,0.31153846153846154,12,24,2.0,0.04423076923076923,0.0038461538461538464,0.0,0.0038461538461538464,0.5414048059149722,0.28846439103245286,0.0,1.0,0.5028650646950092,0.30051729630491386,0.0,1.0,0.5123844731977819,0.3118338342219663,0.0,1.0,0.383641404805915,0.29139769761399337,0.0,1.0,0.4624768946395564,0.3009789356523776,0.0,1.0,0.25365064695009243,0.14927994129475025,0.0,0.5,97,0.04805914972273567,1.5009242144177448,6
52,1,6,1,6,0.00942996,567,1706,94,149,14.251087595532033,19.146384479717813,27,7,3,51,5,0.25925925925925924,0.42857142857142855,0.1111111111111111,1,0,1,349,0.6451016635859519,192,168,0.31053604436229204,0.4699140401146132,164,4,0.4699140401146132,0.020833333333333332,0.31053604436229204,17,36,2.1176470588235294,0.04990757855822551,0.0018484288354898336,0.0,0.0018484288354898336,0.5439153439153439,0.28915283405156045,0.0,1.0,0.5,0.3017146765269234,0.0,1.0,0.5137566137566137,0.31368745724635416,0.0,1.0,0.3828042328042328,0.2926490372950207,0.0,1.0,0.4680776014109347,0.3023196755387911,0.0,1.0,0.2521604938271605,0.15021576718463095,0.0,0.5,97,0.04938271604938271,1.5467372134038802,7
53,1,6,1,6,0.00942996,584,1646,94,154,14.375171232876703,19.448630136986303,21,3,2,48,1,0.14285714285714285,0.6666666666666666,0.09523809523809523,4,0,4,362,0.6384479717813051,205,171,0.30158730158730157,0.44751381215469616,162,9,0.44751381215469616,0.04390243902439024,0.30158730158730157,17,34,2.0,0.037037037037037035,0.007054673721340388,0.0,0.007054673721340388,0.5454623287671233,0.2885381054677278,0.0,1.0,0.5023116438356164,0.3024850819394701,0.0,1.0,0.5095890410958904,0.31503778140965705,0.0,1.0,0.38039383561643836,0.29201123963229464,0.0,1.0,0.4672945205479452,0.30366010802022103,0.0,1.0,0.2505565068493151,0.15052245847582385,0.0,0.5,97,0.05136986301369863,1.5873287671232876,7
54,1,6,1,6,0.00942996,602,1593,94,147,14.388870431893679,19.789036544850497,20,7,3,117,29,0.35,0.42857142857142855,0.15,2,0,2,387,0.6626712328767124,197,170,0.2910958904109589,0.4108527131782946,159,11,0.4108527131782946,0.05583756345177665,0.2910958904109589,20,43,2.15,0.03424657534246575,0.003424657534246575,0.0,0.003424657534246575,0.546345514950166,0.2881864479675904,0.0,1.0,0.5009966777408639,0.30126919230948557,0.0,1.0,0.5100498338870432,0.3159826168128231,0.0,1.0,0.37948504983388703,0.2915309012571192,0.0,1.0,0.4664451827242525,0.3036931938077736,0.0,1.0,0.25083056478405313,0.15068825885964965,0.0,0.5,97,0.05149501661129568,1.6245847176079735,7
55,1,6,1,6,0.00942996,624,1529,94,158,14.346153846153838,20.016025641025642,24,5,3,63,7,0.20833333333333334,0.6,0.125,2,0,2,400,0.6644518272425249,202,184,0.30564784053156147,0.4425,177,7,0.4425,0.034653465346534656,0.30564784053156147,25,51,2.04,0.03986710963455149,0.0033222591362126247,0.0,0.0033222591362126247,0.5472756410256411,0.2887177903828641,0.0,1.0,0.5006410256410256,0.29868768417173003,0.0,1.0,0.5125801282051282,0.31491692533352666,0.0,1.0,0.37884615384615383,0.29019989030211735,0.0,1.0,0.4761217948717949,0.30571274104591073,0.0,1.0,0.2512820512820513,0.15103926492683417,0.0,0.5,97,0.04807692307692308,1.6522435897435896,7
56,1,6,1,6,0.00942996,645,1476,94,147,14.218191214470275,20.204651162790697,25,9,6,180,30,0.36,0.6666666666666666,0.24,4,0,4,412,0.6602564102564102,212,177,0.28365384615384615,0.4077669902912621,168,9,0.4077669902912621,0.04245283018867924,0.28365384615384615,28,58,2.0714285714285716,0.04006410256410257,0.00641025641025641,0.0,0.00641025641025641,0.5491472868217054,0.2889355793326024,0.0,1.0,0.49782945736434114,0.29821682253151116,0.0,1.0,0.5143410852713178,0.3148762398967813,0.0,1.0,0.3796124031007752,0.292263030891709,0.0,1.0,0.4806201550387597,0.3067528155149233,0.0,1.0,0.2510077519379845,0.15124468066110472,0.0,0.5,97,0.04806201550387597,1.697674418604651,7
57,1,6,1,6,0.00942996,672,1403,94,167,14.055555555555548,20.267857142857142,30,11,6,180,40,0.36666666666666664,0.5454545454545454,0.2,3,0,3,436,0.6759689922480621,209,200,0.31007751937984496,0.44954128440366975,196,4,0.44954128440366975,0.019138755980861243,0.31007751937984496,27,60,2.2222222222222223,0.046511627906976744,0.004651162790697674,0.0,0.004651162790697674,0.5473214285714286,0.2865542897417307,0.0,1.0,0.5013392857142857,0.2977439841932987,0.0,1.0,0.5112351190476191,0.31559815385872186,0.0,1.0,0.3769345238095238,0.2926746657956284,0.0,1.0,0.478125,0.30770956249552994,0.0,1.0,0.25145089285714284,0.15116344620787425,0.0,0.5,97,0.050595238095238096,1.7291666666666667,7
58,1,6,1,6,0.00942996,695,1340,94,157,13.914484412470015,20.5136690647482,26,8,3,63,7,0.3076923076923077,0.375,0.11538461538461539,3,0,3,458,0.6815476190476191,214,191,0.28422619047619047,0.4017467248908297,184,7,0.4017467248908297,0.03271028037383177,0.28422619047619047,26,60,2.3076923076923075,0.03869047619047619,0.004464285714285714,0.0,0.004464285714285714,0.5444604316546763,0.2869491536486382,0.0,1.0,0.4979856115107914,0.29673809360419007,0.0,1.0,0.5084892086330935,0.3168525828142551,0.0,1.0,0.37834532374100716,0.29422889617004305,0.0,1.0,0.48172661870503597,0.3079706798563084,0.0,1.0,0.25305755395683455,0.15125554962333979,0.0,0.5,97,0.050359712230215826,1.7553956834532374,7
59,1,6,1,6,0.00942996,717,1270,94,164,13.82840539284053,20.716875871687588,26,8,5,138,4,0.3076923076923077,0.625,0.19230769230769232,4,0,4,476,0.6848920863309352,219,187,0.26906474820143883,0.38235294117647056,182,5,0.38235294117647056,0.0228310502283105,0.26906474820143883,17,40,2.3529411764705883,0.03741007194244604,0.0057553956834532375,0.0,0.0057553956834532375,0.5418410041841004,0.28585863676903145,0.0,1.0,0.5000697350069735,0.2961927086544187,0.0,1.0,0.507252440725244,0.31601221510435096,0.0,1.0,0.37531380753138077,0.29210450355112155,0.0,1.0,0.48158995815899586,0.30832699103364075,0.0,1.0,0.2525801952580195,0.1509568580651225,0.0,0.5,96,0.0502092050209205,1.799163179916318,7
60,1,7,1,7,0.00986228,739,1215,98,153,13.678709968425792,21.017591339648174,24,5,3,111,9,0.20833333333333334,0.6,0.125,2,0,2,474,0.6610878661087866,243,167,0.23291492329149233,0.339662447257384,161,6,0.339662447257384,0.024691358024691357,0.23291492329149233,13,27,2.076923076923077,0.03347280334728033,0.002789400278940028,0.0,0.002789400278940028,0.5422192151556157,0.2862613293776923,0.0,1.0,0.49688768606224626,0.2967638757335252,0.0,1.0,0.5090663058186738,0.31663243215444054,0.0,1.0,0.3776725304465494,0.29240868195611547,0.0,1.0,0.48626522327469557,0.3070839143760587,0.0,1.0,0.25358592692828147,0.15049196407068127,0.0,0.5,96,0.04871447902571042,1.8119079837618404,7
61,1,7,1,7,0.00986228,760,1148,98,165,13.620482456140342,21.33815789473684,25,7,4,117,20,0.28,0.5714285714285714,0.16,4,0,4,474,0.6414073071718539,265,203,0.2746955345060893,0.41139240506329117,195,8,0.41139240506329117,0.03018867924528302,0.2746955345060893,33,71,2.1515151515151514,0.03382949932341001,0.005412719891745603,0.0,0.005412719891745603,0.54125,0.2859409961678697,0.0,1.0,0.4969736842105263,0.2952876373659477,0.0,1.0,0.5071710526315789,0.3165883467016956,0.0,1.0,0.3724342105263158,0.2917393318992287,0.0,1.0,0.48782894736842103,0.30787881622131674,0.0,1.0,0.2525657894736842,0.1499945030156207,0.0,0.5,96,0.04868421052631579,1.8526315789473684,7
62,1,7,1,7,0.00986228,782,1085,98,161,13.49215686274509,21.63171355498721,27,7,5,117,66,0.25925925925925924,0.7142857142857143,0.18518518518518517,5,0,5,490,0.6447368421052632,270,184,0.24210526315789474,0.35714285714285715,175,9,0.35714285714285715,0.03333333333333333,0.24210526315789474,23,46,2.0,0.035526315789473684,0.006578947368421052,0.0,0.006578947368421052,0.5429667519181586,0.28440119067566577,0.0,1.0,0.4946291560102302,0.2942054244642647,0.0,1.0,0.5091432225063939,0.3174831609588589,0.0,1.0,0.3730179028132992,0.290274316307217,0.0,1.0,0.4904092071611253,0.3072817651421664,0.0,1.0,0.2515664961636829,0.14909662344606348,0.0,0.5,96,0.04859335038363171,1.8887468030690537,7
63,1,7,1,7,0.00986228,794,1035,98,148,13.492191435768252,22.133501259445843,19,7,1,48,31,0.3684210526315789,0.14285714285714285,0.05263157894736842,7,0,7,502,0.6419437340153452,280,173,0.22122762148337596,0.3346613545816733,168,5,0.3346613545816733,0.017857142857142856,0.22122762148337596,23,48,2.0869565217391304,0.024296675191815855,0.008951406649616368,0.0,0.008951406649616368,0.5400503778337532,0.2845660401650599,0.0,1.0,0.4942065491183879,0.2920080528502617,0.0,1.0,0.5103904282115869,0.3178897258366678,0.0,1.0,0.3710957178841309,0.2894212646298655,0.0,1.0,0.4928841309823678,0.30745828768314387,0.0,1.0,0.2512909319899244,0.1490758762171541,0.0,0.5,96,0.04785894206549118,1.9017632241813602,7
64,1,7,1,7,0.00986228,806,982,98,151,13.511290322580637,22.646401985111662,18,5,2,45,14,0.2777777777777778,0.4,0.1111111111111111,6,0,6,504,0.6347607052896725,290,171,0.21536523929471033,0.3253968253968254,164,7,0.3253968253968254,0.02413793103448276,0.21536523929471033,16,36,2.25,0.022670025188916875,0.007556675062972292,0.0,0.007556675062972292,0.5397022332506204,0.2837176289423695,0.0,1.0,0.493424317617866,0.29235534669076646,0.0,1.0,0.5093052109181141,0.31706080957817057,0.0,1.0,0.369727047146402,0.2888999843042275,0.0,1.0,0.49299007444168735,0.3066627659346084,0.0,1.0,0.2498759305210918,0.1487332266041937,0.0,0.5,96,0.04838709677419355,1.9267990074441688,7
65,1,7,1,7,0.00986228,817,948,98,132,13.440330477356172,23.20685434516524,16,5,3,93,19,0.3125,0.6,0.1875,5,0,5,499,0.6191066997518611,307,156,0.1935483870967742,0.29458917835671344,147,9,0.29458917835671344,0.029315960912052116,0.1935483870967742,22,46,2.090909090909091,0.019851116625310174,0.00620347394540943,0.0,0.00620347394540943,0.5384332925336597,0.2826006923255283,0.0,1.0,0.49192166462668296,0.29158261232824173,0.0,1.0,0.5083231334149327,0.3162149980006659,0.0,1.0,0.37099143206854346,0.28789851192766625,0.0,1.0,0.4952876376988984,0.307195147281047,0.0,1.0,0.2511627906976744,0.14796723540214815,0.0,0.5,96,0.046511627906976744,1.930232558139535,7
66,1,7,1,7,0.00986228,830,917,98,129,13.281244979919668,23.648192771084336,20,3,3,87,37,0.15,1.0,0.15,7,0,7,517,0.6328029375764994,300,153,0.18727050183598531,0.2804642166344294,145,8,0.2804642166344294,0.02666666666666667,0.18727050183598531,20,44,2.2,0.02447980416156671,0.008567931456548347,0.0,0.008567931456548347,0.5366867469879518,0.28083436046383065,0.0,1.0,0.49295180722891563,0.29132284098137035,0.0,1.0,0.5064457831325302,0.3162144595206375,0.0,1.0,0.3729518072289157,0.2884738990767469,0.0,1.0,0.49746987951807226,0.3063872003896965,0.0,1.0,0.2516867469879518,0.14747937799160737,0.0,0.5,96,0.04578313253012048,1.9481927710843374,7
67,1,7,1,7,0.00986228,842,876,98,139,13.207521773555017,24.159144893111637,18,6,5,132,49,0.3333333333333333,0.8333333333333334,0.2777777777777778,6,0,6,521,0.6277108433734939,309,165,0.19879518072289157,0.29174664107485604,152,13,0.29174664107485604,0.042071197411003236,0.19879518072289157,22,48,2.1818181818181817,0.021686746987951807,0.007228915662650603,0.0,0.007228915662650603,0.53646080760095,0.2797408310373488,0.0,1.0,0.49465558194774345,0.2904066894403299,0.0,1.0,0.5031472684085511,0.31710754774891714,0.0,1.0,0.3741686460807601,0.28780780909997383,0.0,1.0,0.4963776722090261,0.30593195473282603,0.0,1.0,0.25086104513064134,0.14759050825247408,0.0,0.5,96,0.047505938242280284,1.9667458432304037,7
68,1,7,1,7,0.00986228,848,848,98,126,13.1755896226415,24.784198113207548,15,3,1,45,19,0.2,0.3333333333333333,0.06666666666666667,9,0,9,507,0.6021377672209026,335,150,0.17814726840855108,0.2781065088757396,141,9,0.2781065088757396,0.026865671641791045,0.17814726840855108,18,42,2.3333333333333335,0.017814726840855107,0.010688836104513063,0.0,0.010688836104513063,0.5359080188679245,0.27894701943680794,0.0,1.0,0.4941627358490566,0.2906738380398501,0.0,1.0,0.5030660377358491,0.31652973179579125,0.0,1.0,0.37429245283018864,0.2886708632708379,0.0,1.0,0.4994693396226415,0.3056991314439765,0.0,1.0,0.2507075471698113,0.14676473870772191,0.0,0.5,96,0.04834905660377359,1.9929245283018868,7
69,1,7,1,7,0.00986228,856,821,98,125,13.09727414330217,25.40070093457944,15,3,0,0,0,0.2,0.0,0.0,7,0,7,517,0.6096698113207547,331,153,0.1804245283018868,0.29206963249516443,151,2,0.29206963249516443,0.006042296072507553,0.1804245283018868,23,51,2.217391304347826,0.01768867924528302,0.008254716981132075,0.0,0.008254716981132075,0.5387266355140188,0.2793908427791919,0.0,1.0,0.49322429906542054,0.29038465654257595,0.0,1.0,0.5040887850467289,0.3172341208702467,0.0,1.0,0.37751168224299064,0.2881511315783444,0.0,1.0,0.502161214953271,0.3056869499879189,0.0,1.0,0.2506717289719626,0.14684767346045688,0.0,0.5,96,0.04672897196261682,1.9988317757009346,7
70,1,8,1,8,0.01030444,861,782,103,142,13.169976771196273,26.048780487804876,14,6,3,81,0,0.42857142857142855,0.5,0.21428571428571427,9,0,9,516,0.602803738317757,340,167,0.19509345794392524,0.30426356589147285,157,10,0.30426356589147285,0.029411764705882353,0.19509345794392524,21,46,2.1904761904761907,0.016355140186915886,0.010514018691588784,0.0,0.010514018691588784,0.5379210220673636,0.2789651913176618,0.0,1.0,0.49024390243902444,0.29105528844142087,0.0,1.0,0.5015098722415796,0.31598533678266805,0.0,1.0,0.3799070847851336,0.2891020833469842,0.0,1.0,0.5035423925667828,0.30496605112306735,0.0,1.0,0.251945412311266,0.14632992345223228,0.0,0.5,96,0.04645760743321719,1.9895470383275262,7
71,1,8,1,8,0.01030444,870,753,103,132,13.058256704980831,26.51494252873563,21,6,2,51,10,0.2857142857142857,0.3333333333333333,0.09523809523809523,12,0,12,560,0.6504065040650406,301,160,0.18583042973286876,0.26785714285714285,150,10,0.26785714285714285,0.03322259136212625,0.18583042973286876,21,49,2.3333333333333335,0.024390243902439025,0.013937282229965157,0.0,0.013937282229965157,0.5345977011494253,0.27894219150499955,0.0,1.0,0.4893103448275862,0.28979895172639974,0.0,1.0,0.5029310344827587,0.3176150816182123,0.0,1.0,0.38091954022988506,0.28919878294170087,0.0,1.0,0.505632183908046,0.30518960057238087,0.0,1.0,0.25241379310344825,0.14557626683262184,0.0,0.5,96,0.047126436781609195,2.010344827586207,7
72,1,8,1,8,0.01030444,868,726,103,130,13.188402457757286,27.38594470046083,8,3,0,0,0,0.375,0.0,0.0,10,0,10,529,0.6080459770114942,341,168,0.19310344827586207,0.30434782608695654,161,7,0.30434782608695654,0.020527859237536656,0.19310344827586207,29,67,2.310344827586207,0.009195402298850575,0.011494252873563218,0.0,0.011494252873563218,0.5356566820276497,0.2787685347338445,0.0,1.0,0.4875576036866359,0.29051960069311056,0.0,1.0,0.5013248847926267,0.31895020843965033,0.0,1.0,0.3813940092165899,0.28881214943274647,0.0,1.0,0.5014976958525346,0.3058719744292286,0.0,1.0,0.2516129032258065,0.14567593103940682,0.0,0.5,96,0.04953917050691244,2.0184331797235022,7
73,1,8,1,8,0.01030444,875,714,103,115,13.068704761904751,28.024,15,1,1,42,3,0.06666666666666667,1.0,0.06666666666666667,8,0,8,512,0.5898617511520737,356,131,0.15092165898617513,0.244140625,125,6,0.244140625,0.016853932584269662,0.15092165898617513,13,29,2.230769230769231,0.01728110599078341,0.009216589861751152,0.0,0.009216589861751152,0.5343428571428571,0.2798070705587939,0.0,1.0,0.48542857142857143,0.29068729253411874,0.0,1.0,0.5025142857142857,0.31910494211408363,0.0,1.0,0.3809142857142857,0.28950453945896415,0.0,1.0,0.5032571428571428,0.3049837787590062,0.0,1.0,0.25205714285714287,0.14503712684435424,0.0,0.5,96,0.04914285714285714,2.0262857142857142,7
74,1,8,1,8,0.01030444,877,706,103,111,12.997605473204095,28.713797035347778,12,2,1,3,2,0.16666666666666666,0.5,0.08333333333333333,10,0,10,546,0.624,329,141,0.16114285714285714,0.23809523809523808,130,11,0.23809523809523808,0.03343465045592705,0.16114285714285714,25,55,2.2,0.013714285714285714,0.011428571428571429,0.0,0.011428571428571429,0.5324401368301026,0.28007691179214234,0.0,1.0,0.48375142531356896,0.2915592450922568,0.0,1.0,0.500570125427594,0.3185802937679813,0.0,1.0,0.3828392246294185,0.29087065138795193,0.0,1.0,0.5043329532497149,0.30454282759567175,0.0,1.0,0.2523375142531357,0.14476402414336714,0.0,0.5,96,0.04903078677309008,2.03078677309008,7
