step,population_size,food_count,average_energy,average_age,birth_count,death_count,move_count,move_rate,non_move_count,eat_count,eat_rate,eat_per_move,eat_after_move_count,eat_without_move_count,eat_after_move_rate,eat_without_move_rate,total_eat_rate,birth_rate,death_rate,average_exploration_tendency,std_exploration_tendency,min_exploration_tendency,max_exploration_tendency,average_site_fidelity,std_site_fidelity,min_site_fidelity,max_site_fidelity,average_risk_tolerance,std_risk_tolerance,min_risk_tolerance,max_risk_tolerance,average_reproduction_timing,std_reproduction_timing,min_reproduction_timing,max_reproduction_timing
10,122,2322,15.877868852459013,9.5,2,0,81,0.675,39,51,0.425,0.5802469135802469,47,4,0.5802469135802469,0.10256410256410256,0.425,0.016666666666666666,0.0,0.5132205182443151,0.2926927196498119,0.0,1.0,0.4947117927022739,0.2855417711375898,0.0,1.0,0.505288207297726,0.3019757375453306,0.0,1.0,0.4328397673188789,0.31105370631832585,0.0,1.0
11,130,2472,15.776153846153843,9.853846153846154,8,0,84,0.6885245901639344,38,50,0.4098360655737705,0.5476190476190477,46,4,0.5476190476190477,0.10526315789473684,0.4098360655737705,0.06557377049180328,0.0,0.5124069478908189,0.2897329169036733,0.0,1.0,0.49801488833746893,0.2832896101523402,0.0,1.0,0.5163771712158809,0.3059613723722546,0.0,1.0,0.43622828784119105,0.3116309193558774,0.0,1.0
12,137,2608,16.283941605839413,10.299270072992702,7,0,92,0.7076923076923077,38,64,0.49230769230769234,0.6630434782608695,61,3,0.6630434782608695,0.07894736842105263,0.49230769230769234,0.05384615384615385,0.0,0.5130680480339064,0.2857974320028176,0.0,1.0,0.5001177301624676,0.28213944394574914,0.0,1.0,0.5116552860842948,0.30488757266767175,0.0,1.0,0.4365434424299505,0.3082784480360442,0.0,1.0
13,146,2743,16.373972602739723,10.506849315068493,10,1,102,0.7445255474452555,35,65,0.4744525547445255,0.6078431372549019,62,3,0.6078431372549019,0.08571428571428572,0.4744525547445255,0.072992700729927,0.0072992700729927005,0.5050817498895271,0.29104438078193795,0.0,1.0,0.5019885108263368,0.2811425492367085,0.0,1.0,0.5097216084843129,0.30257496042167675,0.0,1.0,0.4281926646045073,0.30498919725944224,0.0,1.0
14,160,2864,16.218749999999996,10.5,14,0,106,0.726027397260274,40,79,0.541095890410959,0.7169811320754716,76,3,0.7169811320754716,0.075,0.541095890410959,0.0958904109589041,0.0,0.51875,0.28847918071867257,0.0,1.0,0.5034274193548387,0.2805732405759025,0.0,1.0,0.5090725806451613,0.3013296901086897,0.0,1.0,0.4298387096774194,0.3082407450676745,0.0,1.0
15,172,2986,16.249999999999996,10.69767441860465,12,0,114,0.7125,46,78,0.4875,0.6578947368421053,75,3,0.6578947368421053,0.06521739130434782,0.4875,0.075,0.0,0.5211927981995499,0.28767192096833316,0.0,1.0,0.49606151537884474,0.2787607363602275,0.0,1.0,0.5140660165041261,0.29860544829724817,0.0,1.0,0.4330457614403601,0.30432214537326113,0.0,1.0
16,189,3095,15.930158730158727,10.645502645502646,17,0,137,0.7965116279069767,35,91,0.5290697674418605,0.6423357664233577,88,3,0.6423357664233577,0.08571428571428572,0.5290697674418605,0.09883720930232558,0.0,0.5205666495989076,0.2859027437898775,0.0,1.0,0.49871991807475674,0.2742708682982165,0.0,1.0,0.5159583546680321,0.3001869961833322,0.0,1.0,0.42993684929168796,0.3042917696606411,0.0,1.0
17,203,3195,16.132512315270933,10.842364532019705,14,0,147,0.7777777777777778,42,100,0.5291005291005291,0.6666666666666666,98,2,0.6666666666666666,0.047619047619047616,0.5291005291005291,0.07407407407407407,0.0,0.5232798347370093,0.285533757309477,0.0,1.0,0.4934053710471953,0.2740394217258218,0.0,1.0,0.506276815509296,0.30112215811832016,0.0,1.0,0.4352455108851105,0.30291847823606355,0.0,1.0
18,222,3276,16.23693693693693,10.82882882882883,19,0,150,0.7389162561576355,53,119,0.5862068965517241,0.7333333333333333,110,9,0.7333333333333333,0.16981132075471697,0.5862068965517241,0.09359605911330049,0.0,0.524702121476315,0.2855308645059241,0.0,1.0,0.495931415286254,0.2735643195394291,0.0,1.0,0.505521650682941,0.29981413352980363,0.0,1.0,0.4335948852077884,0.3016513156381738,0.0,1.0
19,240,3352,16.414166666666663,10.941666666666666,18,0,173,0.7792792792792793,49,124,0.5585585585585585,0.6936416184971098,120,4,0.6936416184971098,0.08163265306122448,0.5585585585585585,0.08108108108108109,0.0,0.5272849462365591,0.2835859382309956,0.0,1.0,0.4931451612903226,0.2678840996131143,0.0,1.0,0.5016129032258064,0.2983318751575136,0.0,1.0,0.42983870967741933,0.3016506359009344,0.0,1.0
20,267,3400,16.282397003745313,10.734082397003744,27,0,193,0.8041666666666667,47,152,0.6333333333333333,0.772020725388601,149,3,0.772020725388601,0.06382978723404255,0.6333333333333333,0.1125,0.0,0.5272441705932102,0.2847470447416338,0.0,1.0,0.48870363658330307,0.2712731174368883,0.0,1.0,0.5123837139060046,0.2986887460962741,0.0,1.0,0.4276911924610366,0.30081951549926544,0.0,1.0
21,297,3444,15.982154882154875,10.548821548821548,30,0,204,0.7640449438202247,63,156,0.5842696629213483,0.7205882352941176,147,9,0.7205882352941176,0.14285714285714285,0.5842696629213483,0.11235955056179775,0.0,0.5320951449983709,0.2837880297410881,0.0,1.0,0.4886499402628435,0.27311315770092326,0.0,1.0,0.5116758987726729,0.302545750740609,0.0,1.0,0.42435103725426304,0.29821569097154904,0.0,1.0
22,322,3452,16.50931677018633,10.652173913043478,25,0,236,0.7946127946127947,61,192,0.6464646464646465,0.7669491525423728,181,11,0.7669491525423728,0.18032786885245902,0.6464646464646465,0.08417508417508418,0.0,0.5308555399719496,0.2889160439970187,0.0,1.0,0.4914846724103386,0.27347107495268924,0.0,1.0,0.5128230815467842,0.3015034511606622,0.0,1.0,0.4201562813063514,0.29742531150026913,0.0,1.0
23,357,3472,16.142296918767503,10.509803921568627,35,0,246,0.7639751552795031,76,180,0.5590062111801242,0.7195121951219512,177,3,0.7195121951219512,0.039473684210526314,0.5590062111801242,0.10869565217391304,0.0,0.5404355290503298,0.28598971563093745,0.0,1.0,0.4872142405349236,0.2724013271209271,0.0,1.0,0.5141411403270986,0.2984985920784377,0.0,1.0,0.4198969910544863,0.30040279343498255,0.0,1.0
24,395,3464,15.961012658227842,10.38987341772152,39,1,268,0.7507002801120448,89,208,0.5826330532212886,0.7350746268656716,197,11,0.7350746268656716,0.12359550561797752,0.5826330532212886,0.1092436974789916,0.0028011204481792717,0.5382605144957125,0.2862196971425862,0.0,1.0,0.4944875459371172,0.2703351381549465,0.0,1.0,0.5083707635769702,0.2996423967478187,0.0,1.0,0.4179665169456921,0.30119502916188556,0.0,1.0
25,435,3442,15.78643678160919,10.319540229885057,42,2,299,0.7569620253164557,96,222,0.5620253164556962,0.7157190635451505,214,8,0.7157190635451505,0.08333333333333333,0.5620253164556962,0.10632911392405063,0.005063291139240506,0.5417871709306638,0.2888347771572104,0.0,1.0,0.4918057100482017,0.27287269573725603,0.0,1.0,0.5135335558027437,0.3021256001385971,0.0,1.0,0.4094920281794586,0.2991263353158507,0.0,1.0
26,478,3391,15.760669456066939,10.301255230125523,43,0,330,0.7586206896551724,105,251,0.5770114942528736,0.7272727272727273,240,11,0.7272727272727273,0.10476190476190476,0.5770114942528736,0.09885057471264368,0.0,0.5408287218248077,0.28694271930234366,0.0,1.0,0.4908219732757457,0.2711409212038514,0.0,1.0,0.5117424753677959,0.3006231983339372,0.0,1.0,0.407544877851262,0.2985550554067075,0.0,1.0
27,522,3330,15.698850574712639,10.329501915708812,46,2,367,0.7677824267782427,111,261,0.5460251046025104,0.6784741144414169,249,12,0.6784741144414169,0.10810810810810811,0.5460251046025104,0.09623430962343096,0.0041841004184100415,0.5381287850698306,0.2909097823332062,0.0,1.0,0.4860956618464961,0.26940801682796717,0.0,1.0,0.5085279940674824,0.3036597098830014,0.0,1.0,0.40477073291311333,0.29616642412539895,0.0,1.0
28,579,3243,15.367184801381686,10.214162348877375,57,0,395,0.7567049808429118,127,287,0.5498084291187739,0.6936708860759494,274,13,0.6936708860759494,0.10236220472440945,0.5498084291187739,0.10919540229885058,0.0,0.5432614630341523,0.29177486869180685,0.0,1.0,0.48465095548498527,0.2718663600072657,0.0,1.0,0.5100005571341022,0.30282446920095984,0.0,1.0,0.4059836202573959,0.29731254518230266,0.0,1.0
29,628,3126,15.507643312101903,10.321656050955413,50,1,437,0.7547495682210709,142,317,0.5474956822107081,0.6887871853546911,301,16,0.6887871853546911,0.11267605633802817,0.5474956822107081,0.08635578583765112,0.0017271157167530224,0.5415040065748922,0.2914828754597674,0.0,1.0,0.487415245531128,0.2702689274943639,0.0,1.0,0.5128415861927266,0.30166824114738827,0.0,1.0,0.4022498459009657,0.2961328314386112,0.0,1.0
30,691,2985,15.327785817655567,10.267727930535456,65,2,465,0.7404458598726115,163,341,0.5429936305732485,0.6989247311827957,325,16,0.6989247311827957,0.09815950920245399,0.5429936305732485,0.1035031847133758,0.0031847133757961785,0.5503477895523086,0.29166407870910044,0.0,1.0,0.48368423509640074,0.2705256052506416,0.0,1.0,0.5086597264366743,0.3032610458282097,0.0,1.0,0.398860930862238,0.2964031816644904,0.0,1.0
31,756,2825,15.19841269841269,10.291005291005291,66,1,503,0.7279305354558611,188,360,0.5209840810419681,0.679920477137177,342,18,0.679920477137177,0.09574468085106383,0.5209840810419681,0.0955137481910275,0.001447178002894356,0.5452722307561018,0.2930452801197163,0.0,1.0,0.4849377026796382,0.26911957720307667,0.0,1.0,0.509941969619389,0.30057926087419146,0.0,1.0,0.4005376344086022,0.2968667299724015,0.0,1.0
32,816,2646,15.222549019607836,10.42156862745098,64,4,570,0.753968253968254,186,379,0.5013227513227513,0.643859649122807,367,12,0.643859649122807,0.06451612903225806,0.5013227513227513,0.08465608465608465,0.005291005291005291,0.5500079063883618,0.2939433971962368,0.0,1.0,0.4830407969639469,0.27043424041164754,0.0,1.0,0.5056530676786843,0.30172319187364555,0.0,1.0,0.3961100569259962,0.2947175382291337,0.0,1.0
33,896,2444,14.915290178571423,10.389508928571429,82,2,577,0.7071078431372549,239,402,0.49264705882352944,0.6533795493934142,377,25,0.6533795493934142,0.10460251046025104,0.49264705882352944,0.10049019607843138,0.0024509803921568627,0.555227534562212,0.29179038402879387,0.0,1.0,0.484915034562212,0.26885573659499246,0.0,1.0,0.5045002880184332,0.30338662781353737,0.0,1.0,0.3977174539170507,0.2967124233748141,0.0,1.0
34,946,2229,15.28699788583509,10.776955602536997,51,1,633,0.7064732142857143,263,415,0.46316964285714285,0.6240126382306477,395,20,0.6240126382306477,0.07604562737642585,0.46316964285714285,0.056919642857142856,0.0011160714285714285,0.5563322648844029,0.29246222557600104,0.0,1.0,0.4868035190615836,0.2678369077858534,0.0,1.0,0.5045352247152698,0.3023379963189644,0.0,1.0,0.3947009479642638,0.29656098131361747,0.0,1.0
35,1021,2027,15.009794319294802,10.861900097943193,79,4,659,0.6966173361522199,287,402,0.4249471458773784,0.582701062215478,384,18,0.582701062215478,0.0627177700348432,0.4249471458773784,0.08350951374207188,0.004228329809725159,0.5585289564310765,0.29275409475655995,0.0,1.0,0.48624056111971187,0.26774345943335687,0.0,1.0,0.49682474487377964,0.3052254644750947,0.0,1.0,0.38892925973902875,0.29637773476726875,0.0,1.0
36,1075,1825,15.098418604651155,11.248372093023256,56,2,723,0.7081292850146915,298,402,0.39373163565132224,0.5352697095435685,387,15,0.5352697095435685,0.050335570469798654,0.39373163565132224,0.05484818805093046,0.0019588638589618022,0.562820705176294,0.29109970254574513,0.0,1.0,0.48594148537134285,0.26795844636226784,0.0,1.0,0.5005851462865717,0.3047310586488338,0.0,1.0,0.3912378094523631,0.2962457944009534,0.0,1.0
37,1163,1631,14.530180567497842,11.284608770421324,92,4,736,0.6846511627906977,339,394,0.3665116279069767,0.5040760869565217,371,23,0.5040760869565217,0.06784660766961652,0.3665116279069767,0.08558139534883721,0.0037209302325581397,0.5622278312484398,0.2904764763115714,0.0,1.0,0.4834271766565889,0.26813382545997483,0.0,1.0,0.5013175047846226,0.30298984731626705,0.0,1.0,0.39139600033284333,0.29539018249130167,0.0,1.0
38,1223,1437,14.42060506950122,11.64840556009812,65,5,795,0.6835769561478934,368,394,0.33877901977644026,0.4716981132075472,375,19,0.4716981132075472,0.051630434782608696,0.33877901977644026,0.05588993981083405,0.004299226139294927,0.5598343576082082,0.2922227569573551,0.0,1.0,0.4868250995700683,0.2682836455338744,0.0,1.0,0.49980217867222326,0.3035615296415889,0.0,1.0,0.3906575580935299,0.29574226370048484,0.0,1.0
39,1277,1288,14.200469851213777,12.043852779953015,65,11,807,0.659852820932134,416,349,0.285363859362224,0.40396530359355637,326,23,0.40396530359355637,0.055288461538461536,0.285363859362224,0.053147996729354045,0.008994276369582993,0.5572789046909339,0.2922723052926785,0.0,1.0,0.4881147851567434,0.2681606457894437,0.0,1.0,0.49849698133225556,0.304176645379239,0.0,1.0,0.3923257635082224,0.2962275148770495,0.0,1.0
40,1333,1147,13.919654913728426,12.423855963990997,66,10,831,0.6507439310884886,446,341,0.26703210649960846,0.38868832731648617,323,18,0.38868832731648617,0.04035874439461883,0.26703210649960846,0.05168363351605325,0.007830853563038372,0.554703191927014,0.2919379759832526,0.0,1.0,0.48679911913462237,0.26733000165562815,0.0,1.0,0.49659995644072313,0.3050847147082778,0.0,1.0,0.39065411514168863,0.29634996229416727,0.0,1.0
41,1371,995,13.945733041575487,13.01531728665208,44,6,846,0.6346586646661665,487,352,0.26406601650412603,0.40425531914893614,342,10,0.40425531914893614,0.02053388090349076,0.26406601650412603,0.033008252063015754,0.00450112528132033,0.5542222535940331,0.29212626762801347,0.0,1.0,0.48587092068421917,0.2668297582929026,0.0,1.0,0.4983412155008118,0.3052858001415957,0.0,1.0,0.38808498623561793,0.2957946888075312,0.0,1.0
42,1415,882,13.720565371024726,13.536395759717314,50,6,886,0.6462436177972283,485,313,0.22830051057622175,0.33747178329571104,299,14,0.33747178329571104,0.0288659793814433,0.22830051057622175,0.03646973012399708,0.00437636761487965,0.5527185683346632,0.293142689068919,0.0,1.0,0.4880656559899692,0.26622246510811015,0.0,1.0,0.49565712983016075,0.3050498011725168,0.0,1.0,0.38757551578707394,0.29790828011090137,0.0,1.0
43,1448,816,13.484530386740323,14.153314917127071,43,10,868,0.6134275618374558,547,266,0.1879858657243816,0.2903225806451613,252,14,0.2903225806451613,0.025594149908592323,0.1879858657243816,0.0303886925795053,0.007067137809187279,0.5502806986276956,0.29264012216091984,0.0,1.0,0.48683389770094454,0.2657511018479579,0.0,1.0,0.49505435751203,0.30355112774477666,0.0,1.0,0.3886562110140795,0.2987651153086289,0.0,1.0
44,1473,749,13.32389680923285,14.812627291242363,39,14,902,0.6229281767955801,546,267,0.18439226519337015,0.28159645232815966,254,13,0.28159645232815966,0.023809523809523808,0.18439226519337015,0.026933701657458564,0.009668508287292817,0.5474673148938966,0.29249685553561694,0.0,1.0,0.4891706633379322,0.26558454197731063,0.0,1.0,0.4940980662680945,0.3021483230748598,0.0,1.0,0.3931629546897926,0.3004907373186716,0.0,1.0
45,1490,679,13.256040268456369,15.526845637583893,33,16,920,0.6245756958587916,553,270,0.18329938900203666,0.275,253,17,0.275,0.03074141048824593,0.18329938900203666,0.02240325865580448,0.010862186014935505,0.5452695388612254,0.2933594066594521,0.0,1.0,0.4911885689543191,0.2661607848095548,0.0,1.0,0.4938731327127084,0.30146841064301566,0.0,1.0,0.39560510933102405,0.3014250803639751,0.0,1.0
46,1505,615,13.192159468438529,16.224584717607975,35,20,903,0.6060402684563758,587,264,0.17718120805369128,0.26245847176079734,237,27,0.26245847176079734,0.04599659284497445,0.17718120805369128,0.02348993288590604,0.013422818791946308,0.5415068052727467,0.29295126198394794,0.0,1.0,0.49124423963133645,0.26565486664059773,0.0,1.0,0.49420212195906116,0.30165275325353835,0.0,1.0,0.3959918551066338,0.30145893195561757,0.0,1.0
47,1510,583,13.137218543046348,16.985430463576158,27,22,904,0.6006644518272425,601,232,0.15415282392026577,0.24557522123893805,222,10,0.24557522123893805,0.016638935108153077,0.15415282392026577,0.017940199335548173,0.014617940199335547,0.5384319589831232,0.29338059072397477,0.0,1.0,0.4905362102114933,0.2652096901221929,0.0,1.0,0.49433881649220257,0.30064375089348144,0.0,1.0,0.395043794061098,0.3023162381681014,0.0,1.0
48,1515,559,13.027722772277219,17.676567656765677,33,28,918,0.6079470198675496,592,224,0.14834437086092717,0.2222222222222222,204,20,0.2222222222222222,0.033783783783783786,0.14834437086092717,0.02185430463576159,0.018543046357615896,0.5337804748216757,0.2947675106504026,0.0,1.0,0.49253699563504744,0.2645668375027681,0.0,1.0,0.49455977855850103,0.30078120655499163,0.0,1.0,0.39529436814649205,0.3022817627633645,0.0,1.0
49,1538,517,12.81918075422626,18.27113133940182,37,14,902,0.5953795379537954,613,242,0.15973597359735975,0.2516629711751663,227,15,0.2516629711751663,0.024469820554649267,0.15973597359735975,0.02442244224422442,0.009240924092409241,0.5321322203112546,0.29566889720344613,0.0,1.0,0.4943370107806535,0.26499398311605,0.0,1.0,0.4923864256051009,0.3004115355023118,0.0,1.0,0.3970804144469147,0.30376418424834456,0.0,1.0
50,1530,510,12.821633986928093,19.14967320261438,16,24,912,0.5929778933680104,626,207,0.13459037711313393,0.20723684210526316,189,18,0.20723684210526316,0.02875399361022364,0.13459037711313393,0.010403120936280884,0.015604681404421327,0.5290322580645161,0.29589286952349025,0.0,1.0,0.4961627661817415,0.26534999967496314,0.0,1.0,0.4904279991566519,0.30032637462338235,0.0,1.0,0.3991144845034788,0.30435509882996514,0.0,1.0
51,1533,518,12.665818656229604,19.917155903457274,26,23,892,0.5830065359477125,638,192,0.12549019607843137,0.19170403587443946,171,21,0.19170403587443946,0.032915360501567396,0.12549019607843137,0.01699346405228758,0.015032679738562092,0.5256191738737033,0.29718469281175497,0.0,1.0,0.49542326873303455,0.2658796950008303,0.0,1.0,0.4895734696883614,0.30030521276086397,0.0,1.0,0.39953285777413045,0.30384444831857615,0.0,1.0
52,1523,506,12.702954694681539,20.777413000656598,22,32,885,0.5772994129158513,648,212,0.13829093281148075,0.2135593220338983,189,23,0.2135593220338983,0.035493827160493825,0.13829093281148075,0.014350945857795172,0.020874103065883887,0.5198356384893992,0.2974091301512738,0.0,1.0,0.4954779403977718,0.26504550290929246,0.0,1.0,0.4888695910024781,0.30041326109968935,0.0,1.0,0.40010166691377375,0.3023211094345865,0.0,1.0
53,1514,519,12.684147952443848,21.69220607661823,13,22,870,0.5712409717662508,653,187,0.12278397898883782,0.19655172413793104,171,16,0.19655172413793104,0.02450229709035222,0.12278397898883782,0.008535784635587657,0.014445173998686802,0.516768227724038,0.2976280576755918,0.0,1.0,0.4956321643158478,0.26530923447058785,0.0,1.0,0.4878126731154387,0.3007259879851079,0.0,1.0,0.3993693271402395,0.3024380529093689,0.0,1.0
54,1511,503,12.65929847782924,22.500330906684315,21,24,911,0.6017173051519155,603,216,0.142668428005284,0.22063666300768386,201,15,0.22063666300768386,0.024875621890547265,0.142668428005284,0.013870541611624834,0.015852047556142668,0.5122435473196558,0.29841610736250795,0.0,1.0,0.49407570290984393,0.2651391274455301,0.0,1.0,0.4873081274951432,0.30086356230566963,0.0,1.0,0.39915885655728955,0.30120201264866536,0.0,1.0
55,1525,478,12.512983606557365,23.145573770491804,31,17,872,0.5771012574454004,639,225,0.14890800794176043,0.231651376146789,202,23,0.231651376146789,0.03599374021909233,0.14890800794176043,0.020516214427531435,0.011250827266710787,0.5092966684294024,0.29794516136330346,0.0,1.0,0.49478582760444206,0.26415526054363264,0.0,1.0,0.4893072448439979,0.3008817089048506,0.0,1.0,0.39856160761501847,0.30179615929374365,0.0,1.0
56,1527,471,12.46882776686312,23.903732809430256,21,19,831,0.5449180327868852,694,207,0.13573770491803278,0.22743682310469315,189,18,0.22743682310469315,0.025936599423631124,0.13573770491803278,0.01377049180327869,0.012459016393442624,0.5078902338551239,0.29815915003826093,0.0,1.0,0.4937575258254642,0.2644196131649668,0.0,1.0,0.49031413059551726,0.3004696662484693,0.0,1.0,0.39753258550393983,0.30252434437919606,0.0,1.0
57,1515,474,12.508448844884477,24.842904290429043,14,26,868,0.5684348395546824,659,197,0.12901113294040603,0.20967741935483872,182,15,0.20967741935483872,0.02276176024279211,0.12901113294040603,0.0091683038637852,0.017026850032743943,0.5040562120728201,0.29843958500267603,0.0,1.0,0.49402746726285535,0.263118320042408,0.0,1.0,0.48836367507718514,0.30011132192789325,0.0,1.0,0.39735973597359736,0.30277612393356795,0.0,1.0
58,1506,465,12.573439575033188,25.713147410358566,17,26,839,0.5537953795379538,676,209,0.13795379537953795,0.22646007151370678,190,19,0.22646007151370678,0.028106508875739646,0.13795379537953795,0.011221122112211221,0.017161716171617162,0.500985306087478,0.29871107611946124,0.0,1.0,0.49350983164117723,0.2624550707723299,0.0,1.0,0.48871181938911024,0.2998803770736201,0.0,1.0,0.3970140941609904,0.3016957891665759,0.0,1.0
59,1496,473,12.584826203208543,26.551470588235293,15,25,856,0.5683930942895087,650,192,0.12749003984063745,0.2102803738317757,180,12,0.2102803738317757,0.018461538461538463,0.12749003984063745,0.0099601593625498,0.016600265604249667,0.49963343108504404,0.29937886410983866,0.0,1.0,0.49156891495601174,0.26288436993938086,0.0,1.0,0.4889166810419182,0.29997722873234073,0.0,1.0,0.39774883560462304,0.3015815539370058,0.0,1.0
60,1491,469,12.623742454728356,27.397719651240777,14,19,817,0.5461229946524064,679,204,0.13636363636363635,0.22399020807833536,183,21,0.22399020807833536,0.030927835051546393,0.13636363636363635,0.009358288770053475,0.01270053475935829,0.49605157828692586,0.299771722178601,0.0,1.0,0.4927197594167153,0.26169372933801566,0.0,1.0,0.4872676921745527,0.299191520465918,0.0,1.0,0.3993639254884144,0.30177764753448444,0.0,1.0
61,1482,474,12.649392712550593,28.222672064777328,17,26,829,0.5560026827632462,662,195,0.13078470824949698,0.21109770808202655,175,20,0.21109770808202655,0.030211480362537766,0.13078470824949698,0.011401743796109993,0.017437961099932932,0.49190283400809715,0.29969434394936567,0.0,1.0,0.49373122632884947,0.26128294923555717,0.0,1.0,0.4859170258151582,0.2989024757381302,0.0,1.0,0.40087501632493144,0.3008022421783241,0.0,1.0
62,1479,462,12.679986477349546,28.947261663286003,19,22,820,0.553306342780027,662,212,0.14304993252361672,0.23780487804878048,195,17,0.23780487804878048,0.0256797583081571,0.14304993252361672,0.01282051282051282,0.014844804318488529,0.4888001919343933,0.2997920879776342,0.0,1.0,0.4955615171541364,0.2617161730800812,0.0,1.0,0.48354380684420595,0.2988534940439132,0.0,1.0,0.4017317716853148,0.30007019350119346,0.0,1.0
63,1468,471,12.730790190735679,29.831062670299726,13,24,820,0.5544286680189318,659,191,0.12914131169709264,0.21707317073170732,178,13,0.21707317073170732,0.019726858877086494,0.12914131169709264,0.00878972278566599,0.016227180527383367,0.4837610969499868,0.29894155737230615,0.0,1.0,0.4970115144589962,0.26104730090441036,0.0,1.0,0.48334358794058185,0.29905609259261245,0.0,1.0,0.4022369693240749,0.29969776282294985,0.0,1.0
64,1469,485,12.6509189925119,30.46153846153846,23,22,784,0.5340599455040872,684,186,0.12670299727520437,0.22066326530612246,173,13,0.22066326530612246,0.019005847953216373,0.12670299727520437,0.015667574931880108,0.014986376021798364,0.4832121917477327,0.2988473802999296,0.0,1.0,0.496585344430049,0.26128991545788194,0.0,1.0,0.4816970069610663,0.2994144616000498,0.0,1.0,0.40345637804958384,0.2999756372253209,0.0,1.0
