organism_id,parent_id,founder_id,generation,birth_step,birth_x,birth_y,lifespan,birth_exploration_tendency,birth_site_fidelity,birth_risk_tolerance,birth_reproduction_timing,death_step,death_cause
0,,0,0,0,91,8,214,0.45161290322580644,0.8709677419354839,0.8387096774193549,0.967741935483871,213.0,age
1,,1,0,0,97,63,195,0.5806451612903226,0.8064516129032258,0.0,0.45161290322580644,150.0,energy
2,,2,0,0,36,29,244,0.2903225806451613,0.8387096774193549,0.22580645161290322,0.6774193548387096,106.0,energy
3,,3,0,0,32,76,193,0.12903225806451613,0.4838709677419355,0.06451612903225806,0.1935483870967742,139.0,energy
4,,4,0,0,52,31,158,0.7419354838709677,0.9354838709677419,0.6129032258064516,0.967741935483871,61.0,energy
5,,5,0,0,88,86,192,1.0,0.6129032258064516,0.6129032258064516,0.03225806451612903,78.0,energy
6,,6,0,0,88,0,162,0.3548387096774194,0.0,0.5806451612903226,0.16129032258064516,53.0,energy
7,,7,0,0,48,18,177,0.967741935483871,0.16129032258064516,0.41935483870967744,0.2903225806451613,73.0,energy
8,,8,0,0,61,50,231,0.2903225806451613,0.3225806451612903,1.0,0.8064516129032258,75.0,energy
9,,9,0,0,27,38,233,0.41935483870967744,0.7741935483870968,0.7419354838709677,0.25806451612903225,63.0,energy
10,,10,0,0,97,5,150,0.2903225806451613,0.06451612903225806,0.3548387096774194,0.6451612903225806,149.0,age
11,,11,0,0,62,32,155,0.8064516129032258,0.3870967741935484,0.6129032258064516,1.0,84.0,energy
12,,12,0,0,3,28,163,0.8709677419354839,0.5161290322580645,0.06451612903225806,0.6129032258064516,83.0,energy
13,,13,0,0,20,40,159,0.0,0.12903225806451613,0.41935483870967744,0.41935483870967744,128.0,energy
14,,14,0,0,43,33,182,0.967741935483871,0.6129032258064516,0.5806451612903226,0.0,58.0,energy
15,,15,0,0,16,30,238,0.5483870967741935,0.8387096774193549,0.8387096774193549,0.8064516129032258,89.0,energy
16,,16,0,0,32,97,192,0.8064516129032258,0.9032258064516129,0.25806451612903225,0.7096774193548387,131.0,energy
17,,17,0,0,99,25,216,0.8709677419354839,0.8387096774193549,0.06451612903225806,0.0,42.0,energy
18,,18,0,0,65,80,227,0.7096774193548387,0.3548387096774194,0.9032258064516129,0.0967741935483871,59.0,energy
19,,19,0,0,88,90,170,0.8709677419354839,0.5161290322580645,0.8387096774193549,0.3870967741935484,58.0,energy
20,,20,0,0,50,32,173,1.0,0.2903225806451613,0.7419354838709677,0.5483870967741935,101.0,energy
21,,21,0,0,9,4,202,1.0,0.967741935483871,0.3870967741935484,0.6129032258064516,16.0,energy
22,,22,0,0,27,56,154,0.1935483870967742,0.41935483870967744,0.3225806451612903,0.3870967741935484,89.0,energy
23,,23,0,0,21,51,249,0.8387096774193549,0.967741935483871,0.6129032258064516,0.6774193548387096,44.0,energy
24,,24,0,0,22,2,240,0.3548387096774194,0.3870967741935484,0.22580645161290322,0.9032258064516129,109.0,energy
25,,25,0,0,97,75,239,0.6129032258064516,0.4838709677419355,0.45161290322580644,0.25806451612903225,72.0,energy
26,,26,0,0,70,76,215,0.9354838709677419,0.7096774193548387,0.12903225806451613,0.45161290322580644,53.0,energy
27,,27,0,0,84,15,183,0.6774193548387096,0.4838709677419355,0.8064516129032258,0.8709677419354839,83.0,energy
28,,28,0,0,86,61,158,0.45161290322580644,0.41935483870967744,0.2903225806451613,0.2903225806451613,54.0,energy
29,,29,0,0,77,37,168,0.6129032258064516,0.6451612903225806,0.3548387096774194,0.9032258064516129,136.0,energy
30,,30,0,0,88,95,196,0.0,0.1935483870967742,0.41935483870967744,0.5806451612903226,108.0,energy
