step,population_size,food_count,average_energy,average_age,birth_count,death_count,age_death_count,energy_death_count,move_count,move_rate,non_move_count,eat_count,eat_rate,eat_per_move,eat_after_move_count,eat_without_move_count,eat_after_move_rate,eat_without_move_rate,total_eat_rate,shared_food_cell_count,shared_food_consumer_count,mean_consumers_per_shared_food,birth_rate,death_rate,age_death_rate,energy_death_rate,average_exploration_tendency,std_exploration_tendency,min_exploration_tendency,max_exploration_tendency,average_site_fidelity,std_site_fidelity,min_site_fidelity,max_site_fidelity,average_risk_tolerance,std_risk_tolerance,min_risk_tolerance,max_risk_tolerance,average_reproduction_timing,std_reproduction_timing,min_reproduction_timing,max_reproduction_timing,active_lineage_count,largest_lineage_share,average_generation,max_generation
10,146,2066,15.022602739726022,8.349315068493151,12,0,0,0,99,0.7388059701492538,35,75,0.5597014925373134,0.6666666666666666,66,9,0.6666666666666666,0.2571428571428571,0.5597014925373134,3,6,2.0,0.08955223880597014,0.0,0.0,0.0,0.47238179407865666,0.28670947889702164,0.03225806451612903,1.0,0.4482987185152453,0.31973400300997157,0.0,1.0,0.48608042421564296,0.2908292709655436,0.0,1.0,0.4158197083517455,0.2846483172017435,0.0,1.0,100,0.06164383561643835,0.3835616438356164,3
11,155,2186,15.841935483870962,8.806451612903226,9,0,0,0,98,0.6712328767123288,48,83,0.5684931506849316,0.6632653061224489,65,18,0.6632653061224489,0.375,0.5684931506849316,2,5,2.5,0.06164383561643835,0.0,0.0,0.0,0.4715920915712799,0.29160938013540255,0.03225806451612903,1.0,0.44266389177939647,0.3194128639802875,0.0,1.0,0.4815816857440166,0.29428695044639547,0.0,1.0,0.41498439125910513,0.2876411590824687,0.0,1.0,100,0.06451612903225806,0.432258064516129,3
12,176,2295,15.340909090909086,8.636363636363637,21,0,0,0,118,0.7612903225806451,37,99,0.6387096774193548,0.7711864406779662,91,8,0.7711864406779662,0.21621621621621623,0.6387096774193548,8,16,2.0,0.13548387096774195,0.0,0.0,0.0,0.46260997067448684,0.2882947412110744,0.03225806451612903,1.0,0.4431818181818182,0.3288070040796539,0.0,1.0,0.4745234604105572,0.2937261956141389,0.0,1.0,0.4085410557184751,0.2834518282358816,0.0,1.0,100,0.07954545454545454,0.5625,3
13,193,2399,15.428497409326422,8.787564766839377,17,0,0,0,129,0.7329545454545454,47,113,0.6420454545454546,0.7286821705426356,94,19,0.7286821705426356,0.40425531914893614,0.6420454545454546,15,32,2.1333333333333333,0.09659090909090909,0.0,0.0,0.0,0.4587999331439077,0.28449231234446637,0.03225806451612903,1.0,0.43506602039110814,0.33107826097862053,0.0,1.0,0.4633127193715527,0.29678410733250427,0.0,1.0,0.4036436570282467,0.2823311680751503,0.0,1.0,100,0.08808290155440414,0.6632124352331606,3
14,211,2477,15.951658767772509,8.95260663507109,18,0,0,0,148,0.7668393782383419,45,139,0.7202072538860104,0.8108108108108109,120,19,0.8108108108108109,0.4222222222222222,0.7202072538860104,17,34,2.0,0.09326424870466321,0.0,0.0,0.0,0.4565051215410488,0.2899158587414732,0.03225806451612903,1.0,0.43204402996483715,0.3313168846274942,0.0,1.0,0.4745451765785048,0.3026022933730646,0.0,1.0,0.40421953829689655,0.2860232179803066,0.0,1.0,100,0.08530805687203792,0.7156398104265402,3
15,236,2552,15.790254237288131,8.898305084745763,25,0,0,0,152,0.7203791469194313,59,137,0.6492890995260664,0.7960526315789473,121,16,0.7960526315789473,0.2711864406779661,0.6492890995260664,12,24,2.0,0.11848341232227488,0.0,0.0,0.0,0.452843083652269,0.2859047934325209,0.03225806451612903,1.0,0.43370694368507384,0.3326496064572099,0.0,1.0,0.4658283214871515,0.3014846644949768,0.0,1.0,0.40500273373428103,0.2820669031521859,0.0,1.0,100,0.08898305084745763,0.7923728813559322,3
16,264,2614,15.595454545454542,8.848484848484848,28,0,0,0,177,0.75,59,159,0.673728813559322,0.7627118644067796,135,24,0.7627118644067796,0.4067796610169492,0.673728813559322,19,40,2.1052631578947367,0.11864406779661017,0.0,0.0,0.0,0.44501466275659823,0.2815341543982964,0.03225806451612903,1.0,0.4381720430107527,0.3375449336960126,0.0,1.0,0.46065493646138805,0.3004325913845919,0.0,1.0,0.3930840664711633,0.2812186230375571,0.0,1.0,100,0.10227272727272728,0.9015151515151515,4
17,293,2654,15.672354948805458,8.873720136518772,29,0,0,0,202,0.7651515151515151,62,189,0.7159090909090909,0.8118811881188119,164,25,0.8118811881188119,0.4032258064516129,0.7159090909090909,26,55,2.1153846153846154,0.10984848484848485,0.0,0.0,0.0,0.44390619839260154,0.2820218193197213,0.03225806451612903,1.0,0.43135527909281074,0.3358730588359932,0.0,1.0,0.4635032478256083,0.30047682783561935,0.0,1.0,0.3934823296267753,0.2781368581125742,0.0,1.0,100,0.10238907849829351,0.9692832764505119,4
18,319,2684,16.02852664576802,9.068965517241379,26,0,0,0,222,0.757679180887372,71,199,0.6791808873720137,0.7882882882882883,175,24,0.7882882882882883,0.3380281690140845,0.6791808873720137,26,55,2.1153846153846154,0.08873720136518772,0.0,0.0,0.0,0.4435231064819496,0.2790413753273631,0.03225806451612903,1.0,0.4309839215289715,0.33466856405235446,0.0,1.0,0.4624330063707149,0.29998260054921666,0.0,1.0,0.38972595813530186,0.27900597304028807,0.0,1.0,100,0.10658307210031348,1.0344827586206897,4
19,365,2691,15.450410958904106,8.8,46,0,0,0,226,0.7084639498432602,93,226,0.7084639498432602,0.8407079646017699,190,36,0.8407079646017699,0.3870967741935484,0.7084639498432602,32,65,2.03125,0.14420062695924765,0.0,0.0,0.0,0.4315510384445426,0.2749337551468359,0.03225806451612903,1.0,0.42615996464869643,0.3420578415400359,0.0,1.0,0.4539991162174105,0.303581004715905,0.0,1.0,0.38506407423773753,0.2759363431913173,0.0,1.0,100,0.11506849315068493,1.16986301369863,4
20,397,2681,15.832241813602012,9.01007556675063,32,0,0,0,269,0.736986301369863,96,270,0.7397260273972602,0.8736059479553904,235,35,0.8736059479553904,0.3645833333333333,0.7397260273972602,48,108,2.25,0.08767123287671233,0.0,0.0,0.0,0.4323555700008126,0.277652610327513,0.03225806451612903,1.0,0.41748598358657674,0.34088656305426207,0.0,1.0,0.4527504672137808,0.3038759512165251,0.0,1.0,0.395384740391647,0.28022860202647776,0.0,1.0,100,0.11335012594458438,1.221662468513854,4
21,438,2662,15.778082191780818,9.073059360730594,41,0,0,0,291,0.7329974811083123,106,282,0.7103274559193955,0.8384879725085911,244,38,0.8384879725085911,0.3584905660377358,0.7103274559193955,50,113,2.26,0.10327455919395466,0.0,0.0,0.0,0.4300338783325968,0.2769759004074602,0.0,1.0,0.41920754161143026,0.3438695792898085,0.0,1.0,0.4494770953012226,0.3036540755314893,0.0,1.0,0.38856974517602,0.2793166254172834,0.0,1.0,100,0.1187214611872146,1.3196347031963471,4
22,483,2634,15.605383022774323,9.134575569358178,45,0,0,0,314,0.7168949771689498,124,310,0.7077625570776256,0.8121019108280255,255,55,0.8121019108280255,0.4435483870967742,0.7077625570776256,65,147,2.2615384615384615,0.10273972602739725,0.0,0.0,0.0,0.4266346089627997,0.27372820545445,0.0,1.0,0.42069057637080076,0.34744602250176587,0.0,1.0,0.44219595271488676,0.3045372457936231,0.0,1.0,0.3854271021171442,0.2775708498213886,0.0,1.0,100,0.12629399585921325,1.3995859213250517,4
23,517,2583,16.06189555125725,9.46808510638298,34,0,0,0,347,0.7184265010351967,136,349,0.722567287784679,0.8270893371757925,287,62,0.8270893371757925,0.45588235294117646,0.722567287784679,69,167,2.420289855072464,0.07039337474120083,0.0,0.0,0.0,0.42322331066325575,0.2726377628137546,0.0,1.0,0.41529918262931304,0.34802278652406715,0.0,1.0,0.4355774630311349,0.3040514972795944,0.0,1.0,0.3812316715542522,0.2758754660883864,0.0,1.0,100,0.12379110251450677,1.4584139264990328,5
24,578,2524,15.48858131487889,9.363321799307958,61,0,0,0,373,0.7214700193423598,144,365,0.7059961315280464,0.8096514745308311,302,63,0.8096514745308311,0.4375,0.7059961315280464,72,178,2.4722222222222223,0.11798839458413926,0.0,0.0,0.0,0.42292666592253597,0.27057956416964185,0.0,1.0,0.4156155820962161,0.35148245194337585,0.0,1.0,0.4317446143542806,0.3062877631190358,0.0,1.0,0.3772742493581873,0.27417354905133134,0.0,1.0,100,0.13321799307958476,1.5640138408304498,5
25,623,2435,15.701444622792934,9.614767255216693,45,0,0,0,434,0.7508650519031141,144,423,0.7318339100346021,0.815668202764977,354,69,0.815668202764977,0.4791666666666667,0.7318339100346021,89,223,2.50561797752809,0.07785467128027682,0.0,0.0,0.0,0.42070108217262986,0.268826605179143,0.0,1.0,0.41096670636358934,0.3508264254986409,0.0,1.0,0.43121213690260446,0.3062746289975746,0.0,1.0,0.3779837415212551,0.27292517419373735,0.0,1.0,100,0.1332263242375602,1.6260032102728732,5
26,667,2341,15.913193403298346,9.88455772113943,45,1,0,1,453,0.7271268057784912,170,446,0.7158908507223114,0.7880794701986755,357,89,0.7880794701986755,0.5235294117647059,0.7158908507223114,97,249,2.5670103092783507,0.07223113964686999,0.0016051364365971107,0.0,0.0016051364365971107,0.4246747593944963,0.2681850772928501,0.0,1.0,0.4094404410697877,0.3506081011990548,0.0,1.0,0.43250955167577504,0.3063913555943992,0.0,1.0,0.3823088455772114,0.27426624200196675,0.0,1.0,100,0.13193403298350825,1.6686656671664168,5
27,719,2239,15.85368567454798,10.047287899860917,56,4,0,4,493,0.7391304347826086,174,482,0.7226386806596702,0.8235294117647058,406,76,0.8235294117647058,0.4367816091954023,0.7226386806596702,113,293,2.5929203539823007,0.08395802098950525,0.005997001499250375,0.0,0.005997001499250375,0.41881645654807304,0.26610418454879037,0.0,1.0,0.4062093409305038,0.35088197183585224,0.0,1.0,0.4351473821167392,0.3061301192943999,0.0,1.0,0.37987348019202294,0.2714435054991879,0.0,1.0,100,0.12934631432545202,1.732962447844228,5
28,779,2138,15.567522464698326,10.196405648267008,60,0,0,0,522,0.7260083449235049,197,523,0.7273991655076495,0.8295019157088123,433,90,0.8295019157088123,0.45685279187817257,0.7273991655076495,127,349,2.748031496062992,0.08344923504867872,0.0,0.0,0.0,0.41426146010186754,0.2659253985160519,0.0,1.0,0.40254254834568715,0.351436983439946,0.0,1.0,0.4320261708559361,0.3056464458986545,0.0,1.0,0.3788562673402625,0.27099713205757436,0.0,1.0,100,0.12836970474967907,1.8010269576379974,5
29,830,2031,15.534216867469874,10.508433734939759,51,0,0,0,560,0.7188703465982028,219,560,0.7188703465982028,0.8214285714285714,460,100,0.8214285714285714,0.45662100456621,0.7188703465982028,134,387,2.888059701492537,0.06546854942233633,0.0,0.0,0.0,0.41496307811892735,0.2650426912344254,0.0,1.0,0.39879518072289155,0.35140522034599797,0.0,1.0,0.4291877186164011,0.3056987104479084,0.0,1.0,0.37722502914885353,0.27150731418518664,0.0,1.0,100,0.13012048192771083,1.846987951807229,5
30,867,1939,15.704728950403688,11.003460207612457,38,1,0,1,597,0.7192771084337349,233,583,0.7024096385542169,0.8006700167504187,478,105,0.8006700167504187,0.45064377682403434,0.7024096385542169,145,436,3.0068965517241377,0.04578313253012048,0.0012048192771084338,0.0,0.0012048192771084338,0.41753171856978083,0.26599379878279683,0.0,1.0,0.39379395021765823,0.3500501005115385,0.0,1.0,0.4285076459426275,0.30554841648655906,0.0,1.0,0.38054842430330765,0.27303446163498485,0.0,1.0,100,0.12687427912341406,1.8708189158016149,5
31,909,1871,15.570627062706265,11.403740374037405,46,4,0,4,628,0.7243367935409458,239,591,0.6816608996539792,0.7914012738853503,497,94,0.7914012738853503,0.39330543933054396,0.6816608996539792,144,467,3.2430555555555554,0.0530565167243368,0.00461361014994233,0.0,0.00461361014994233,0.4194967883885163,0.2655329716553402,0.0,1.0,0.3921714752120373,0.35038369381793605,0.0,1.0,0.4272330458852337,0.30466180271128224,0.0,1.0,0.38227048511302747,0.2744322588745868,0.0,1.0,100,0.12871287128712872,1.9020902090209022,5
32,951,1809,15.40010515247108,11.829652996845425,44,2,0,2,653,0.7183718371837183,256,610,0.671067106710671,0.7702909647779479,503,107,0.7702909647779479,0.41796875,0.671067106710671,137,485,3.54014598540146,0.0484048404840484,0.0022002200220022,0.0,0.0022002200220022,0.4175570706556765,0.26557876936591024,0.0,1.0,0.3908279909093993,0.34964526719102845,0.0,1.0,0.4303788880974187,0.30427690356796855,0.0,1.0,0.383060276110037,0.274915614372376,0.0,1.0,100,0.12828601472134596,1.946372239747634,5
33,999,1725,15.221921921921917,12.213213213213214,48,0,0,0,667,0.7013669821240799,284,647,0.6803364879074658,0.7871064467766117,525,122,0.7871064467766117,0.4295774647887324,0.6803364879074658,144,507,3.5208333333333335,0.050473186119873815,0.0,0.0,0.0,0.4178049016758694,0.2659435548286317,0.0,1.0,0.3865155478058704,0.3480645157933737,0.0,1.0,0.42817010558946045,0.30239810621448965,0.0,1.0,0.3885498401627434,0.2767632593458821,0.0,1.0,100,0.12612612612612611,1.987987987987988,5
34,1027,1645,15.38997078870496,12.823758519961052,31,3,0,3,695,0.6956956956956957,304,672,0.6726726726726727,0.762589928057554,530,142,0.762589928057554,0.46710526315789475,0.6726726726726727,151,543,3.596026490066225,0.031031031031031032,0.003003003003003003,0.0,0.003003003003003003,0.4179413889499639,0.2660163907157503,0.0,1.0,0.3842070546848007,0.3477211479144995,0.0,1.0,0.42978295693689733,0.3031939834618385,0.0,1.0,0.39183968338725383,0.27659613832828167,0.0,1.0,100,0.12366114897760468,2.0068159688412854,5
35,1071,1567,15.217864923747273,13.18860877684407,48,4,0,4,700,0.6815968841285297,327,688,0.6699123661148978,0.7828571428571428,548,140,0.7828571428571428,0.42813455657492355,0.6699123661148978,147,557,3.7891156462585034,0.04673807205452775,0.0038948393378773127,0.0,0.0038948393378773127,0.4181199361465016,0.26600577438292994,0.0,1.0,0.3809825005270926,0.346147539969376,0.0,1.0,0.43278816903105327,0.30270742004602896,0.0,1.0,0.39483750489443087,0.27845439471836186,0.0,1.0,99,0.12324929971988796,2.03828197945845,5
36,1097,1509,15.265572774232751,13.783044667274385,30,4,0,4,746,0.6965452847805789,325,701,0.6545284780578898,0.7560321715817694,564,137,0.7560321715817694,0.42153846153846153,0.6545284780578898,158,601,3.8037974683544302,0.028011204481792718,0.003734827264239029,0.0,0.003734827264239029,0.41650248478254476,0.2657435569403275,0.0,1.0,0.37751051254153556,0.345418963007318,0.0,1.0,0.4330873055547387,0.3036904284097689,0.0,1.0,0.39397771047137353,0.277603875321261,0.0,1.0,99,0.12306289881494986,2.059252506836828,5
37,1134,1428,15.226308054085827,14.28042328042328,38,1,0,1,732,0.6672743846855059,365,738,0.6727438468550593,0.7609289617486339,557,181,0.7609289617486339,0.4958904109589041,0.6727438468550593,164,621,3.7865853658536586,0.03463992707383774,0.0009115770282588879,0.0,0.0009115770282588879,0.4180747567844342,0.26621580384915733,0.0,1.0,0.3741252773510838,0.3444440380689904,0.0,1.0,0.4351140695226717,0.30334851056877543,0.0,1.0,0.39454969562496445,0.27756622334373104,0.0,1.0,99,0.12081128747795414,2.0776014109347445,5
38,1156,1367,15.295011534025369,14.875432525951558,28,6,0,6,824,0.7266313932980599,310,750,0.6613756613756614,0.7657766990291263,631,119,0.7657766990291263,0.38387096774193546,0.6613756613756614,156,645,4.134615384615385,0.024691358024691357,0.005291005291005291,0.0,0.005291005291005291,0.4161736800982252,0.2641471829769514,0.0,1.0,0.3704096439334747,0.3441377413582615,0.0,1.0,0.43447929456412543,0.30357844830847813,0.0,1.0,0.3948543364214756,0.27565081802205876,0.0,1.0,98,0.11937716262975778,2.1003460207612457,5
39,1182,1318,15.271517202481665,15.48477157360406,28,2,0,2,777,0.6721453287197232,379,754,0.6522491349480969,0.7425997425997426,577,177,0.7425997425997426,0.46701846965699206,0.6522491349480969,155,660,4.258064516129032,0.02422145328719723,0.0017301038062283738,0.0,0.0017301038062283738,0.41452431635827736,0.263222989909199,0.0,1.0,0.3687571639102669,0.3440305170712026,0.0,1.0,0.4331914196823317,0.3021642563728646,0.0,1.0,0.3953659734730637,0.27592799371423266,0.0,1.0,98,0.11928934010152284,2.1269035532994924,6
40,1222,1260,15.002918712493173,15.832242225859247,48,8,0,8,833,0.7047377326565144,349,773,0.6539763113367174,0.7647058823529411,637,136,0.7647058823529411,0.38968481375358166,0.6539763113367174,160,675,4.21875,0.04060913705583756,0.00676818950930626,0.0,0.00676818950930626,0.41521039015891453,0.2629494323535992,0.0,1.0,0.3699118314766908,0.3446519689980162,0.0,1.0,0.4312074336096299,0.30122830764692,0.0,1.0,0.39630959294651813,0.2774626415096586,0.0,1.0,98,0.11947626841243862,2.15139116202946,6
41,1248,1207,14.951495726495722,16.421474358974358,30,4,0,4,849,0.6947626841243862,373,795,0.6505728314238952,0.767962308598351,652,143,0.767962308598351,0.38337801608579086,0.6505728314238952,159,701,4.408805031446541,0.024549918166939442,0.0032733224222585926,0.0,0.0032733224222585926,0.4147280810587263,0.26233498451825477,0.0,1.0,0.36926178660049624,0.3450416807467864,0.0,1.0,0.4343465674110835,0.30172507666839576,0.0,1.0,0.3957816377171216,0.2762106788205487,0.0,1.0,97,0.11939102564102565,2.170673076923077,6
42,1269,1153,14.95702653007617,17.012608353033883,31,10,0,10,846,0.6778846153846154,402,821,0.6578525641025641,0.7872340425531915,666,155,0.7872340425531915,0.3855721393034826,0.6578525641025641,158,725,4.5886075949367084,0.024839743589743588,0.008012820512820512,0.0,0.008012820512820512,0.4158214494521975,0.262780966042284,0.0,1.0,0.3667607209130888,0.34375897897583113,0.0,1.0,0.4366913241312692,0.3012978010295358,0.0,1.0,0.3965530389689621,0.27566352385756715,0.0,1.0,97,0.1182033096926714,2.1883372734436564,6
43,1287,1107,14.963066563066558,17.66822066822067,25,7,0,7,899,0.7084318360914106,370,828,0.6524822695035462,0.7352614015572859,661,167,0.7352614015572859,0.45135135135135135,0.6524822695035462,151,733,4.854304635761589,0.019700551615445233,0.005516154452324665,0.0,0.005516154452324665,0.41810161164999876,0.2631895437609652,0.0,1.0,0.3669448830739153,0.34383183692839026,0.0,1.0,0.43697521116875954,0.3010443830942909,0.0,1.0,0.39877685038975363,0.2763019504164338,0.0,1.0,97,0.11732711732711733,2.2004662004662006,6
44,1309,1070,14.888668194550542,18.26050420168067,29,7,0,7,848,0.6588966588966589,439,808,0.6278166278166278,0.7488207547169812,635,173,0.7488207547169812,0.3940774487471526,0.6278166278166278,152,723,4.756578947368421,0.022533022533022532,0.005439005439005439,0.0,0.005439005439005439,0.4175312353680475,0.2626502672288575,0.0,1.0,0.3646713817491806,0.34214946442762223,0.0,1.0,0.4396609083516104,0.29995480631268856,0.0,1.0,0.40114344858177875,0.2771472214465313,0.0,1.0,97,0.11688311688311688,2.2192513368983957,6
45,1320,1028,14.955028860028852,18.94469696969697,23,12,0,12,910,0.6951871657754011,399,836,0.6386554621848739,0.7406593406593407,674,162,0.7406593406593407,0.40601503759398494,0.6386554621848739,159,753,4.735849056603773,0.01757066462948816,0.009167303284950344,0.0,0.009167303284950344,0.4143206256109482,0.26102869297046083,0.0,1.0,0.3634897360703812,0.3430608471301203,0.0,1.0,0.44017595307917884,0.2996993320977181,0.0,1.0,0.3988758553274682,0.2757531360061573,0.0,1.0,97,0.11742424242424243,2.235606060606061,6
46,1340,981,14.919804548685137,19.551492537313433,27,7,0,7,911,0.6901515151515152,409,863,0.6537878787878788,0.7628979143798024,695,168,0.7628979143798024,0.41075794621026895,0.6537878787878788,159,775,4.8742138364779874,0.020454545454545454,0.005303030303030303,0.0,0.005303030303030303,0.4138420799229658,0.2607287022917614,0.0,1.0,0.36340876263842076,0.34309292220869136,0.0,1.0,0.4409725565719788,0.29956948775813935,0.0,1.0,0.3996870486278286,0.2758649022587426,0.0,1.0,97,0.11716417910447761,2.253731343283582,6
47,1356,948,14.891645596291605,20.250737463126843,21,5,0,5,917,0.6843283582089552,423,867,0.6470149253731343,0.7633587786259542,700,167,0.7633587786259542,0.3947990543735225,0.6470149253731343,157,791,5.038216560509555,0.015671641791044775,0.0037313432835820895,0.0,0.0037313432835820895,0.41316966409744027,0.2601704022897716,0.0,1.0,0.3626653344752117,0.3426181970651738,0.0,1.0,0.44297744790179844,0.2992282717368653,0.0,1.0,0.39934817775240267,0.2762407362478056,0.0,1.0,97,0.1172566371681416,2.2617994100294987,6
48,1378,901,14.800487248600447,20.758345428156748,31,9,0,9,950,0.700589970501475,406,902,0.6651917404129793,0.7778947368421053,739,163,0.7778947368421053,0.4014778325123153,0.6651917404129793,169,824,4.875739644970414,0.022861356932153392,0.00663716814159292,0.0,0.00663716814159292,0.4132684114424833,0.2598883062111916,0.0,1.0,0.362001966384194,0.34261717472395037,0.0,1.0,0.443677138442811,0.2997285088961209,0.0,1.0,0.39798211526756866,0.27604570187756217,0.0,1.0,95,0.11756168359941944,2.292452830188679,7
49,1382,871,14.893153469781536,21.539797395079596,16,12,0,12,944,0.6850507982583455,434,912,0.6618287373004355,0.777542372881356,734,178,0.777542372881356,0.41013824884792627,0.6618287373004355,162,844,5.209876543209877,0.011611030478955007,0.008708272859216255,0.0,0.008708272859216255,0.4133793940525652,0.25949108940380117,0.0,1.0,0.36321833714579155,0.3427956436865417,0.0,1.0,0.44486718640586337,0.29999922837530474,0.0,1.0,0.3990243219270809,0.2759762069366407,0.0,1.0,95,0.11722141823444283,2.301013024602026,7
50,1407,829,14.72262835482451,21.97228144989339,36,11,0,11,972,0.703328509406657,410,910,0.658465991316932,0.7818930041152263,760,150,0.7818930041152263,0.36585365853658536,0.658465991316932,161,829,5.149068322981367,0.02604920405209841,0.007959479015918957,0.0,0.007959479015918957,0.41194946924364356,0.2579854781231954,0.0,1.0,0.3605704197904487,0.3427122316620954,0.0,1.0,0.44457436320700644,0.29983796975206173,0.0,1.0,0.3955567783203796,0.275026383611739,0.0,1.0,93,0.11727078891257996,2.329779673063255,7
