organism_id,parent_id,founder_id,generation,birth_step,birth_x,birth_y,lifespan,birth_exploration_tendency,birth_site_fidelity,birth_risk_tolerance,birth_reproduction_timing,death_step,death_cause
0,,0,0,0,27,35,178,0.0967741935483871,0.9032258064516129,0.16129032258064516,0.6774193548387096,177.0,age
1,,1,0,0,88,86,178,0.5483870967741935,0.8387096774193549,0.967741935483871,0.6774193548387096,65.0,energy
2,,2,0,0,69,62,165,0.03225806451612903,0.2903225806451613,0.12903225806451613,0.45161290322580644,84.0,energy
3,,3,0,0,6,48,194,0.6451612903225806,0.5161290322580645,0.8387096774193549,0.9354838709677419,193.0,age
4,,4,0,0,84,74,193,0.9354838709677419,0.45161290322580644,0.5483870967741935,0.3870967741935484,32.0,energy
5,,5,0,0,51,82,244,0.9032258064516129,0.8387096774193549,0.16129032258064516,0.6451612903225806,63.0,energy
6,,6,0,0,53,87,204,0.5483870967741935,0.8709677419354839,0.7741935483870968,0.7741935483870968,118.0,energy
7,,7,0,0,4,66,218,0.967741935483871,0.4838709677419355,0.41935483870967744,0.25806451612903225,104.0,energy
8,,8,0,0,27,64,240,1.0,0.41935483870967744,0.8387096774193549,0.03225806451612903,50.0,energy
9,,9,0,0,92,71,175,0.6129032258064516,0.1935483870967742,0.3870967741935484,0.9032258064516129,86.0,energy
10,,10,0,0,27,8,170,0.5483870967741935,0.7096774193548387,0.3548387096774194,0.967741935483871,115.0,energy
11,,11,0,0,33,9,178,0.6129032258064516,0.45161290322580644,1.0,0.25806451612903225,58.0,energy
12,,12,0,0,81,86,151,0.22580645161290322,0.0,0.22580645161290322,0.12903225806451613,150.0,age
13,,13,0,0,16,41,163,0.45161290322580644,0.5483870967741935,0.3548387096774194,0.12903225806451613,83.0,energy
14,,14,0,0,15,92,223,0.7096774193548387,0.7741935483870968,0.5806451612903226,0.7419354838709677,93.0,energy
15,,15,0,0,2,81,190,0.25806451612903225,0.7096774193548387,0.25806451612903225,0.3548387096774194,163.0,energy
16,,16,0,0,65,90,188,0.3548387096774194,1.0,0.0,0.3870967741935484,57.0,energy
17,,17,0,0,1,44,155,0.25806451612903225,0.4838709677419355,0.9354838709677419,0.0967741935483871,154.0,age
18,,18,0,0,71,42,173,1.0,0.06451612903225806,0.41935483870967744,0.3548387096774194,91.0,energy
19,,19,0,0,48,20,228,0.25806451612903225,0.0967741935483871,0.5483870967741935,0.3548387096774194,86.0,energy
20,,20,0,0,86,82,219,0.8064516129032258,0.9354838709677419,0.1935483870967742,0.9032258064516129,93.0,energy
21,,21,0,0,9,1,154,0.12903225806451613,0.41935483870967744,0.7741935483870968,0.41935483870967744,99.0,energy
22,,22,0,0,64,21,188,0.9032258064516129,0.7741935483870968,0.5483870967741935,0.2903225806451613,80.0,energy
23,,23,0,0,63,93,168,0.12903225806451613,0.0967741935483871,0.5483870967741935,0.8387096774193549,83.0,energy
24,,24,0,0,48,91,240,0.45161290322580644,0.3225806451612903,0.7741935483870968,0.3870967741935484,239.0,age
25,,25,0,0,83,67,203,0.22580645161290322,0.2903225806451613,0.2903225806451613,0.8387096774193549,94.0,energy
26,,26,0,0,82,97,166,0.8709677419354839,0.1935483870967742,1.0,0.12903225806451613,57.0,energy
27,,27,0,0,75,83,242,0.2903225806451613,0.0967741935483871,0.6129032258064516,0.6774193548387096,158.0,energy
28,,28,0,0,41,86,163,0.8709677419354839,0.3548387096774194,0.25806451612903225,0.6129032258064516,90.0,energy
29,,29,0,0,28,36,151,0.7096774193548387,0.8064516129032258,0.45161290322580644,0.0,49.0,energy
30,,30,0,0,47,8,159,0.6129032258064516,0.0,0.0,0.6451612903225806,119.0,energy
31,,31,0,0,67,83,224,0.5806451612903226,0.5483870967741935,0.22580645161290322,0.06451612903225806,178.0,energy
32,,32,0,0,19,24,236,0.8387096774193549,0.22580645161290322,0.03225806451612903,0.9032258064516129,26.0,energy
33,,33,0,0,23,3,250,0.2903225806451613,0.22580645161290322,0.3870967741935484,0.8064516129032258,96.0,energy
34,,34,0,0,96,79,183,0.0,1.0,0.25806451612903225,0.967741935483871,161.0,energy
35,,35,0,0,16,45,228,0.7096774193548387,0.22580645161290322,0.8064516129032258,0.4838709677419355,47.0,energy
36,,36,0,0,89,14,243,0.7741935483870968,0.12903225806451613,0.22580645161290322,0.9354838709677419,103.0,energy
37,,37,0,0,13,48,220,0.8064516129032258,0.6451612903225806,1.0,0.41935483870967744,54.0,energy
38,,38,0,0,6,47,226,0.8064516129032258,0.9354838709677419,0.0967741935483871,0.06451612903225806,225.0,age
39,,39,0,0,80,56,237,0.6774193548387096,0.45161290322580644,0.5806451612903226,0.6774193548387096,79.0,energy
40,,40,0,0,79,15,248,1.0,0.25806451612903225,0.12903225806451613,0.0967741935483871,62.0,energy
41,,41,0,0,97,7,180,0.3548387096774194,0.1935483870967742,0.8387096774193549,0.6451612903225806,179.0,age
42,,42,0,0,56,76,174,0.25806451612903225,0.5483870967741935,0.41935483870967744,0.25806451612903225,71.0,energy
43,,43,0,0,58,15,155,1.0,1.0,0.3870967741935484,0.3870967741935484,87.0,energy
44,,44,0,0,59,76,216,0.41935483870967744,0.6129032258064516,0.12903225806451613,0.6451612903225806,83.0,energy
45,,45,0,0,94,88,212,0.6451612903225806,0.2903225806451613,0.0,0.967741935483871,53.0,energy
46,,46,0,0,2,73,222,1.0,0.45161290322580644,0.6451612903225806,0.967741935483871,146.0,energy
47,,47,0,0,8,22,213,0.7419354838709677,0.45161290322580644,0.0,0.9354838709677419,98.0,energy
48,,48,0,0,24,84,232,0.06451612903225806,0.41935483870967744,0.5483870967741935,0.5161290322580645,105.0,energy
49,,49,0,0,93,74,187,0.8064516129032258,0.8064516129032258,0.6451612903225806,0.41935483870967744,48.0,energy
50,,50,0,0,66,0,226,0.8064516129032258,0.967741935483871,0.1935483870967742,0.9354838709677419,65.0,energy
51,,51,0,0,46,20,156,0.5806451612903226,0.8387096774193549,0.8709677419354839,0.16129032258064516,69.0,energy
52,,52,0,0,88,29,201,0.45161290322580644,0.12903225806451613,0.25806451612903225,0.0,83.0,energy
53,,53,0,0,67,50,187,0.16129032258064516,0.8064516129032258,0.7741935483870968,0.12903225806451613,66.0,energy
54,,54,0,0,91,57,171,0.8387096774193549,0.5483870967741935,0.3548387096774194,0.2903225806451613,170.0,age
55,,55,0,0,1,58,173,0.8064516129032258,0.2903225806451613,0.8387096774193549,0.5161290322580645,54.0,energy
56,,56,0,0,87,34,250,0.3225806451612903,0.6129032258064516,0.6774193548387096,0.9032258064516129,88.0,energy
57,,57,0,0,8,92,182,0.9354838709677419,1.0,0.8387096774193549,0.3225806451612903,66.0,energy
58,,58,0,0,31,56,241,0.2903225806451613,0.0967741935483871,0.41935483870967744,0.3225806451612903,108.0,energy
59,,59,0,0,17,29,158,0.9354838709677419,0.7096774193548387,0.2903225806451613,0.8387096774193549,118.0,energy
60,,60,0,0,50,48,209,0.3548387096774194,0.3548387096774194,0.3870967741935484,0.6451612903225806,208.0,age
61,,61,0,0,90,75,224,0.3225806451612903,0.5483870967741935,0.06451612903225806,0.7096774193548387,34.0,energy
62,,62,0,0,63,48,159,0.2903225806451613,0.9032258064516129,0.41935483870967744,0.4838709677419355,93.0,energy
63,,63,0,0,8,41,165,0.3870967741935484,0.25806451612903225,0.0967741935483871,0.5483870967741935,76.0,energy
64,,64,0,0,25,73,167,0.2903225806451613,0.4838709677419355,0.41935483870967744,0.41935483870967744,83.0,energy
65,,65,0,0,55,69,242,0.7419354838709677,0.8387096774193549,0.6774193548387096,0.03225806451612903,73.0,energy
66,,66,0,0,59,12,187,0.0,0.0967741935483871,0.9354838709677419,0.1935483870967742,93.0,energy
67,,67,0,0,41,45,178,0.9032258064516129,0.6774193548387096,0.5161290322580645,0.8387096774193549,177.0,age
68,,68,0,0,25,66,228,0.5806451612903226,0.5806451612903226,0.5161290322580645,0.22580645161290322,72.0,energy
69,,69,0,0,54,0,248,0.0,0.12903225806451613,0.45161290322580644,0.0967741935483871,247.0,age
70,,70,0,0,79,75,237,0.7096774193548387,0.9032258064516129,0.0,0.5161290322580645,30.0,energy
71,,71,0,0,85,54,247,0.6129032258064516,0.4838709677419355,0.03225806451612903,0.8709677419354839,101.0,energy
72,,72,0,0,83,77,228,0.6774193548387096,0.6129032258064516,0.06451612903225806,0.2903225806451613,58.0,energy
73,,73,0,0,43,36,154,0.41935483870967744,0.5806451612903226,0.41935483870967744,0.12903225806451613,93.0,energy
74,,74,0,0,3,45,189,0.8709677419354839,0.9032258064516129,0.25806451612903225,0.6774193548387096,188.0,age
75,,75,0,0,40,1,160,0.8064516129032258,0.6774193548387096,0.7419354838709677,0.12903225806451613,64.0,energy
76,,76,0,0,64,30,195,0.06451612903225806,0.4838709677419355,0.0967741935483871,0.22580645161290322,94.0,energy
77,,77,0,0,94,68,154,0.22580645161290322,0.3870967741935484,0.0,0.4838709677419355,116.0,energy
78,,78,0,0,69,94,150,0.9032258064516129,0.5483870967741935,0.4838709677419355,0.12903225806451613,49.0,energy
79,,79,0,0,80,70,216,0.6774193548387096,0.3870967741935484,0.45161290322580644,0.2903225806451613,87.0,energy
80,,80,0,0,18,25,221,0.45161290322580644,0.3225806451612903,0.5806451612903226,0.45161290322580644,96.0,energy
81,,81,0,0,51,15,169,0.7741935483870968,0.7741935483870968,0.8064516129032258,0.9032258064516129,83.0,energy
82,,82,0,0,41,1,221,0.5161290322580645,0.9354838709677419,0.967741935483871,0.03225806451612903,220.0,age
83,,83,0,0,20,39,166,0.8709677419354839,0.8387096774193549,0.1935483870967742,0.6451612903225806,64.0,energy
84,,84,0,0,84,75,195,0.7741935483870968,0.7096774193548387,0.7741935483870968,0.5161290322580645,68.0,energy
85,,85,0,0,38,62,153,0.8064516129032258,0.8709677419354839,0.6774193548387096,0.5806451612903226,62.0,energy
86,,86,0,0,43,23,152,0.3225806451612903,0.3870967741935484,0.6774193548387096,0.3225806451612903,83.0,energy
87,,87,0,0,65,12,151,0.0967741935483871,0.3548387096774194,0.967741935483871,0.12903225806451613,88.0,energy
88,,88,0,0,31,74,170,0.0967741935483871,0.41935483870967744,0.0967741935483871,0.0967741935483871,103.0,energy
89,,89,0,0,15,95,187,1.0,0.8387096774193549,0.5483870967741935,0.1935483870967742,186.0,age
90,,90,0,0,92,88,242,0.9354838709677419,0.8064516129032258,0.5161290322580645,0.4838709677419355,60.0,energy
91,,91,0,0,23,57,180,0.12903225806451613,0.8709677419354839,0.8387096774193549,0.41935483870967744,153.0,energy
92,,92,0,0,56,45,226,0.6451612903225806,0.03225806451612903,0.5161290322580645,0.8709677419354839,83.0,energy
93,,93,0,0,49,41,205,0.12903225806451613,0.5161290322580645,0.3870967741935484,0.6451612903225806,204.0,age
94,,94,0,0,77,29,237,0.06451612903225806,0.6774193548387096,0.22580645161290322,0.6129032258064516,133.0,energy
95,,95,0,0,64,95,236,0.8064516129032258,0.8064516129032258,0.12903225806451613,0.3870967741935484,54.0,energy
96,,96,0,0,52,44,249,0.8709677419354839,0.3548387096774194,0.4838709677419355,0.1935483870967742,248.0,age
97,,97,0,0,38,4,212,0.6451612903225806,0.41935483870967744,0.16129032258064516,0.967741935483871,98.0,energy
98,,98,0,0,79,79,216,0.3225806451612903,0.3870967741935484,0.3548387096774194,0.0967741935483871,84.0,energy
99,,99,0,0,36,20,245,0.3870967741935484,0.3225806451612903,0.6129032258064516,0.6129032258064516,78.0,energy
100,17.0,17,1,2,0,44,220,0.25806451612903225,0.4838709677419355,0.9354838709677419,0.0967741935483871,222.0,age
101,38.0,38,1,2,5,47,161,0.8064516129032258,0.9354838709677419,0.0967741935483871,0.06451612903225806,163.0,age
102,69.0,69,1,2,51,0,151,0.0,0.12903225806451613,0.45161290322580644,0.0967741935483871,153.0,age
103,96.0,96,1,3,51,45,168,0.8709677419354839,0.3548387096774194,0.4838709677419355,0.1935483870967742,171.0,age
104,17.0,17,1,4,3,47,162,0.25806451612903225,0.4838709677419355,0.9354838709677419,0.0967741935483871,166.0,age
105,24.0,24,1,4,44,93,197,0.45161290322580644,0.3225806451612903,0.7741935483870968,0.3870967741935484,201.0,age
106,69.0,69,1,4,52,0,172,0.0,0.12903225806451613,0.45161290322580644,0.0967741935483871,176.0,age
107,82.0,82,1,4,43,0,175,0.5161290322580645,0.9354838709677419,0.967741935483871,0.03225806451612903,118.0,energy
108,38.0,38,1,5,2,46,230,0.8064516129032258,0.9354838709677419,0.22580645161290322,0.06451612903225806,235.0,age
109,60.0,60,1,5,48,48,210,0.3548387096774194,0.3548387096774194,0.3870967741935484,0.6451612903225806,215.0,age
110,74.0,74,1,5,3,46,238,0.8709677419354839,0.9032258064516129,0.25806451612903225,0.9354838709677419,243.0,age
111,96.0,96,1,5,47,45,159,0.8709677419354839,0.3548387096774194,0.4838709677419355,0.1935483870967742,164.0,age
112,3.0,3,1,6,4,51,236,0.6451612903225806,0.5161290322580645,0.8387096774193549,1.0,242.0,age
113,24.0,24,1,6,50,91,150,0.45161290322580644,0.3548387096774194,0.7741935483870968,0.3870967741935484,156.0,age
114,42.0,42,1,6,55,79,250,0.25806451612903225,0.5483870967741935,0.41935483870967744,0.25806451612903225,22.0,energy
115,100.0,17,2,6,2,46,185,0.25806451612903225,0.4838709677419355,0.9354838709677419,0.0967741935483871,191.0,age
