step,population_size,food_count,average_energy,average_age,birth_count,death_count,move_count,move_rate,non_move_count,eat_count,eat_rate,eat_per_move,eat_after_move_count,eat_without_move_count,eat_after_move_rate,eat_without_move_rate,total_eat_rate,shared_food_cell_count,shared_food_consumer_count,mean_consumers_per_shared_food,birth_rate,death_rate,average_exploration_tendency,std_exploration_tendency,min_exploration_tendency,max_exploration_tendency,average_site_fidelity,std_site_fidelity,min_site_fidelity,max_site_fidelity,average_risk_tolerance,std_risk_tolerance,min_risk_tolerance,max_risk_tolerance,average_reproduction_timing,std_reproduction_timing,min_reproduction_timing,max_reproduction_timing
10,128,2308,15.539062499999998,9.0625,8,0,76,0.6333333333333333,44,41,0.3416666666666667,0.5131578947368421,39,2,0.5131578947368421,0.045454545454545456,0.3416666666666667,1,2,2.0,0.06666666666666667,0.0,0.4813508064516129,0.2935420000800638,0.0,1.0,0.5078125,0.3026409428448135,0.0,1.0,0.4425403225806452,0.282429023687219,0.0,1.0,0.44279233870967744,0.3017388807697007,0.0,1.0
11,136,2457,15.516176470588235,9.470588235294118,8,0,81,0.6328125,47,53,0.4140625,0.6172839506172839,50,3,0.6172839506172839,0.06382978723404255,0.4140625,2,4,2.0,0.0625,0.0,0.47983870967741943,0.2954542645484415,0.0,1.0,0.5045066413662239,0.3023715406633612,0.0,1.0,0.4444971537001898,0.28093866679305307,0.0,1.0,0.43761859582542695,0.29924366018762927,0.0,1.0
12,145,2594,15.645517241379306,9.820689655172414,9,0,98,0.7205882352941176,38,66,0.4852941176470588,0.6530612244897959,64,2,0.6530612244897959,0.05263157894736842,0.4852941176470588,3,6,2.0,0.0661764705882353,0.0,0.4836484983314794,0.29349390274659826,0.0,1.0,0.49966629588431594,0.30239673754812396,0.0,1.0,0.4484983314794216,0.2854824352931362,0.0,1.0,0.4280311457174638,0.2966013708820979,0.0,1.0
13,158,2720,15.513291139240502,9.930379746835444,13,0,108,0.7448275862068966,37,78,0.5379310344827586,0.6759259259259259,73,5,0.6759259259259259,0.13513513513513514,0.5379310344827586,4,8,2.0,0.0896551724137931,0.0,0.4830543078807677,0.2946224247216495,0.0,1.0,0.49897917517354023,0.3072869251435916,0.0,1.0,0.4499795835034708,0.2841732833846044,0.0,1.0,0.4124132298897509,0.29409422892041104,0.0,1.0
14,169,2843,15.711834319526623,10.218934911242604,11,0,110,0.6962025316455697,48,81,0.5126582278481012,0.6818181818181818,75,6,0.6818181818181818,0.125,0.5126582278481012,4,8,2.0,0.06962025316455696,0.0,0.4804351975567856,0.29297302223595917,0.0,1.0,0.5035312082458484,0.30528378613367324,0.0,1.0,0.4462683718266845,0.2842178136073983,0.0,1.0,0.4178278297384997,0.2910493469818012,0.0,1.0
15,180,2955,16.118888888888883,10.533333333333333,11,0,122,0.7218934911242604,47,97,0.5739644970414202,0.7459016393442623,91,6,0.7459016393442623,0.1276595744680851,0.5739644970414202,8,17,2.125,0.0650887573964497,0.0,0.4831541218637993,0.2944736207640376,0.0,1.0,0.5051971326164875,0.3040019786389642,0.0,1.0,0.43261648745519715,0.28576245219238045,0.0,1.0,0.4086021505376344,0.28950502170165004,0.0,1.0
16,192,3067,16.314583333333328,10.8125,12,0,131,0.7277777777777777,49,95,0.5277777777777778,0.6946564885496184,91,4,0.6946564885496184,0.08163265306122448,0.5277777777777778,7,14,2.0,0.06666666666666667,0.0,0.48118279569892475,0.2956378235992708,0.0,1.0,0.5114247311827956,0.3034830457233282,0.0,1.0,0.42909946236559143,0.28636110709316814,0.0,1.0,0.40305779569892475,0.28994893436063607,0.0,1.0
17,209,3167,16.18277511961722,10.851674641148325,17,0,146,0.7604166666666666,46,108,0.5625,0.726027397260274,106,2,0.726027397260274,0.043478260869565216,0.5625,8,16,2.0,0.08854166666666667,0.0,0.48417965735453,0.29350335957783474,0.0,1.0,0.505479240623553,0.30249408529319755,0.0,1.0,0.428924216700108,0.28559028064843234,0.0,1.0,0.40345732366105885,0.28882017004107596,0.0,1.0
18,234,3257,15.522649572649568,10.585470085470085,25,0,154,0.7368421052631579,55,121,0.5789473684210527,0.7337662337662337,113,8,0.7337662337662337,0.14545454545454545,0.5789473684210527,11,22,2.0,0.11961722488038277,0.0,0.4740832644058451,0.29705649165264936,0.0,1.0,0.5108905431486077,0.2982991849558722,0.0,1.0,0.4245933278191343,0.2857825100538574,0.0,1.0,0.4011579818031431,0.2914961000582147,0.0,1.0
19,254,3321,15.779133858267711,10.673228346456693,20,0,181,0.7735042735042735,53,156,0.6666666666666666,0.8011049723756906,145,11,0.8011049723756906,0.20754716981132076,0.6666666666666666,19,39,2.0526315789473686,0.08547008547008547,0.0,0.46901193802387603,0.29683317584863167,0.0,1.0,0.509271018542037,0.29536251147988263,0.0,1.0,0.4235458470916942,0.2861775659954314,0.0,1.0,0.39827279654559306,0.2925962377097335,0.0,1.0
20,275,3365,16.190909090909084,10.781818181818181,21,0,205,0.8070866141732284,49,172,0.6771653543307087,0.8048780487804879,165,7,0.8048780487804879,0.14285714285714285,0.6771653543307087,16,32,2.0,0.08267716535433071,0.0,0.4716715542521994,0.29548789897822525,0.0,1.0,0.5028739002932551,0.2977198199386234,0.0,1.0,0.4286217008797654,0.2875021386456743,0.0,1.0,0.39894428152492667,0.2906931844712627,0.0,1.0
21,299,3419,16.147157190635447,10.836120401337793,24,0,207,0.7527272727272727,68,163,0.5927272727272728,0.7681159420289855,159,4,0.7681159420289855,0.058823529411764705,0.5927272727272728,16,33,2.0625,0.08727272727272728,0.0,0.4754558204768583,0.2957774553934248,0.0,1.0,0.5056640414284173,0.2991811594889558,0.0,1.0,0.43359585715826954,0.28762926245229664,0.0,1.0,0.3999352680979609,0.28693822693428445,0.0,1.0
22,328,3466,15.869207317073164,10.789634146341463,29,0,213,0.7123745819397993,86,165,0.5518394648829431,0.7276995305164319,155,10,0.7276995305164319,0.11627906976744186,0.5518394648829431,12,24,2.0,0.09698996655518395,0.0,0.4789535798583792,0.29676595172498305,0.0,1.0,0.5017702596380803,0.2984854931386602,0.0,1.0,0.43273013375295044,0.286946062312922,0.0,1.0,0.39368607395751376,0.28718756037008025,0.0,1.0
23,351,3500,16.100569800569794,11.017094017094017,23,0,236,0.7195121951219512,92,182,0.5548780487804879,0.7372881355932204,174,8,0.7372881355932204,0.08695652173913043,0.5548780487804879,15,31,2.066666666666667,0.0701219512195122,0.0,0.47707012223141254,0.2965931230402717,0.0,1.0,0.4978402720338204,0.30047488602950595,0.0,1.0,0.43286462641301354,0.2871005220557526,0.0,1.0,0.3817663817663818,0.28576006236841023,0.0,1.0
24,383,3516,15.971801566579629,11.013054830287206,32,0,259,0.7378917378917379,92,202,0.5754985754985755,0.752895752895753,195,7,0.752895752895753,0.07608695652173914,0.5754985754985755,18,36,2.0,0.09116809116809117,0.0,0.48159690053061566,0.30009700849235477,0.0,1.0,0.5000421123557651,0.30295629908234845,0.0,1.0,0.43047250063168535,0.2863343160659523,0.0,1.0,0.38675987534742695,0.2886753301600531,0.0,1.0
25,416,3498,16.14399038461538,11.060096153846153,33,0,288,0.7519582245430809,95,246,0.6422976501305483,0.8090277777777778,233,13,0.8090277777777778,0.1368421052631579,0.6422976501305483,27,55,2.037037037037037,0.08616187989556136,0.0,0.48805831265508687,0.3042767213943924,0.0,1.0,0.5041098014888338,0.305074152172625,0.0,1.0,0.43292493796526055,0.28916306832943617,0.0,1.0,0.3812810173697271,0.2884446013964959,0.0,1.0
26,463,3476,15.624838012958957,10.83585313174946,47,0,315,0.7572115384615384,101,261,0.6274038461538461,0.7841269841269841,247,14,0.7841269841269841,0.13861386138613863,0.6274038461538461,32,71,2.21875,0.11298076923076923,0.0,0.49118651153069043,0.3027678051271227,0.0,1.0,0.5026823660558768,0.307084601124948,0.0,1.0,0.43391625444158016,0.2896780066284442,0.0,1.0,0.38208040130983073,0.2875683293564178,0.0,1.0
27,501,3426,15.766267465069854,10.910179640718562,39,1,345,0.7451403887688985,118,289,0.6241900647948164,0.7913043478260869,273,16,0.7913043478260869,0.13559322033898305,0.6241900647948164,33,72,2.1818181818181817,0.08423326133909287,0.0021598272138228943,0.4976498615671882,0.300971509636153,0.0,1.0,0.5042173717081965,0.3071875801688553,0.0,1.0,0.4319103728027815,0.2881326696030721,0.0,1.0,0.3786620307771554,0.28652662053913247,0.0,1.0
28,545,3358,15.757431192660542,10.948623853211009,44,0,381,0.7604790419161677,120,295,0.5888223552894212,0.7427821522309711,283,12,0.7427821522309711,0.1,0.5888223552894212,22,49,2.227272727272727,0.08782435129740519,0.0,0.49748446285883396,0.3033351473689703,0.0,1.0,0.5034033737792246,0.3077011750840009,0.0,1.0,0.43048239124001186,0.28764059485397225,0.0,1.0,0.37691624741047647,0.28823264543254745,0.0,1.0
29,594,3270,15.684006734006728,10.962962962962964,49,0,412,0.7559633027522936,133,324,0.5944954128440367,0.75,309,15,0.75,0.11278195488721804,0.5944954128440367,33,69,2.090909090909091,0.08990825688073395,0.0,0.496687303138916,0.3015178393431407,0.0,1.0,0.5038014554143586,0.3071988478755276,0.0,1.0,0.4342891278375149,0.28998956675685666,0.0,1.0,0.3715651135005974,0.28627048103805425,0.0,1.0
30,651,3162,15.471428571428564,10.915514592933947,57,0,440,0.7407407407407407,154,346,0.5824915824915825,0.7477272727272727,329,17,0.7477272727272727,0.11038961038961038,0.5824915824915825,34,72,2.1176470588235294,0.09595959595959595,0.0,0.4965561666914424,0.3009106336868887,0.0,1.0,0.5017590803230761,0.3070614399532544,0.0,1.0,0.4336256875278728,0.28895279946354413,0.0,1.0,0.36851493979485656,0.28503289983138325,0.0,1.0
31,699,3055,15.493276108726747,11.097281831187411,48,0,472,0.7250384024577573,179,344,0.5284178187403994,0.6970338983050848,329,15,0.6970338983050848,0.08379888268156424,0.5284178187403994,28,65,2.3214285714285716,0.07373271889400922,0.0,0.49896165028381556,0.3019525312359288,0.0,1.0,0.5008076053348101,0.30957758678678626,0.0,1.0,0.4341686279939084,0.28846707599258103,0.0,1.0,0.36974479671419996,0.28427235055071076,0.0,1.0
32,758,2922,15.324406332453819,11.155672823218998,59,0,514,0.7353361945636624,185,385,0.5507868383404864,0.6926070038910506,356,29,0.6926070038910506,0.15675675675675677,0.5507868383404864,47,99,2.106382978723404,0.0844062947067239,0.0,0.4975742616392885,0.30003155838209583,0.0,1.0,0.49859562515958805,0.3087468270698854,0.0,1.0,0.4321644395267682,0.28850461535447375,0.0,1.0,0.37381904842965363,0.2852941604354964,0.0,1.0
33,819,2767,15.194301994301988,11.241758241758241,62,1,561,0.7401055408970977,197,426,0.5620052770448549,0.7130124777183601,400,26,0.7130124777183601,0.1319796954314721,0.5620052770448549,58,129,2.2241379310344827,0.08179419525065963,0.0013192612137203166,0.5014770176060498,0.2994568190966235,0.0,1.0,0.4962779156327543,0.3114749968450015,0.0,1.0,0.43164362519201227,0.288628681170654,0.0,1.0,0.3765804088384734,0.2858037479442955,0.0,1.0
34,871,2619,15.215231534634512,11.47187141216992,54,2,580,0.7081807081807082,239,414,0.5054945054945055,0.6655172413793103,386,28,0.6655172413793103,0.11715481171548117,0.5054945054945055,54,120,2.2222222222222223,0.06593406593406594,0.002442002442002442,0.5012036591237362,0.2975724007241711,0.0,1.0,0.49861116254953525,0.3106303458564609,0.0,1.0,0.4341691048479686,0.28984340272986403,0.0,1.0,0.3758749675937928,0.28488627256717336,0.0,1.0
35,923,2457,15.258902130733109,11.76273022751896,53,1,627,0.7198622273249139,244,436,0.5005740528128588,0.6618819776714514,415,21,0.6618819776714514,0.0860655737704918,0.5005740528128588,62,136,2.193548387096774,0.060849598163030996,0.001148105625717566,0.49662740712263653,0.29741917988141287,0.0,1.0,0.49722154265543633,0.31123569388238864,0.0,1.0,0.4320064306434138,0.29157228174424965,0.0,1.0,0.3764023346031524,0.2842984404367427,0.0,1.0
36,975,2301,15.223658119658113,12.057435897435898,55,3,655,0.7096424702058505,268,438,0.4745395449620802,0.6366412213740458,417,21,0.6366412213740458,0.07835820895522388,0.4745395449620802,67,149,2.2238805970149254,0.059588299024918745,0.0032502708559046588,0.49905707196029775,0.2960917764957504,0.0,1.0,0.4950868486352357,0.31137721447236033,0.0,1.0,0.4329528535980149,0.29195158767680623,0.0,1.0,0.3752191894127378,0.2823759684910967,0.0,1.0
37,1029,2152,15.100745059928725,12.356656948493683,55,1,677,0.6943589743589743,298,426,0.4369230769230769,0.5893648449039882,399,27,0.5893648449039882,0.09060402684563758,0.4369230769230769,65,142,2.1846153846153844,0.05641025641025641,0.0010256410256410256,0.49938869557039406,0.295890884060055,0.0,1.0,0.4956895200476504,0.31082839356131553,0.0,1.0,0.4303269694974764,0.2938711079362985,0.0,1.0,0.3820809429762689,0.2834990993061405,0.0,1.0
38,1075,1994,15.123875968992241,12.762790697674419,47,1,733,0.7123420796890184,296,456,0.44314868804664725,0.5989085948158254,439,17,0.5989085948158254,0.057432432432432436,0.44314868804664725,80,178,2.225,0.0456754130223518,0.0009718172983479105,0.4962340585146287,0.29473203670036097,0.0,1.0,0.4948837209302326,0.3114318083044042,0.0,1.0,0.42700675168792196,0.2924842614140071,0.0,1.0,0.3789947486871718,0.28295594538639857,0.0,1.0
39,1132,1865,14.819670200235564,13.063604240282686,58,1,730,0.6790697674418604,345,415,0.386046511627907,0.5356164383561643,391,24,0.5356164383561643,0.06956521739130435,0.386046511627907,66,152,2.303030303030303,0.053953488372093024,0.0009302325581395349,0.49695087199361676,0.29301236040735196,0.0,1.0,0.4943006953151715,0.3123501163720771,0.0,1.0,0.4285307192522512,0.2931213902050001,0.0,1.0,0.38099851818078195,0.28142439972603306,0.0,1.0
40,1181,1724,14.714620378210547,13.469093988145639,51,2,736,0.6501766784452296,396,423,0.3736749116607774,0.5448369565217391,401,22,0.5448369565217391,0.05555555555555555,0.3736749116607774,66,148,2.242424242424242,0.045053003533568906,0.0017667844522968198,0.4989757176804785,0.29377259194723404,0.0,1.0,0.49572532845319717,0.31292043247518325,0.0,1.0,0.42880555024446204,0.29495577896567865,0.0,1.0,0.3783289175384447,0.2798558028564062,0.0,1.0
41,1226,1596,14.629513322457852,13.913539967373573,48,3,726,0.6147332768839966,455,415,0.35139712108382726,0.5303030303030303,385,30,0.5303030303030303,0.06593406593406594,0.35139712108382726,74,161,2.175675675675676,0.04064352243861134,0.002540220152413209,0.49844761353470507,0.2936677781516103,0.0,1.0,0.4965531758143451,0.3130309094425202,0.0,1.0,0.43095826974688206,0.29510748961986244,0.0,1.0,0.37865073935694366,0.2796893793719738,0.0,1.0
42,1261,1477,14.618675654242658,14.44964314036479,40,5,777,0.633768352365416,449,403,0.32871125611745516,0.4851994851994852,377,26,0.4851994851994852,0.05790645879732739,0.32871125611745516,71,155,2.183098591549296,0.03262642740619902,0.004078303425774877,0.4970453557084751,0.29410903999766835,0.0,1.0,0.49750581975390756,0.3131776714303727,0.0,1.0,0.4326059706837891,0.2963904664010428,0.0,1.0,0.3793200480929114,0.2798230346003026,0.0,1.0
43,1296,1357,14.583834876543202,15.012345679012345,37,2,823,0.6526566217287867,438,412,0.3267248215701824,0.4738760631834751,390,22,0.4738760631834751,0.0502283105022831,0.3267248215701824,68,160,2.3529411764705883,0.029341792228390166,0.0015860428231562252,0.49688868976503386,0.2960000959933171,0.0,1.0,0.49681401831939465,0.312932372004771,0.0,1.0,0.43222321784149736,0.29667585780743666,0.0,1.0,0.3779121863799283,0.2801636717454954,0.0,1.0
44,1340,1227,14.437499999999991,15.458955223880597,48,4,837,0.6458333333333334,459,440,0.3395061728395062,0.5029868578255675,421,19,0.5029868578255675,0.04139433551198257,0.3395061728395062,77,187,2.4285714285714284,0.037037037037037035,0.0030864197530864196,0.49684641309581123,0.2955294505011087,0.0,1.0,0.4942705825710159,0.31380297449143385,0.0,1.0,0.43023591718825227,0.29549179494418726,0.0,1.0,0.3805970149253731,0.2806991091084196,0.0,1.0
45,1380,1107,14.287101449275355,15.907971014492754,48,8,860,0.6417910447761194,480,414,0.30895522388059704,0.4558139534883721,392,22,0.4558139534883721,0.04583333333333333,0.30895522388059704,69,163,2.36231884057971,0.03582089552238806,0.005970149253731343,0.49399251986909776,0.29504386417128725,0.0,1.0,0.49385226741467975,0.3129522350636805,0.0,1.0,0.4305750350631136,0.29721069221667906,0.0,1.0,0.3817204301075269,0.2799773166758001,0.0,1.0
46,1411,1004,14.219371604063303,16.501063075832743,36,5,851,0.6166666666666667,529,403,0.2920289855072464,0.4312573443008226,367,36,0.4312573443008226,0.06805293005671077,0.2920289855072464,74,174,2.3513513513513513,0.02608695652173913,0.0036231884057971015,0.49255846917080087,0.2949378514292319,0.0,1.0,0.4931757390091676,0.31169488517482435,0.0,1.0,0.430625728721337,0.2976992864026736,0.0,1.0,0.38378180654306027,0.28083365463832816,0.0,1.0
47,1454,917,13.92746446584135,16.903713892709767,51,8,856,0.6066619418851878,555,366,0.2593905031892275,0.3901869158878505,334,32,0.3901869158878505,0.05765765765765766,0.2593905031892275,62,141,2.274193548387097,0.03614457831325301,0.005669737774627924,0.49207969117451306,0.2945415374626634,0.0,1.0,0.4917247193504016,0.3114669513385867,0.0,1.0,0.4329325109819408,0.2986993678228,0.0,1.0,0.38556595820206774,0.2819915203731665,0.0,1.0
48,1474,828,13.911114880144721,17.5753052917232,29,9,905,0.6224209078404401,549,390,0.26822558459422285,0.41104972375690607,372,18,0.41104972375690607,0.03278688524590164,0.26822558459422285,81,182,2.246913580246914,0.019944979367262722,0.006189821182943604,0.49015187989670417,0.29375895639884225,0.0,1.0,0.49317197006171487,0.31203316977355827,0.0,1.0,0.43136954523569837,0.2987174283230025,0.0,1.0,0.3864402328533287,0.2816474639287182,0.0,1.0
49,1499,753,13.806882366021782,18.18812541694463,32,7,879,0.596336499321574,595,395,0.26797829036635007,0.40273037542662116,354,41,0.40273037542662116,0.06890756302521009,0.26797829036635007,93,213,2.2903225806451615,0.021709633649932156,0.0047489823609226595,0.48996104930168505,0.29354056151608826,0.0,1.0,0.4910585551658095,0.31271533740133306,0.0,1.0,0.4302653381824442,0.2986653649765382,0.0,1.0,0.38713981363920036,0.2820745459375897,0.0,1.0
50,1513,699,13.73667107292354,18.87309980171844,27,13,904,0.6030687124749833,595,353,0.23549032688458973,0.37057522123893805,335,18,0.37057522123893805,0.030252100840336135,0.23549032688458973,73,172,2.356164383561644,0.01801200800533689,0.00867244829886591,0.48787924013389333,0.29335047201113884,0.0,1.0,0.4909920474170096,0.3130549590785018,0.0,1.0,0.43225380039656314,0.299855202751769,0.0,1.0,0.38797091870456046,0.28203481226365074,0.0,1.0
51,1533,629,13.663676886279617,19.55968688845401,26,6,908,0.6001321877065433,605,385,0.25446133509583607,0.3920704845814978,356,29,0.3920704845814978,0.047933884297520664,0.25446133509583607,91,206,2.2637362637362637,0.017184401850627893,0.0039656311962987445,0.487679649853755,0.29335396856922136,0.0,1.0,0.49336110935757416,0.31292095771625633,0.0,1.0,0.4293289565052711,0.2986078218044672,0.0,1.0,0.389453527765503,0.2817013997297086,0.0,1.0
52,1539,599,13.626218323586736,20.367121507472383,18,12,888,0.5792563600782779,645,320,0.20874103065883887,0.32995495495495497,293,27,0.32995495495495497,0.04186046511627907,0.20874103065883887,65,155,2.3846153846153846,0.011741682974559686,0.007827788649706457,0.48665870171246517,0.2925272860943853,0.0,1.0,0.49032677272631997,0.31388256454971003,0.0,1.0,0.4298560020121989,0.29922119626652716,0.0,1.0,0.39076484520740323,0.2819457772025514,0.0,1.0
53,1549,592,13.473681945341069,21.130406714009037,21,11,881,0.5724496426250812,658,301,0.19558154645873943,0.3030646992054484,267,34,0.3030646992054484,0.05167173252279635,0.19558154645873943,70,164,2.342857142857143,0.01364522417153996,0.007147498375568551,0.4835377663008393,0.29305497242864803,0.0,1.0,0.4899310689518732,0.31400364852322815,0.0,1.0,0.429496657573044,0.3000793476108347,0.0,1.0,0.39028301297403106,0.28249664916572403,0.0,1.0
54,1548,574,13.433387166235994,21.9812661498708,14,15,948,0.6120077469335055,601,310,0.2001291155584248,0.3059071729957806,290,20,0.3059071729957806,0.033277870216306155,0.2001291155584248,67,159,2.373134328358209,0.009038089089735314,0.009683666881859263,0.48012003000750186,0.29387702820418155,0.0,1.0,0.4904767858631324,0.31477178845071424,0.0,1.0,0.4291072768192048,0.30029785632781725,0.0,1.0,0.3909310660998583,0.28283782751616743,0.0,1.0
55,1556,574,13.270501285347033,22.744858611825194,19,11,903,0.5833333333333334,645,295,0.19056847545219638,0.3034330011074197,274,21,0.3034330011074197,0.03255813953488372,0.19056847545219638,72,167,2.3194444444444446,0.01227390180878553,0.0071059431524547806,0.47877104237498963,0.29358796542778964,0.0,1.0,0.4888465046852973,0.31424994424369784,0.0,1.0,0.4281864167841446,0.29990962664657494,0.0,1.0,0.3903516046106642,0.28291112861641354,0.0,1.0
56,1553,577,13.223331186949977,23.586606567933032,14,17,880,0.5655526992287918,676,287,0.18444730077120822,0.2943181818181818,259,28,0.2943181818181818,0.04142011834319527,0.18444730077120822,66,156,2.3636363636363638,0.008997429305912597,0.010925449871465296,0.4759778160895665,0.2930104484925577,0.0,1.0,0.4905178322912988,0.3139596015109051,0.0,1.0,0.42548241696612177,0.2999173420180696,0.0,1.0,0.3930374093845419,0.2826041632615836,0.0,1.0
57,1553,567,13.205108392358863,24.399871216999355,14,14,861,0.5544108177720541,692,318,0.20476497102382485,0.33797909407665505,291,27,0.33797909407665505,0.03901734104046243,0.20476497102382485,65,173,2.6615384615384614,0.00901481004507405,0.00901481004507405,0.4730905843009368,0.29159211909766397,0.0,1.0,0.48860685873335685,0.3130795800425618,0.0,1.0,0.42627173213135866,0.30085713557042193,0.0,1.0,0.39339052406372677,0.28243642936036345,0.0,1.0
58,1545,584,13.205674217907216,25.322977346278318,7,15,837,0.5389568576947843,716,281,0.18094011590470058,0.2974910394265233,249,32,0.2974910394265233,0.0446927374301676,0.18094011590470058,66,164,2.484848484848485,0.004507405022537025,0.009658725048293626,0.47178202317569684,0.2914975649426442,0.0,1.0,0.48685666562271634,0.3133470896753951,0.0,1.0,0.42503392838500886,0.3011305713856412,0.0,1.0,0.3948220064724919,0.2822345944466585,0.0,1.0
59,1545,560,13.21872707659114,26.132038834951455,14,14,881,0.5702265372168285,664,319,0.2064724919093851,0.3246311010215664,286,33,0.3246311010215664,0.04969879518072289,0.2064724919093851,61,156,2.557377049180328,0.009061488673139158,0.009061488673139158,0.4712182900093955,0.29138466318112693,0.0,1.0,0.48629293245641503,0.3142630465852311,0.0,1.0,0.4256185405574695,0.3013716207804076,0.0,1.0,0.39521870758951877,0.28174695508449554,0.0,1.0
60,1544,550,13.205537564766827,26.974740932642487,13,14,872,0.5644012944983818,673,311,0.20129449838187702,0.31995412844036697,279,32,0.31995412844036697,0.0475482912332838,0.20129449838187702,67,168,2.5074626865671643,0.008414239482200648,0.009061488673139158,0.4691626274444259,0.2917132518905175,0.0,1.0,0.48623182349991645,0.3147348673040604,0.0,1.0,0.4250584990807287,0.3016267455182435,0.0,1.0,0.39453451445762994,0.28106816487945835,0.0,1.0
