step,population_size,food_count,average_energy,average_age,birth_count,death_count,move_count,move_rate,eat_count,eat_rate,eat_per_move,birth_rate,death_rate,average_exploration_tendency,std_exploration_tendency,min_exploration_tendency,max_exploration_tendency,average_site_fidelity,std_site_fidelity,min_site_fidelity,max_site_fidelity,average_risk_tolerance,std_risk_tolerance,min_risk_tolerance,max_risk_tolerance,average_reproduction_timing,std_reproduction_timing,min_reproduction_timing,max_reproduction_timing
139,1685,473,12.281661721068216,72.08545994065283,20,20,675,0.40059347181008903,178,0.10563798219584569,0.2637037037037037,0.011869436201780416,0.011869436201780416,0.34827223126256346,0.26348895838992237,0.0,1.0,0.36812482052263806,0.30847314039714635,0.0,1.0,0.38525892600746625,0.27565506755001834,0.0,1.0,0.37011582272422705,0.253837394090515,0.0,1.0
140,1686,459,12.337722419928792,72.6429418742586,16,15,722,0.428486646884273,214,0.12700296735905045,0.296398891966759,0.009495548961424332,0.008902077151335312,0.34557838747943215,0.26155780780440524,0.0,1.0,0.36754295335399684,0.3087979864482088,0.0,1.0,0.3853939463513565,0.27509783322471715,0.0,1.0,0.3695519075498412,0.2537209704741623,0.0,1.0
141,1698,466,12.247997644287365,72.74970553592462,26,14,676,0.40094899169632264,193,0.11447212336892053,0.28550295857988167,0.01542111506524318,0.00830367734282325,0.3436680724951556,0.2617011488869469,0.0,1.0,0.3671492077966488,0.30918925595514457,0.0,1.0,0.3847790569550515,0.2751158816623515,0.0,1.0,0.3691819598009043,0.2537169601794239,0.0,1.0
142,1707,471,12.181663737551228,73.11599297012302,21,12,708,0.4169611307420495,195,0.11484098939929328,0.2754237288135593,0.012367491166077738,0.007067137809187279,0.341270291210764,0.26142528150091465,0.0,1.0,0.36502447228678875,0.30868734495016814,0.0,1.0,0.38326057788612355,0.2752498955793818,0.0,1.0,0.3683126405502958,0.25369909991151784,0.0,1.0
143,1708,468,12.227459016393409,73.65632318501171,18,17,671,0.393087287639133,203,0.11892208553016989,0.3025335320417288,0.01054481546572935,0.00995899238429994,0.34101382488479265,0.2611928476283475,0.0,1.0,0.3665671980055904,0.3090511081341082,0.0,1.0,0.38305507290171487,0.27579774532092344,0.0,1.0,0.3683614111958903,0.25343818413291547,0.0,1.0
144,1713,457,12.252539404553382,74.05954465849388,20,15,688,0.4028103044496487,211,0.12353629976580796,0.3066860465116279,0.0117096018735363,0.008782201405152224,0.340508069223961,0.2617908446883609,0.0,1.0,0.3667589401728716,0.30877869391667495,0.0,1.0,0.38421558104061915,0.2760362434505526,0.0,1.0,0.36781349452949924,0.2532048501192903,0.0,1.0
145,1715,445,12.300174927113668,74.56093294460642,19,17,696,0.4063047285464098,212,0.1237594862813777,0.3045977011494253,0.011091652072387624,0.0099241097489784,0.3389824132417944,0.26176764151397164,0.0,1.0,0.367365748142575,0.30869912597407395,0.0,1.0,0.38410608483024544,0.2757552671170023,0.0,1.0,0.36730932004138056,0.2533145711606941,0.0,1.0
146,1729,445,12.217871602082095,74.70965876229035,22,8,692,0.40349854227405246,200,0.11661807580174927,0.28901734104046245,0.01282798833819242,0.004664723032069971,0.3380846657586895,0.2617113921761764,0.0,1.0,0.3666672885688166,0.30901095702966247,0.0,1.0,0.3835519319390287,0.27530290406642904,0.0,1.0,0.3672270005037407,0.25349861938460344,0.0,1.0
147,1731,454,12.206296938185986,75.16406701328712,16,14,703,0.4065934065934066,191,0.11046847888953153,0.2716927453769559,0.009253903990746095,0.008097165991902834,0.33586776243454275,0.26017949930554773,0.0,1.0,0.3670076964648441,0.3091370064933762,0.0,1.0,0.3830155979202773,0.27450309897095987,0.0,1.0,0.3676599392482436,0.25330176302395546,0.0,1.0
148,1743,435,12.17251864601259,75.06769936890419,31,19,688,0.3974581166955517,219,0.1265164644714038,0.3183139534883721,0.017908723281340265,0.01097631426920855,0.33459182351525923,0.2589690289886442,0.0,1.0,0.3660170636462902,0.3085396580385016,0.0,1.0,0.3837099550274832,0.27407380953405164,0.0,1.0,0.3654433401810005,0.2542124432962524,0.0,1.0
149,1746,428,12.198396334478774,75.45589919816724,22,19,675,0.387263339070568,207,0.11876075731497418,0.30666666666666664,0.012621916236374068,0.010900745840504877,0.333019251376418,0.25846623738098573,0.0,1.0,0.3668107748586631,0.30871765992331834,0.0,1.0,0.3828843808890367,0.27376472136866603,0.0,1.0,0.366570594538669,0.25446682283345495,0.0,1.0
150,1746,433,12.244673539518866,76.13287514318442,12,12,664,0.38029782359679265,195,0.11168384879725086,0.2936746987951807,0.006872852233676976,0.006872852233676976,0.3314303661826109,0.2571386117873924,0.0,1.0,0.36791929941248197,0.3094709910252475,0.0,1.0,0.38511990540590474,0.2736430183394387,0.0,1.0,0.3668292502678934,0.2545788717895646,0.0,1.0
151,1755,434,12.183304843304809,76.2980056980057,24,15,704,0.4032073310423826,199,0.11397479954180985,0.28267045454545453,0.013745704467353952,0.00859106529209622,0.3309438470728793,0.2566511210254105,0.0,1.0,0.36590386912967554,0.3083330017305706,0.0,1.0,0.3858652697362375,0.2734743452313601,0.0,1.0,0.3658119658119658,0.25415184552543013,0.0,1.0
152,1768,425,12.116289592760147,76.32013574660634,27,14,700,0.39886039886039887,209,0.11908831908831909,0.2985714285714286,0.015384615384615385,0.007977207977207978,0.32956867610567797,0.256538822072744,0.0,1.0,0.365840753174719,0.3082987708879104,0.0,1.0,0.3859108159392789,0.27281265340055577,0.0,1.0,0.36565829805867756,0.25548597691819763,0.0,1.0
153,1778,426,12.057311586051709,76.53037120359954,23,13,692,0.3914027149321267,199,0.11255656108597285,0.2875722543352601,0.013009049773755657,0.007352941176470588,0.3301825175078921,0.2574449401398074,0.0,1.0,0.3662324467506078,0.30907557405283975,0.0,1.0,0.38450234043325227,0.2721464306712401,0.0,1.0,0.36599658913603544,0.2555305249017103,0.0,1.0
154,1776,435,12.091891891891857,77.17229729729729,15,17,672,0.3779527559055118,191,0.10742407199100112,0.28422619047619047,0.00843644544431946,0.009561304836895388,0.3292647486195873,0.25785526670317727,0.0,1.0,0.36606364428945076,0.30941506832377574,0.0,1.0,0.38377288578901486,0.27193427856158187,0.0,1.0,0.3668083405986632,0.2560753130642222,0.0,1.0
155,1786,428,12.042497200447894,77.19540873460247,28,18,695,0.39132882882882886,207,0.11655405405405406,0.29784172661870506,0.015765765765765764,0.010135135135135136,0.3276379005165625,0.25691969524952984,0.0,1.0,0.36684969114619076,0.31051130219213613,0.0,1.0,0.38644655564787056,0.27273920935679347,0.0,1.0,0.36634396561066357,0.25608346025746875,0.0,1.0
156,1796,440,11.97917594654785,77.41314031180401,18,8,670,0.3751399776035834,188,0.10526315789473684,0.28059701492537314,0.010078387458006719,0.004479283314669653,0.32681945542064805,0.25576987962744063,0.0,1.0,0.36593864501760187,0.3104678081753458,0.0,1.0,0.38609095480997196,0.2720991652266404,0.0,1.0,0.36624398304475897,0.255936887222412,0.0,1.0
157,1807,428,11.95843940232426,77.62091864969562,22,11,681,0.37917594654788417,212,0.11804008908685969,0.31130690161527164,0.012249443207126948,0.006124721603563474,0.32509773818662197,0.25449627764645416,0.0,1.0,0.36481782316082617,0.30996268490487183,0.0,1.0,0.38557937768891587,0.2732080967994855,0.0,1.0,0.36546048520984703,0.25510319750765137,0.0,1.0
158,1805,426,12.011745152354536,78.20941828254847,15,17,689,0.381294964028777,202,0.11178749308245711,0.2931785195936139,0.008301051466519093,0.009407858328721638,0.323509963363417,0.253923642837097,0.0,1.0,0.3653828969707801,0.31057374344540956,0.0,1.0,0.3864534000536145,0.2737980211301227,0.0,1.0,0.3649897238852649,0.2556396451001744,0.0,1.0
159,1808,415,12.034347345132709,78.67754424778761,23,20,692,0.38337950138504157,211,0.11689750692520776,0.30491329479768786,0.012742382271468145,0.0110803324099723,0.32243791036254643,0.25380753782476695,0.0,1.0,0.366328860976306,0.31033401945210937,0.0,1.0,0.3875071367399372,0.27409141879304694,0.0,1.0,0.3644019411932629,0.25535516788791285,0.0,1.0
160,1810,404,12.069226519336983,79.24696132596685,16,14,713,0.39435840707964603,211,0.11670353982300885,0.2959326788218794,0.008849557522123894,0.007743362831858407,0.32234895740509717,0.254073698650561,0.0,1.0,0.3671359828907503,0.3106147828972999,0.0,1.0,0.3889502762430939,0.2746790592996898,0.0,1.0,0.3645339511673498,0.25565901180346073,0.0,1.0
161,1815,390,12.079889807162498,79.71349862258953,22,17,708,0.3911602209944751,214,0.11823204419889503,0.3022598870056497,0.012154696132596685,0.009392265193370166,0.3197547320714476,0.25274789873786496,0.0,1.0,0.3685417222074113,0.3114064673312242,0.0,1.0,0.38853639029592113,0.274416807214218,0.0,1.0,0.3631031724873367,0.255218317504695,0.0,1.0
162,1826,392,12.00492880613359,79.71522453450164,23,12,704,0.3878787878787879,198,0.10909090909090909,0.28125,0.012672176308539946,0.006611570247933884,0.31777550083030065,0.25211479913933993,0.0,1.0,0.3677702010387591,0.31185445760096286,0.0,1.0,0.38893403526127973,0.27420350004108035,0.0,1.0,0.36224075186376004,0.2549127113872053,0.0,1.0
163,1828,393,11.98391684901528,80.18271334792122,22,20,726,0.39759036144578314,199,0.10898138006571742,0.2741046831955923,0.012048192771084338,0.01095290251916758,0.31629844003670504,0.25140597864428543,0.0,1.0,0.36777369944236604,0.31168793940010525,0.0,1.0,0.38900261170325406,0.273529041754147,0.0,1.0,0.36186207383355684,0.2542257744599787,0.0,1.0
164,1816,387,12.120759911894236,81.03909691629956,10,22,702,0.38402625820568925,206,0.11269146608315099,0.2934472934472934,0.005470459518599562,0.012035010940919038,0.31346809720051155,0.25059359997837904,0.0,1.0,0.36698877362512433,0.3115496776979112,0.0,1.0,0.3886777035668609,0.27280936743373235,0.0,1.0,0.36260125053289755,0.2545206624021861,0.0,1.0
165,1818,396,12.099779977997763,81.4114411441144,22,20,688,0.3788546255506608,191,0.10517621145374449,0.27761627906976744,0.012114537444933921,0.011013215859030838,0.31170375102026326,0.24934282661814106,0.0,1.0,0.36727705028567376,0.3128493337200783,0.0,1.0,0.38798395968629124,0.27281035551636507,0.0,1.0,0.36147485716313565,0.2537173562303608,0.0,1.0
166,1810,391,12.210331491712669,82.11215469613259,14,22,680,0.37403740374037403,205,0.11276127612761276,0.3014705882352941,0.007700770077007701,0.0121012101210121,0.30908928889680987,0.24894139285656403,0.0,1.0,0.3687043307788273,0.3135260948382233,0.0,1.0,0.387542327570843,0.2722600058297569,0.0,1.0,0.3609695241489931,0.2536861481012488,0.0,1.0
167,1819,384,12.166684991753673,82.38482682792743,23,14,712,0.39337016574585637,207,0.1143646408839779,0.2907303370786517,0.01270718232044199,0.0077348066298342545,0.3082161414460267,0.2486757360987845,0.0,1.0,0.3659756335455497,0.3130160778447372,0.0,1.0,0.3886396282962989,0.2717942759028659,0.0,1.0,0.3605845111635248,0.25367830892161447,0.0,1.0
168,1822,415,12.093907793633333,82.83150384193195,20,17,668,0.3672347443650357,169,0.09290819131390875,0.25299401197604793,0.010995052226498075,0.009345794392523364,0.306734888991183,0.24835603045263663,0.0,1.0,0.36498353457738747,0.31311380273134076,0.0,1.0,0.3886016784108211,0.2722910128527476,0.0,1.0,0.35977833646117346,0.25362253571792137,0.0,1.0
169,1822,428,12.078320526893487,83.19593852908892,20,20,688,0.37760702524698136,187,0.1026344676180022,0.27180232558139533,0.010976948408342482,0.010976948408342482,0.3034772139796749,0.24680198073219872,0.0,1.0,0.3638681349810559,0.31329473490018167,0.0,1.0,0.38741545979250025,0.2717417487489046,0.0,1.0,0.35875146064232855,0.25230393076777224,0.0,1.0
170,1821,424,12.118286655683653,83.56177924217462,21,22,679,0.3726673984632272,204,0.1119648737650933,0.3004418262150221,0.011525795828759604,0.012074643249176729,0.3018369913730492,0.24565147340096566,0.0,1.0,0.3637845210890861,0.31357552891492824,0.0,1.0,0.3865653398522612,0.27162043636729566,0.0,1.0,0.35914332784184516,0.25222414298704937,0.0,1.0
171,1819,426,12.137548103353453,83.95711929631666,21,23,703,0.38605161998901705,198,0.10873146622734761,0.28165007112375534,0.011532125205930808,0.012630422844590884,0.30000532018656123,0.24476039677637457,0.0,1.0,0.3630317969816808,0.3137166038233633,0.0,1.0,0.38706130628314034,0.271346812210632,0.0,1.0,0.3590593910159783,0.25157072449483,0.0,1.0
172,1820,435,12.138791208791172,84.31538461538462,22,21,658,0.3617372182517867,191,0.10500274876305662,0.29027355623100304,0.012094557449147883,0.01154480483782298,0.29822757887274015,0.24293037257277234,0.0,1.0,0.36205246366536686,0.31297099445013277,0.0,1.0,0.3876462247429989,0.2714244644127992,0.0,1.0,0.3600319035802907,0.251909302670189,0.0,1.0
173,1831,431,12.075805570726342,84.32659748771164,29,18,682,0.3747252747252747,204,0.11208791208791209,0.2991202346041056,0.015934065934065933,0.00989010989010989,0.29860291397262206,0.24323524126826204,0.0,1.0,0.36521555293247127,0.3131489958117158,0.0,1.0,0.38813622029210193,0.27164406771900507,0.0,1.0,0.36118109265164466,0.2519866399192162,0.0,1.0
174,1832,424,12.1132641921397,84.93176855895196,20,19,679,0.3708356089568542,207,0.11305297651556527,0.30486008836524303,0.010922992900054615,0.010376843255051884,0.2956578391322721,0.2421571106745817,0.0,1.0,0.36459360473306096,0.3132131107916929,0.0,1.0,0.3880300042259473,0.2715472955662418,0.0,1.0,0.35929356247358785,0.25131381711370687,0.0,1.0
175,1836,428,12.117374727668807,85.44934640522875,19,15,651,0.35534934497816595,196,0.10698689956331878,0.3010752688172043,0.01037117903930131,0.008187772925764192,0.29411764705882354,0.24087850757142415,0.0,1.0,0.3626923887834704,0.3132462199641231,0.0,1.0,0.38737789022419006,0.27144181570168846,0.0,1.0,0.35879190385831755,0.25126034493572713,0.0,1.0
176,1844,439,12.068329718004298,85.7646420824295,20,12,658,0.35838779956427014,189,0.10294117647058823,0.2872340425531915,0.010893246187363835,0.006535947712418301,0.2930865579735498,0.24053833753104029,0.0,1.0,0.36369043453922045,0.31354387172191406,0.0,1.0,0.38662444895388703,0.27086980699148394,0.0,1.0,0.35774263522496674,0.2510089841460965,0.0,1.0
177,1849,440,12.062520281233061,86.27582477014603,19,14,672,0.3644251626898048,199,0.1079175704989154,0.2961309523809524,0.010303687635574838,0.007592190889370932,0.2909855370819449,0.2390842168929095,0.0,1.0,0.3623405851462866,0.3134976223786571,0.0,1.0,0.387114220415569,0.2707574327837301,0.0,1.0,0.35785690608698684,0.251285745439363,0.0,1.0
178,1845,431,12.137831978319744,86.77344173441735,17,21,695,0.3758788534342888,209,0.11303407247160627,0.30071942446043165,0.009194159004867496,0.011357490535424553,0.2896232188128333,0.23871314206028776,0.0,1.0,0.36143019494711076,0.3130166850855057,0.0,1.0,0.3867296092315762,0.27052983003466163,0.0,1.0,0.35830055074744294,0.25158931123245376,0.0,1.0
179,1848,421,12.161580086580049,87.32900432900433,19,16,696,0.3772357723577236,210,0.11382113821138211,0.3017241379310345,0.010298102981029811,0.008672086720867209,0.28929269655076106,0.2384838693031514,0.0,1.0,0.3620653540008379,0.31236193191850264,0.0,1.0,0.3862414467253177,0.2698399418561367,0.0,1.0,0.35815528557464044,0.25208482138025734,0.0,1.0
180,1865,415,12.095335120643393,87.27184986595174,26,9,636,0.34415584415584416,206,0.11147186147186147,0.3238993710691824,0.01406926406926407,0.00487012987012987,0.28876589120470464,0.2382139400574322,0.0,1.0,0.3643345152642048,0.31295274073682555,0.0,1.0,0.3877367465190694,0.27035948288589035,0.0,1.0,0.35869584017988415,0.25221062687566287,0.0,1.0
181,1859,424,12.153200645508297,88.02151694459387,14,20,671,0.35978552278820375,191,0.10241286863270778,0.2846497764530551,0.007506702412868633,0.010723860589812333,0.2881708861857745,0.23832349616495224,0.0,1.0,0.36328931614291415,0.3133752400636213,0.0,1.0,0.3860556317131999,0.2698634335523933,0.0,1.0,0.35822242273855176,0.2524646039794107,0.0,1.0
182,1853,424,12.235132218024786,88.68483540205072,16,22,666,0.35825712748789673,200,0.10758472296933835,0.3003003003003003,0.008606777837547068,0.011834319526627219,0.286370837177724,0.23740625403943763,0.0,1.0,0.36211548839719376,0.31367483542720376,0.0,1.0,0.38615671187089806,0.2703730702476875,0.0,1.0,0.35859895896802046,0.25248883852402576,0.0,1.0
183,1859,413,12.234642280796086,88.85852608929532,24,18,682,0.36805180787911496,211,0.11386940097139774,0.3093841642228739,0.012951969778737183,0.009713977334052886,0.2843880685071752,0.23640551359246195,0.0,1.0,0.36139790730361454,0.31372310621696525,0.0,1.0,0.3858126984677853,0.2701919866960902,0.0,1.0,0.3591420985961929,0.25210113863991435,0.0,1.0
184,1863,412,12.216747181964534,88.8094471282877,22,18,701,0.37708445400753093,201,0.10812264658418505,0.2867332382310984,0.011834319526627219,0.009682625067240451,0.2820459543227192,0.23437843014626616,0.0,1.0,0.3606219590324312,0.3134850175480332,0.0,1.0,0.38503627517185257,0.2698524544509468,0.0,1.0,0.3590462833099579,0.25193279020047205,0.0,1.0
185,1871,419,12.144949225013322,89.11170497060395,24,16,702,0.37681159420289856,193,0.10359634997316157,0.27492877492877493,0.01288244766505636,0.008588298443370907,0.28189169152255994,0.23525892819132502,0.0,1.0,0.35851106015413525,0.3136225797764059,0.0,1.0,0.38476922811675657,0.2703425437845352,0.0,1.0,0.3585972655643868,0.2520821301046129,0.0,1.0
186,1883,403,12.116728624535277,88.86988847583643,28,16,666,0.3559593800106895,216,0.11544628540887227,0.32432432432432434,0.014965259219668627,0.0085515766969535,0.28081476024874513,0.23409797066393742,0.0,1.0,0.35828208246963494,0.3132774816658631,0.0,1.0,0.38433864971819165,0.27012082422339984,0.0,1.0,0.3596183166875096,0.25204075506177276,0.0,1.0
187,1894,407,12.052111932418123,88.95617740232312,23,12,670,0.35581518852894317,196,0.10408921933085502,0.29253731343283584,0.012214551248008496,0.006372809346787042,0.2803249650849882,0.23360265054649565,0.0,1.0,0.3587389719658003,0.31364931917986616,0.0,1.0,0.38467827094049123,0.27028024208892454,0.0,1.0,0.36093606294921143,0.25216840990886563,0.0,1.0
188,1901,402,12.01977906365067,88.95002630194634,25,18,698,0.368532206969377,205,0.10823653643083421,0.29369627507163326,0.013199577613516367,0.009503695881731784,0.27752795642361405,0.23165523446998848,0.0,1.0,0.3567562064108873,0.3135456327727729,0.0,1.0,0.3846023315402759,0.2702811152225298,0.0,1.0,0.3605402928848993,0.25155173376789236,0.0,1.0
189,1909,407,11.985751702461982,89.1629125196438,22,14,649,0.3413992635455024,195,0.10257759074171488,0.300462249614792,0.011572856391372961,0.007364544976328248,0.27562141976038795,0.2303976542980786,0.0,1.0,0.3551090758546106,0.31375745507205566,0.0,1.0,0.38481555957349733,0.2702651797281982,0.0,1.0,0.36068537825917973,0.2519416866091757,0.0,1.0
190,1915,409,11.9804699738903,89.63655352480417,20,14,645,0.3378732320586695,198,0.1037192247249869,0.30697674418604654,0.010476689366160294,0.007333682556312206,0.27423566074286193,0.2295105307862821,0.0,1.0,0.3560010106965384,0.31360243342049604,0.0,1.0,0.3851932957129622,0.2707891388329551,0.0,1.0,0.36144192706139977,0.25188180102288427,0.0,1.0
191,1923,420,11.928029121164807,89.73166926677067,22,14,656,0.34255874673629244,189,0.09869451697127937,0.28810975609756095,0.011488250652741514,0.007310704960835509,0.272725747739587,0.22871347751064083,0.0,1.0,0.3568349185580326,0.313347846754017,0.0,1.0,0.3859728582691695,0.2704297988358067,0.0,1.0,0.36087766091288814,0.2517604844562611,0.0,1.0
192,1919,412,11.997498697238104,90.33246482542991,16,20,691,0.359334373374935,208,0.10816432657306292,0.30101302460202606,0.008320332813312533,0.010400416016640665,0.27278992754963105,0.22868790282462956,0.0,1.0,0.35645245339474524,0.31326389856841463,0.0,1.0,0.38778597723948965,0.27063081958342994,0.0,1.0,0.36120963539477885,0.2514255417784778,0.0,1.0
193,1923,411,12.003536141445618,90.60426417056682,21,17,655,0.341323606044815,201,0.10474205315268369,0.3068702290076336,0.010943199583116207,0.008858780614903595,0.2713837585761495,0.22826752438406556,0.0,1.0,0.3553084058846225,0.31282238672000584,0.0,1.0,0.38583865935282574,0.26978813289007836,0.0,1.0,0.3602066663311694,0.2519239383434779,0.0,1.0
194,1921,412,12.063508589276378,91.21811556480999,16,18,638,0.33177327093083725,199,0.10348413936557463,0.31191222570532917,0.008320332813312533,0.0093603744149766,0.27013820086984264,0.22789450671982364,0.0,1.0,0.3542677704824436,0.3124133617359637,0.0,1.0,0.38666017363268457,0.2697092812186539,0.0,1.0,0.3602962166882168,0.25185001073228813,0.0,1.0
195,1932,400,12.04120082815731,91.45134575569358,24,13,665,0.3461738677771994,212,0.11035918792295679,0.318796992481203,0.012493492972410203,0.00676730869338886,0.26846657316503036,0.22698657503671457,0.0,1.0,0.35475522607359916,0.3133359285854921,0.0,1.0,0.38541040539638016,0.26935668831935844,0.0,1.0,0.35994790623121614,0.2520712753785508,0.0,1.0
196,1943,394,12.010447761193989,91.578486875965,25,14,646,0.33436853002070394,206,0.10662525879917184,0.3188854489164087,0.012939958592132506,0.007246376811594203,0.2661995915860077,0.22558271893849832,0.0,1.0,0.3547889030929889,0.31359916671434096,0.0,1.0,0.38570218982949545,0.2692708712080096,0.0,1.0,0.36013480982185847,0.2517028230202952,0.0,1.0
197,1954,402,11.954708290685732,91.6914022517912,22,11,639,0.32887287699433865,192,0.09881626351003603,0.3004694835680751,0.011322696860524962,0.005661348430262481,0.263693994122891,0.22460221931309748,0.0,1.0,0.35394723808894907,0.31376886258467235,0.0,1.0,0.3857760755439627,0.26886502276688257,0.0,1.0,0.36000594314392315,0.2520099660710953,0.0,1.0
198,1964,396,11.916700610997921,91.81059063136456,24,14,676,0.345957011258956,206,0.10542476970317298,0.3047337278106509,0.012282497441146366,0.007164790174002047,0.26202286314959594,0.22392080042610651,0.0,1.0,0.3519315419486236,0.3136155240291734,0.0,1.0,0.3857828000788384,0.2693191853055532,0.0,1.0,0.3592733723145654,0.2518771616049229,0.0,1.0
199,1900,401,11.655684210526282,88.00105263157894,21,85,627,0.31924643584521384,195,0.09928716904276985,0.31100478468899523,0.010692464358452138,0.043279022403258656,0.2533616298811545,0.2181162177332164,0.0,1.0,0.34740237691001696,0.31211462198185996,0.0,1.0,0.38383701188455005,0.26829937459606684,0.0,1.0,0.35149405772495756,0.24917034601738794,0.0,1.0
200,1903,395,11.703047819232754,88.48187073042564,15,12,646,0.34,206,0.10842105263157895,0.3188854489164087,0.007894736842105263,0.00631578947368421,0.2523350227993152,0.21792584558256073,0.0,1.0,0.3487362907463597,0.31288629778081034,0.0,1.0,0.38365568796297866,0.2680028922229886,0.0,1.0,0.35095689319071754,0.24913070442972643,0.0,1.0
201,1917,404,11.641105894626985,88.76890975482524,19,5,627,0.32947976878612717,191,0.10036784025223332,0.30462519936204147,0.009984235417761429,0.002627430373095113,0.2524610025745873,0.21807055962137123,0.0,1.0,0.34874720245006474,0.31244413602629556,0.0,1.0,0.38469046056506306,0.2681473129382152,0.0,1.0,0.351237652918707,0.24939162685866312,0.0,1.0
202,1920,415,11.649583333333299,89.16041666666666,17,14,625,0.3260302556077204,189,0.09859154929577464,0.3024,0.008868022952529996,0.007303077725612937,0.2500840053763441,0.21603207454858686,0.0,1.0,0.34917674731182796,0.31215498599195646,0.0,1.0,0.3856014784946237,0.2678715299614557,0.0,1.0,0.3507896505376344,0.24938002979014412,0.0,1.0
203,1928,419,11.627800829875483,89.34439834024896,23,15,606,0.315625,196,0.10208333333333333,0.3234323432343234,0.011979166666666667,0.0078125,0.24872841654397002,0.21559219301802585,0.0,1.0,0.34704189532860397,0.31164138543850894,0.0,1.0,0.3843862936688529,0.2670642317005946,0.0,1.0,0.3485309864810601,0.24874120333765357,0.0,1.0
204,1929,431,11.635925349922204,89.61275272161741,21,20,624,0.3236514522821577,188,0.0975103734439834,0.30128205128205127,0.010892116182572614,0.01037344398340249,0.24828174384187027,0.21593773417812664,0.0,1.0,0.3472800548504155,0.31113500165723423,0.0,1.0,0.3851234970484456,0.2670883199657934,0.0,1.0,0.34751417247780064,0.24816127848964697,0.0,1.0
205,1930,430,11.693989637305663,90.25699481865286,13,12,628,0.32555728356661484,201,0.104199066874028,0.3200636942675159,0.00673924313115604,0.006220839813374806,0.24761825171318735,0.21567566113411846,0.0,1.0,0.34581313722212936,0.3109805579956284,0.0,1.0,0.38474009694133376,0.26645710759554536,0.0,1.0,0.3468828346983119,0.24834248923704447,0.0,1.0
206,1939,427,11.692882929344988,90.50799381124291,21,12,618,0.32020725388601035,203,0.10518134715025906,0.3284789644012945,0.010880829015544042,0.0062176165803108805,0.24779983030827332,0.2157549563647358,0.0,1.0,0.34592157580395616,0.3109084892402721,0.0,1.0,0.3858989502403966,0.2664979432412807,0.0,1.0,0.3457552113660184,0.2474876867074895,0.0,1.0
207,1945,419,11.684318766066802,90.68894601542416,24,18,646,0.333161423414131,208,0.1072717895822589,0.3219814241486068,0.012377514182568335,0.009283135636926251,0.24690272825275728,0.21583064262109464,0.0,1.0,0.3462310307654034,0.31101456820314605,0.0,1.0,0.38513972966249277,0.267061471518686,0.0,1.0,0.3459656687950908,0.24742544186834456,0.0,1.0
208,1945,420,11.722519280205619,91.08329048843187,16,16,627,0.3223650385604113,199,0.10231362467866324,0.31738437001594894,0.008226221079691516,0.008226221079691516,0.24575835475578406,0.21462854319123142,0.0,1.0,0.3457500621942118,0.31071949401154647,0.0,1.0,0.3874616469027283,0.26800427268814053,0.0,1.0,0.3463968819968488,0.24807107449991184,0.0,1.0
209,1950,410,11.757487179487143,91.47641025641026,21,16,612,0.3146529562982005,210,0.10796915167095116,0.3431372549019608,0.010796915167095116,0.008226221079691516,0.24489660876757652,0.21363519149896362,0.0,1.0,0.3440198511166253,0.3101876297946131,0.0,1.0,0.38782464846980974,0.26816563600704096,0.0,1.0,0.3469809760132341,0.24783412486356177,0.0,1.0
210,1951,400,11.760328036904115,91.61763198359816,25,24,640,0.3282051282051282,210,0.1076923076923077,0.328125,0.01282051282051282,0.012307692307692308,0.24212562622972503,0.21237413070447544,0.0,1.0,0.3417932904548536,0.30948770292946226,0.0,1.0,0.3894280848530943,0.2689765777645852,0.0,1.0,0.3447528976042063,0.24663786266198692,0.0,1.0
211,1942,401,11.855200823892858,92.33367662203914,15,24,639,0.32752434648898,199,0.10199897488467452,0.3114241001564945,0.007688364941055869,0.01230138390568939,0.24196870535862594,0.2125480358712272,0.0,1.0,0.3413673964320122,0.30919741013450286,0.0,1.0,0.39041892295937014,0.26932132437703926,0.0,1.0,0.34480582040463775,0.2467388515854942,0.0,1.0
212,1949,395,11.844022575679798,92.45253976398153,23,16,610,0.3141091658084449,206,0.10607621009268794,0.3377049180327869,0.01184346035015448,0.008238928939237899,0.24073553021400554,0.2118727001155377,0.0,1.0,0.34201161886161635,0.30970240802216714,0.0,1.0,0.3907876661315149,0.2702022022370174,0.0,1.0,0.34426256641122827,0.24617323582224807,0.0,1.0
213,1944,390,11.866255144032886,92.45370370370371,19,24,622,0.319138019497178,205,0.10518214468958441,0.3295819935691318,0.009748589020010261,0.012314007183170857,0.23928049913712998,0.21060567037732678,0.0,1.0,0.34224412584627634,0.30971511752979847,0.0,1.0,0.3903989114562591,0.2700099277744797,0.0,1.0,0.34327293243063856,0.2458586057408962,0.0,1.0
214,1938,404,11.815273477812141,92.22394220846233,21,27,632,0.32510288065843623,186,0.09567901234567901,0.29430379746835444,0.010802469135802469,0.013888888888888888,0.23760777655714238,0.21073633805964342,0.0,1.0,0.34127301175138985,0.3094330073909536,0.0,1.0,0.3922733779420087,0.2710626538536537,0.0,1.0,0.34305402976131033,0.24579175313871807,0.0,1.0
