step,population_size,food_count,average_energy,average_age,birth_count,death_count,move_count,move_rate,eat_count,eat_rate,eat_per_move,birth_rate,death_rate,average_exploration_tendency,std_exploration_tendency,min_exploration_tendency,max_exploration_tendency,average_site_fidelity,std_site_fidelity,min_site_fidelity,max_site_fidelity,average_risk_tolerance,std_risk_tolerance,min_risk_tolerance,max_risk_tolerance,average_reproduction_timing,std_reproduction_timing,min_reproduction_timing,max_reproduction_timing
10,117,2305,17.089743589743588,9.7008547008547,5,0,81,0.7232142857142857,46,0.4107142857142857,0.5679012345679012,0.044642857142857144,0.0,0.5563826854149434,0.2731953149697461,0.0,1.0,0.4971050454921423,0.30585691999880377,0.0,1.0,0.44113592500689275,0.28285368830033636,0.0,1.0,0.5015164047422113,0.26187888681139065,0.0,1.0
11,122,2456,17.38524590163934,10.163934426229508,6,1,82,0.7008547008547008,49,0.4188034188034188,0.5975609756097561,0.05128205128205128,0.008547008547008548,0.5557905869910101,0.26997839094044607,0.0,1.0,0.4949762030671603,0.30904357649224956,0.0,1.0,0.43469063987308304,0.2843924922646641,0.0,1.0,0.48757271285034376,0.26369443000347853,0.0,1.0
12,125,2604,18.118399999999998,10.896,3,0,89,0.7295081967213115,52,0.4262295081967213,0.5842696629213483,0.02459016393442623,0.0,0.551483870967742,0.26820167291968905,0.0,1.0,0.49806451612903224,0.30606495131340433,0.0,1.0,0.432,0.28649508533829493,0.0,1.0,0.4890322580645161,0.26318785305130726,0.0,1.0
13,136,2737,17.884558823529407,10.933823529411764,11,0,100,0.8,67,0.536,0.67,0.088,0.0,0.5486242884250474,0.2730049111522973,0.0,1.0,0.49146110056926,0.3119509388204712,0.0,1.0,0.4278937381404175,0.2885046205024429,0.0,1.0,0.48315939278937375,0.26225449674912926,0.0,1.0
14,150,2863,17.45133333333333,10.82,14,0,101,0.7426470588235294,74,0.5441176470588235,0.7326732673267327,0.10294117647058823,0.0,0.544516129032258,0.2767914875415107,0.0,1.0,0.48537634408602154,0.3091917487883341,0.0,1.0,0.43419354838709673,0.29043319278755214,0.0,1.0,0.48129032258064514,0.26460842869070855,0.0,1.0
15,160,2988,17.626874999999995,11.04375,11,1,103,0.6866666666666666,75,0.5,0.7281553398058253,0.07333333333333333,0.006666666666666667,0.542741935483871,0.2761446238438033,0.0,1.0,0.4953629032258064,0.3137780188226287,0.0,1.0,0.430241935483871,0.2899838413633094,0.0,1.0,0.4778225806451613,0.2618221265717224,0.0,1.0
16,177,3093,17.351977401129936,10.887005649717514,17,0,123,0.76875,95,0.59375,0.7723577235772358,0.10625,0.0,0.5370876617459449,0.2748149829828097,0.0,1.0,0.4997266265718972,0.31064332543552203,0.0,1.0,0.42792053945689806,0.2887338806337501,0.0,1.0,0.4776745033716056,0.26057496035054967,0.0,1.0
17,196,3192,16.97244897959183,10.73469387755102,19,0,137,0.7740112994350282,101,0.5706214689265536,0.7372262773722628,0.10734463276836158,0.0,0.532258064516129,0.2759691568942517,0.0,1.0,0.49868334430546407,0.30733106776586044,0.0,1.0,0.43104015799868334,0.29080934079468007,0.0,1.0,0.46445029624753126,0.2620754706860798,0.0,1.0
18,208,3281,17.519230769230763,11.057692307692308,12,0,158,0.8061224489795918,111,0.5663265306122449,0.7025316455696202,0.061224489795918366,0.0,0.5347394540942928,0.2784910738778799,0.0,1.0,0.4995347394540943,0.30923022607786815,0.0,1.0,0.43331265508684863,0.2924776788909234,0.0,1.0,0.4692928039702233,0.26384954318598364,0.0,1.0
19,231,3361,17.061471861471855,10.857142857142858,23,0,167,0.8028846153846154,120,0.5769230769230769,0.718562874251497,0.11057692307692307,0.0,0.5300935623516269,0.280165784193799,0.0,1.0,0.49029465158497415,0.3057090484316339,0.0,1.0,0.42829213796955734,0.292588932140108,0.0,1.0,0.4608294930875576,0.26667609416665083,0.0,1.0
20,253,3431,16.905533596837937,10.826086956521738,22,0,181,0.7835497835497836,130,0.5627705627705628,0.7182320441988951,0.09523809523809523,0.0,0.5353818691827107,0.2819997723157792,0.0,1.0,0.4949636618640826,0.31029176256749236,0.0,1.0,0.43197755960729317,0.29672111509419363,0.0,1.0,0.4633431085043988,0.26567065687108143,0.0,1.0
21,284,3488,16.242253521126756,10.535211267605634,31,0,199,0.7865612648221344,143,0.5652173913043478,0.7185929648241206,0.1225296442687747,0.0,0.5437301226715129,0.278345248814776,0.0,1.0,0.49534302589731943,0.31213835157215164,0.0,1.0,0.4353702862335302,0.29330461841060845,0.0,1.0,0.45195365742844157,0.2690130399705138,0.0,1.0
22,312,3532,16.060576923076916,10.48397435897436,29,1,209,0.7359154929577465,156,0.5492957746478874,0.7464114832535885,0.10211267605633803,0.0035211267605633804,0.538151364764268,0.27816413371958365,0.0,1.0,0.4925558312655087,0.31284622014997643,0.0,1.0,0.4373449131513647,0.29276475778705047,0.0,1.0,0.44861455748552526,0.2663971159397658,0.0,1.0
23,348,3548,15.72614942528735,10.295977011494253,36,0,247,0.7916666666666666,184,0.5897435897435898,0.7449392712550608,0.11538461538461539,0.0,0.5449573600296627,0.2752931455995079,0.0,1.0,0.49100852799406747,0.3105369564125532,0.0,1.0,0.43576195773081206,0.29316663101024076,0.0,1.0,0.4421579532814238,0.26601863671499754,0.0,1.0
24,374,3533,16.376737967914433,10.510695187165775,26,0,258,0.7413793103448276,215,0.617816091954023,0.8333333333333334,0.07471264367816093,0.0,0.5437295152665171,0.27390269207738677,0.0,1.0,0.4875797826461963,0.3098670074997319,0.0,1.0,0.4300500258754528,0.29634979376804615,0.0,1.0,0.43255131964809385,0.2644248607197197,0.0,1.0
25,409,3521,16.358190709046447,10.525672371638143,35,0,282,0.7540106951871658,212,0.5668449197860963,0.75177304964539,0.09358288770053476,0.0,0.539711333701396,0.27277095617905045,0.0,1.0,0.4943607540026816,0.3111294672367287,0.0,1.0,0.4274785077687515,0.2931918277717405,0.0,1.0,0.4341036359334332,0.2634576322878713,0.0,1.0
26,455,3484,16.040879120879115,10.360439560439561,46,0,306,0.7481662591687042,237,0.5794621026894865,0.7745098039215687,0.11246943765281174,0.0,0.5424317617866005,0.2703834465503435,0.0,1.0,0.4942219071251329,0.3104384467924299,0.0,1.0,0.4292803970223325,0.2948713059847766,0.0,1.0,0.4284296348812478,0.2626149295117889,0.0,1.0
27,498,3423,16.050401606425694,10.379518072289157,43,0,350,0.7692307692307693,261,0.5736263736263736,0.7457142857142857,0.0945054945054945,0.0,0.5394481150408084,0.2701370334667573,0.0,1.0,0.49410545407436196,0.30952958685172577,0.0,1.0,0.4286176965928229,0.29335812027186897,0.0,1.0,0.42615623785464435,0.2637223952270626,0.0,1.0
28,543,3332,16.190239410681393,10.41804788213628,46,1,378,0.7590361445783133,291,0.5843373493975904,0.7698412698412699,0.09236947791164658,0.002008032128514056,0.540485950216836,0.27120930655827274,0.0,1.0,0.49973266797362326,0.31042169043212414,0.0,1.0,0.4271965781500624,0.29408999893877835,0.0,1.0,0.4253549575239114,0.26076166447453397,0.0,1.0
29,590,3231,16.26610169491525,10.508474576271187,47,0,410,0.7550644567219152,301,0.5543278084714549,0.7341463414634146,0.0865561694290976,0.0,0.5427009294696555,0.2699937838563402,0.0,1.0,0.49912520503007113,0.3097533455016472,0.0,1.0,0.42356478950246035,0.29604633819629955,0.0,1.0,0.4194641880809185,0.25902634189753754,0.0,1.0
30,651,3114,15.952380952380947,10.43010752688172,61,0,433,0.7338983050847457,317,0.5372881355932203,0.7321016166281755,0.10338983050847457,0.0,0.5467518953471087,0.2675685599052728,0.0,1.0,0.4959615479906843,0.3086547281636603,0.0,1.0,0.41657995143947274,0.29223826289955135,0.0,1.0,0.42143600416233096,0.26015975384365947,0.0,1.0
31,718,2957,15.703342618384394,10.348189415041782,68,1,490,0.7526881720430108,357,0.5483870967741935,0.7285714285714285,0.10445468509984639,0.0015360983102918587,0.5512624674274418,0.2663179888430379,0.0,1.0,0.489756492047803,0.30974344401899445,0.0,1.0,0.4166591787222572,0.29318134562873494,0.0,1.0,0.4206128133704735,0.2606487000929066,0.0,1.0
32,775,2797,15.724258064516121,10.499354838709678,58,1,527,0.733983286908078,360,0.5013927576601671,0.683111954459203,0.0807799442896936,0.001392757660167131,0.5490946930280958,0.2678895249015491,0.0,1.0,0.4886992715920916,0.30913201498910137,0.0,1.0,0.4124453694068678,0.29307847689112354,0.0,1.0,0.4163163371488033,0.2616199507910254,0.0,1.0
33,836,2641,15.58050239234449,10.654306220095695,62,1,554,0.7148387096774194,356,0.4593548387096774,0.6425992779783394,0.08,0.0012903225806451613,0.5487729587899367,0.268804064978309,0.0,1.0,0.48356227812934094,0.30880027727720516,0.0,1.0,0.4150717703349282,0.2902974169817962,0.0,1.0,0.41630652878530633,0.26118448608387246,0.0,1.0
34,915,2462,15.133114754098354,10.636065573770491,80,1,590,0.7057416267942583,379,0.4533492822966507,0.6423728813559322,0.09569377990430622,0.0011961722488038277,0.5490569363652389,0.26875572460614305,0.0,1.0,0.48055702450202714,0.30753257019376296,0.0,1.0,0.4204477348845408,0.2907823879577093,0.0,1.0,0.41248016922263353,0.2599163301223016,0.0,1.0
35,980,2275,15.026428571428564,10.847959183673469,67,2,631,0.6896174863387978,387,0.42295081967213116,0.6133122028526149,0.073224043715847,0.002185792349726776,0.5469058591178407,0.2685353807016073,0.0,1.0,0.4817314022383147,0.30709832453703817,0.0,1.0,0.41869651086240944,0.29269673649426187,0.0,1.0,0.4115536537195523,0.2599210799437854,0.0,1.0
36,1039,2089,15.01597690086621,11.158806544754572,60,1,657,0.6704081632653062,386,0.39387755102040817,0.5875190258751902,0.061224489795918366,0.0010204081632653062,0.546337980067683,0.2673172195715254,0.0,1.0,0.4756745009158931,0.30816125548991463,0.0,1.0,0.4228942221118321,0.2933127119967228,0.0,1.0,0.4108789468782017,0.25922089584295155,0.0,1.0
37,1099,1906,14.906915377616007,11.440400363967242,65,5,707,0.6804619826756496,383,0.368623676612127,0.5417256011315418,0.06256015399422522,0.004812319538017324,0.5438668584343539,0.26863217940742207,0.0,1.0,0.4739499251518976,0.30666981872542054,0.0,1.0,0.42804308902521354,0.2955928356722413,0.0,1.0,0.41046112301505766,0.2583532193851977,0.0,1.0
38,1165,1715,14.734678111587975,11.72618025751073,67,1,728,0.6624203821656051,391,0.35577797998180166,0.5370879120879121,0.060964513193812554,0.0009099181073703367,0.5444829018413402,0.27065033981126874,0.0,1.0,0.4703585767686557,0.3064404415859227,0.0,1.0,0.4261664128478472,0.2957316876819958,0.0,1.0,0.40874982694171397,0.25797985371477505,0.0,1.0
39,1222,1553,14.562356792144017,12.085106382978724,63,6,753,0.6463519313304721,362,0.31072961373390556,0.4807436918990704,0.05407725321888412,0.005150214592274678,0.5403885750488359,0.27240254248656387,0.0,1.0,0.4661316720342115,0.3060191555594161,0.0,1.0,0.42624465445330234,0.29473163099348393,0.0,1.0,0.40845256322263873,0.25777962299464496,0.0,1.0
40,1284,1393,14.29641744548286,12.433021806853583,65,3,793,0.648936170212766,360,0.2945990180032733,0.45397225725094575,0.05319148936170213,0.0024549918166939444,0.5391669178976987,0.2726658007032741,0.0,1.0,0.4649532710280374,0.3071547875197442,0.0,1.0,0.42372625866747055,0.29556563338284936,0.0,1.0,0.40727062606773184,0.25783958565171067,0.0,1.0
41,1334,1258,14.105022488755614,12.907796101949025,53,3,823,0.6409657320872274,335,0.26090342679127726,0.40704738760631837,0.04127725856697819,0.002336448598130841,0.536320549402718,0.27351397907962677,0.0,1.0,0.46413889829278904,0.3071601474217917,0.0,1.0,0.42344150505392464,0.29548059688982137,0.0,1.0,0.405764859505731,0.2577851225250442,0.0,1.0
42,1378,1140,13.950217706821473,13.42235123367199,49,5,807,0.6049475262368815,318,0.2383808095952024,0.3940520446096654,0.03673163418290855,0.0037481259370314842,0.5342946767170748,0.2738801072349934,0.0,1.0,0.46034458542066575,0.30687212021434046,0.0,1.0,0.4229598763987078,0.2938217240315593,0.0,1.0,0.40458354791891005,0.25645605000995253,0.0,1.0
43,1419,1038,13.763143058491886,13.96124031007752,49,8,824,0.5979680696661829,302,0.21915820029027577,0.36650485436893204,0.03555878084179971,0.005805515239477504,0.5332924140125941,0.273811557259238,0.0,1.0,0.45872831844324713,0.3065942100328707,0.0,1.0,0.4220373275136966,0.29438257233310977,0.0,1.0,0.4021914569551479,0.2552232985650392,0.0,1.0
44,1447,935,13.720248790601234,14.566689702833449,43,15,839,0.591261451726568,303,0.2135306553911205,0.36114421930870083,0.030303030303030304,0.010570824524312896,0.5307309895891389,0.27368526388963504,0.0,1.0,0.4568963595425463,0.3060247348011034,0.0,1.0,0.42071471565196067,0.2956481335595834,0.0,1.0,0.4029025570145128,0.2546754590321089,0.0,1.0
45,1486,864,13.427725437415873,15.090174966352624,49,10,870,0.6012439530062198,271,0.18728403593642018,0.3114942528735632,0.033863165169315826,0.006910850034554251,0.5293274866495897,0.2744178604077444,0.0,1.0,0.4531975860721574,0.30577668121591073,0.0,1.0,0.4170320844006426,0.2958410001176568,0.0,1.0,0.4013372118265098,0.2552466395542461,0.0,1.0
46,1512,776,13.35654761904761,15.740079365079366,37,11,870,0.585464333781965,288,0.19380888290713325,0.3310344827586207,0.02489905787348587,0.007402422611036339,0.5281191329578426,0.2741271624122197,0.0,1.0,0.4515488991295443,0.30532328148596405,0.0,1.0,0.4178827444956477,0.29639847799803426,0.0,1.0,0.40337514934289126,0.2562553492700203,0.0,1.0
47,1539,723,13.147173489278742,16.34502923976608,43,16,868,0.5740740740740741,253,0.16732804232804233,0.29147465437788017,0.028439153439153438,0.010582010582010581,0.5252258483724245,0.2747316552485787,0.0,1.0,0.44823827789306003,0.3050511339717012,0.0,1.0,0.4158544509421702,0.2949228994286837,0.0,1.0,0.4061497830598,0.2565141671591853,0.0,1.0
48,1550,654,13.18367741935483,17.130967741935486,23,12,881,0.5724496426250812,269,0.17478882391163092,0.30533484676503975,0.014944769330734242,0.007797270955165692,0.5246201873048907,0.27478433491489956,0.0,1.0,0.4466181061394381,0.3056084997846064,0.0,1.0,0.414630593132154,0.29422485032996576,0.0,1.0,0.40472424557752346,0.25645459783192215,0.0,1.0
49,1572,623,12.974745547073782,17.739821882951652,36,14,863,0.5567741935483871,231,0.14903225806451612,0.26767091541135574,0.023225806451612905,0.00903225806451613,0.5230649265369778,0.276094541572665,0.0,1.0,0.44244028564393006,0.3057627519909812,0.0,1.0,0.41440942296642863,0.29474193091465445,0.0,1.0,0.4045391118772059,0.25615210400477256,0.0,1.0
50,1582,586,12.922692793931722,18.510113780025286,26,16,857,0.5451653944020356,237,0.15076335877862596,0.2765460910151692,0.01653944020356234,0.010178117048346057,0.5191876350882917,0.2757630702931608,0.0,1.0,0.43892989682313116,0.3063871568240305,0.0,1.0,0.4144202928102443,0.2937114236526113,0.0,1.0,0.40618245585416585,0.2575315265189772,0.0,1.0
51,1595,533,12.836112852664566,19.181191222570533,34,21,920,0.5815423514538559,253,0.15992414664981036,0.275,0.021491782553729456,0.01327433628318584,0.5150773586813631,0.27640640404806743,0.0,1.0,0.43806249367984634,0.3062512269827585,0.0,1.0,0.41415714430174944,0.29230744735736486,0.0,1.0,0.4052179188997877,0.256368513137098,0.0,1.0
52,1591,511,12.825581395348825,19.996857322438718,21,25,926,0.580564263322884,222,0.13918495297805641,0.23974082073434125,0.013166144200626959,0.01567398119122257,0.5113643275683786,0.2765053754455032,0.0,1.0,0.43585896474118535,0.30643004012614516,0.0,1.0,0.41383994647310474,0.29211087551795273,0.0,1.0,0.4061758682913972,0.2569220617945598,0.0,1.0
53,1581,503,12.833776091081583,20.839974699557242,20,30,907,0.5700817096165933,208,0.13073538654934003,0.22932745314222713,0.01257071024512885,0.018856065367693273,0.5094162534941136,0.276972698176387,0.0,1.0,0.43418824345555085,0.30614803931174095,0.0,1.0,0.4121523739568668,0.2911976901913992,0.0,1.0,0.40792883230295235,0.25631875248328573,0.0,1.0
54,1587,474,12.795967233774405,21.57403906742281,25,19,855,0.540796963946869,229,0.14484503478810878,0.26783625730994154,0.015812776723592662,0.012017710309930424,0.5065552777608391,0.2772310274157424,0.0,1.0,0.4345183649409517,0.30692258727578625,0.0,1.0,0.41030957172185295,0.2912754794445004,0.0,1.0,0.40650852694269973,0.2561573467330781,0.0,1.0
55,1580,451,12.830379746835431,22.310126582278482,23,30,891,0.5614366729678639,223,0.1405166981726528,0.250280583613917,0.014492753623188406,0.01890359168241966,0.5024703960800326,0.2766097437630246,0.0,1.0,0.4315026541445488,0.3066685243210652,0.0,1.0,0.4064924458962842,0.28952159988319826,0.0,1.0,0.4074520212331564,0.25758668550943636,0.0,1.0
56,1582,461,12.72490518331225,23.054361567635905,21,19,837,0.529746835443038,190,0.12025316455696203,0.2270011947431302,0.013291139240506329,0.012025316455696202,0.5000203906855348,0.2767579786377932,0.0,1.0,0.4298968231311937,0.3057989994747112,0.0,1.0,0.4060193303698871,0.28841959767718944,0.0,1.0,0.4082215244076505,0.25678380763058584,0.0,1.0
57,1581,450,12.686464263124593,23.837444655281466,24,25,865,0.5467762326169405,211,0.1333754740834387,0.24393063583815028,0.015170670037926675,0.01580278128950695,0.4956438350574361,0.2766182575944239,0.0,1.0,0.4278019220175063,0.30618554220715766,0.0,1.0,0.4046642590438881,0.288602571526786,0.0,1.0,0.4096019260982229,0.2563750287989496,0.0,1.0
58,1575,448,12.676634920634907,24.662222222222223,18,24,866,0.5477545857052498,202,0.12776723592662872,0.23325635103926096,0.011385199240986717,0.015180265654648957,0.49112135176651306,0.276889471546125,0.0,1.0,0.425273937532002,0.30629227085363936,0.0,1.0,0.40385048643113153,0.28825131239462387,0.0,1.0,0.40974910394265235,0.2565384244404554,0.0,1.0
59,1573,435,12.70349650349649,25.40623013350286,19,21,804,0.5104761904761905,213,0.13523809523809524,0.26492537313432835,0.012063492063492064,0.013333333333333334,0.48846461456432133,0.276740137437526,0.0,1.0,0.425199433997088,0.3067624255320506,0.0,1.0,0.40473309681520825,0.2885567862928456,0.0,1.0,0.40949080245267927,0.25539749006057527,0.0,1.0
60,1571,438,12.689815404201132,26.28453214513049,14,16,811,0.5155753337571519,197,0.12523839796567068,0.24290998766954378,0.008900190718372537,0.010171646535282899,0.48649925052873655,0.27676247459889625,0.0,1.0,0.4254738095726987,0.3065129077377881,0.0,1.0,0.4055974209975155,0.2881990220374462,0.0,1.0,0.4091907763700951,0.2557505864291899,0.0,1.0
61,1566,441,12.67694763729245,27.16411238825032,14,19,851,0.5416931890515595,197,0.12539783577339275,0.23149236192714454,0.008911521323997454,0.0120942075111394,0.48230544226094835,0.27678263136150905,0.0,1.0,0.42571993573105915,0.3069115244096223,0.0,1.0,0.40384377703621305,0.28821949980589395,0.0,1.0,0.40786058583611423,0.2553429030707701,0.0,1.0
62,1555,448,12.722508038585195,28.04823151125402,12,23,826,0.5274584929757343,193,0.12324393358876118,0.23365617433414043,0.007662835249042145,0.014687100893997445,0.47785499429519757,0.27690522477436547,0.0,1.0,0.4246862358676486,0.30733665347592243,0.0,1.0,0.403900010372368,0.2876306537359529,0.0,1.0,0.40690799709573694,0.25472174915354484,0.0,1.0
63,1554,438,12.731595881595867,28.855212355212355,16,17,822,0.5286173633440514,210,0.13504823151125403,0.25547445255474455,0.010289389067524116,0.010932475884244373,0.47639805704321836,0.27749750323221395,0.0,1.0,0.42284219703574544,0.3080396845868749,0.0,1.0,0.40345414538962926,0.2881282565484084,0.0,1.0,0.40791713372358535,0.2551807160557763,0.0,1.0
64,1554,439,12.740797940797925,29.734877734877735,11,11,777,0.5,199,0.12805662805662807,0.25611325611325614,0.007078507078507079,0.007078507078507079,0.47594137916718565,0.27782246615884165,0.0,1.0,0.42203263171005106,0.3080249607489444,0.0,1.0,0.4037655166687425,0.28827886344336534,0.0,1.0,0.4088304894756508,0.25525412243936835,0.0,1.0
65,1549,450,12.74648160103291,30.65655261459006,9,14,807,0.5193050193050193,189,0.12162162162162163,0.2342007434944238,0.005791505791505791,0.009009009009009009,0.4740207001395281,0.27790870699484266,0.0,1.0,0.42358233199358586,0.30848696913213164,0.0,1.0,0.40309044336616756,0.28830271989931566,0.0,1.0,0.4092338449363793,0.25584952547018447,0.0,1.0
66,1542,436,12.816407263294407,31.45330739299611,16,23,828,0.5345384118786314,214,0.1381536475145255,0.2584541062801932,0.010329244673983214,0.014848289218850872,0.4712145935316514,0.2784334529186037,0.0,1.0,0.4230576126521903,0.30816354301344573,0.0,1.0,0.40360235973390235,0.2885614897277429,0.0,1.0,0.40805824024099413,0.2558438814755063,0.0,1.0
67,1548,454,12.671834625322981,32.0671834625323,23,17,796,0.51621271076524,182,0.11802853437094682,0.228643216080402,0.014915693904020753,0.011024643320363165,0.46774193548387094,0.2785063058681868,0.0,1.0,0.42152204717846126,0.30790250340994574,0.0,1.0,0.40572643160790195,0.2884243483620553,0.0,1.0,0.4078519629907477,0.25546636755850116,0.0,1.0
68,1551,452,12.603997421018681,32.72856221792392,21,18,824,0.5322997416020672,202,0.13049095607235142,0.24514563106796117,0.013565891472868217,0.011627906976744186,0.4658596950978557,0.27788391452181643,0.0,1.0,0.42128907468646654,0.30787100572712994,0.0,1.0,0.40500405565608033,0.2881864113824022,0.0,1.0,0.4079990016846571,0.2557871885243616,0.0,1.0
69,1547,459,12.605623787976711,33.63994828700711,10,14,814,0.524822695035461,193,0.12443584784010316,0.2371007371007371,0.006447453255963894,0.009026434558349452,0.4644577433951248,0.27829883096283065,0.0,1.0,0.42191963634088875,0.3080175168294663,0.0,1.0,0.40446650124069483,0.28758671997211394,0.0,1.0,0.40863690389307084,0.25603285756725075,0.0,1.0
70,1544,457,12.590284974093246,34.40155440414508,19,22,835,0.539754363283775,202,0.1305753070458953,0.24191616766467067,0.012281835811247576,0.014221073044602456,0.46047133545044294,0.27832321491580014,0.0,1.0,0.4216112318234999,0.30840100353732147,0.0,1.0,0.4018260070198897,0.28705082176112207,0.0,1.0,0.4068402139394952,0.25664070064497607,0.0,1.0
71,1545,453,12.575533980582506,35.086084142394824,19,18,786,0.5090673575129534,204,0.13212435233160622,0.2595419847328244,0.012305699481865285,0.011658031088082901,0.45881616035076733,0.2781319204632679,0.0,1.0,0.4219647144795907,0.30820115502544376,0.0,1.0,0.403946132164109,0.28704753963500046,0.0,1.0,0.40797578035285526,0.2571949421991269,0.0,1.0
72,1540,464,12.555649350649333,35.82012987012987,18,23,806,0.5216828478964401,189,0.12233009708737864,0.23449131513647642,0.011650485436893204,0.01488673139158576,0.4577084206116464,0.27888130627495056,0.0,1.0,0.41979472140762464,0.3085826655989359,0.0,1.0,0.4024088814411395,0.2862560383982879,0.0,1.0,0.40739421868454123,0.25766265981311054,0.0,1.0
73,1544,474,12.459585492227962,36.5440414507772,16,12,820,0.5324675324675324,190,0.12337662337662338,0.23170731707317074,0.01038961038961039,0.007792207792207792,0.4560839043957881,0.27885636648871803,0.0,1.0,0.42014875480528163,0.3092375202374254,0.0,1.0,0.4030586662209594,0.2863960410904304,0.0,1.0,0.4073834196891192,0.25793175132932755,0.0,1.0
74,1544,479,12.439183937823817,37.26619170984456,14,14,791,0.5123056994818653,195,0.12629533678756477,0.24652338811630847,0.009067357512953367,0.009067357512953367,0.4531171653016881,0.2781307352423815,0.0,1.0,0.41968911917098445,0.30887418528032456,0.0,1.0,0.40366454955707837,0.28594829222482104,0.0,1.0,0.4076550225639311,0.25878286072392315,0.0,1.0
75,1535,488,12.485016286644932,38.153094462540714,12,21,790,0.5116580310880829,191,0.12370466321243523,0.2417721518987342,0.007772020725388601,0.013601036269430052,0.4519071135862141,0.2782748529501646,0.0,1.0,0.4179678470106126,0.3088351938604842,0.0,1.0,0.40136597667332147,0.28606458925624506,0.0,1.0,0.40508563622990434,0.25828330480262635,0.0,1.0
76,1532,482,12.530548302872043,38.904699738903396,16,19,772,0.5029315960912052,206,0.13420195439739413,0.266839378238342,0.010423452768729642,0.012377850162866449,0.44992840899519915,0.2789077827565787,0.0,1.0,0.41922850164238185,0.30839918985474535,0.0,1.0,0.4014570875094753,0.2864035370645151,0.0,1.0,0.40482607597068976,0.25782651073732454,0.0,1.0
