step,population_size,food_count,average_energy,average_age,birth_count,death_count,move_count,move_rate,eat_count,eat_rate,average_exploration_tendency,min_exploration_tendency,max_exploration_tendency,average_site_fidelity,min_site_fidelity,max_site_fidelity,average_risk_tolerance,min_risk_tolerance,max_risk_tolerance,average_reproduction_timing,min_reproduction_timing,max_reproduction_timing
535,2402,1125,12.684929225645277,84.94920899250624,21,26,515,0.2139592854175322,210,0.08724553385957623,0.12105503478284224,0.0,1.0,0.517794311192286,0.0,1.0,0.46975638580752593,0.0,1.0,0.3590153366817974,0.0,1.0
536,2389,1130,12.760234407701947,85.29845123482629,10,23,465,0.1935886761032473,195,0.08118234804329726,0.12057953793596997,0.0,1.0,0.517668345508311,0.0,1.0,0.4689774369084109,0.0,1.0,0.35786332518667546,0.0,1.0
537,2389,1156,12.705609041439914,85.23357053160318,24,24,465,0.19464210966931772,174,0.07283382168271244,0.12006643351922115,0.0,1.0,0.5179654059601129,0.0,1.0,0.46796473082272244,0.0,1.0,0.35845744609027935,0.0,1.0
538,2381,1144,12.72809743805122,85.08357832843343,17,25,497,0.20803683549602345,212,0.08874005860192549,0.11995502025443362,0.0,1.0,0.5182967308395767,0.0,1.0,0.4686293370906775,0.0,1.0,0.35741285174296517,0.0,1.0
539,2383,1143,12.738522870331495,85.14099874108267,23,21,455,0.19109617807643847,201,0.08441831163376733,0.11993556509144072,0.0,1.0,0.5184844259743072,0.0,1.0,0.4685338350953664,0.0,1.0,0.35795216114141837,0.0,1.0
540,2391,1146,12.68615641990797,84.99121706398996,25,17,471,0.19765002098195553,197,0.08266890474192194,0.11984457845954588,0.0,1.0,0.5202439254732127,0.0,1.0,0.46795105300791956,0.0,1.0,0.3567949703862603,0.0,1.0
541,2393,1165,12.660091934809843,85.15002089427497,17,15,487,0.20368046842325388,181,0.07570054370556252,0.11979833654610895,0.0,1.0,0.5207662132833668,0.0,1.0,0.46813960071714544,0.0,1.0,0.357507784802448,0.0,1.0
542,2385,1165,12.72607966457021,85.30943396226415,15,23,473,0.19765984120351024,200,0.08357709987463435,0.11952390613376615,0.0,1.0,0.5213363089199974,0.0,1.0,0.4672212078176777,0.0,1.0,0.35735443294785957,0.0,1.0
543,2386,1180,12.747150041911128,85.70536462699079,18,17,482,0.2020964360587002,185,0.07756813417190776,0.11948733201741339,0.0,1.0,0.521874915501717,0.0,1.0,0.46707946894519103,0.0,1.0,0.3584755157775194,0.0,1.0
544,2382,1183,12.809781696053717,86.12972292191436,15,19,457,0.19153394803017604,197,0.08256496227996647,0.1193900490235909,0.0,1.0,0.5216678854852251,0.0,1.0,0.4666585412096097,0.0,1.0,0.35735760136507677,0.0,1.0
545,2386,1169,12.77200335289185,85.6580050293378,27,23,489,0.2052896725440806,214,0.08984047019311503,0.11928453613822568,0.0,1.0,0.52232106643593,0.0,1.0,0.4658356542195063,0.0,1.0,0.35743449693102236,0.0,1.0
546,2384,1158,12.786199664429512,85.74958053691275,19,21,511,0.21416596814752725,211,0.0884325230511316,0.11868099155661399,0.0,1.0,0.5217985494695822,0.0,1.0,0.46461625893050446,0.0,1.0,0.35772082701883523,0.0,1.0
547,2390,1169,12.76518828451881,85.80418410041841,19,13,478,0.200503355704698,189,0.07927852348993289,0.11858550411661493,0.0,1.0,0.5210419759751653,0.0,1.0,0.4637602915373195,0.0,1.0,0.3579160480496693,0.0,1.0
548,2397,1172,12.693074676679164,85.46391322486441,27,20,486,0.20334728033472804,197,0.08242677824267783,0.11862946963273986,0.0,1.0,0.5205969827876242,0.0,1.0,0.46310576392533676,0.0,1.0,0.3573149232239224,0.0,1.0
549,2399,1165,12.692788661942458,85.24802000833681,27,25,459,0.19148936170212766,207,0.08635794743429287,0.11910876843846227,0.0,1.0,0.519786470169022,0.0,1.0,0.4641181137301833,0.0,1.0,0.3575145557960978,0.0,1.0
550,2390,1176,12.773179916317973,85.51087866108787,8,17,454,0.18924551896623593,189,0.07878282617757398,0.11884194898096907,0.0,1.0,0.5203131326764745,0.0,1.0,0.4637737886354434,0.0,1.0,0.3577945741665542,0.0,1.0
551,2395,1159,12.817160751565742,85.43590814196241,23,18,462,0.19330543933054392,217,0.0907949790794979,0.11853996902148292,0.0,1.0,0.5209913125462994,0.0,1.0,0.4641659371001414,0.0,1.0,0.3581116573506633,0.0,1.0
552,2392,1166,12.806312709030081,85.16847826086956,22,25,465,0.1941544885177453,193,0.08058455114822546,0.11824360772467363,0.0,1.0,0.5187183083396267,0.0,1.0,0.464721113388715,0.0,1.0,0.3569694681195382,0.0,1.0
553,2393,1163,12.815587129126602,85.04095277893857,19,18,436,0.18227424749163879,203,0.08486622073578595,0.11777630993623875,0.0,1.0,0.517679252658965,0.0,1.0,0.4658210102044943,0.0,1.0,0.3555261987247752,0.0,1.0
554,2402,1178,12.74954204829307,84.81931723563697,23,14,434,0.18136230672795653,185,0.07730881738403678,0.11850339770621256,0.0,1.0,0.5183583572829094,0.0,1.0,0.46657355429615105,0.0,1.0,0.35607423920926107,0.0,1.0
555,2408,1187,12.732682724252474,84.83264119601328,20,14,454,0.18900915903413823,191,0.07951706910907577,0.11819472725324189,0.0,1.0,0.5185805379916407,0.0,1.0,0.4674740113599829,0.0,1.0,0.35552191619333406,0.0,1.0
556,2408,1187,12.708928571428553,84.56353820598007,18,18,489,0.2030730897009967,200,0.08305647840531562,0.11808755760368664,0.0,1.0,0.5192771407137499,0.0,1.0,0.4676079734219269,0.0,1.0,0.3553075768942236,0.0,1.0
557,2413,1178,12.718441773725633,84.51056775797763,25,20,466,0.19352159468438537,209,0.08679401993355482,0.11817707845942006,0.0,1.0,0.5186021950991271,0.0,1.0,0.4682566207237678,0.0,1.0,0.35544028982794806,0.0,1.0
558,2419,1186,12.6544439851178,84.21207110376189,27,21,475,0.1968503937007874,192,0.07956900124326564,0.11797730333782287,0.0,1.0,0.5199562602515035,0.0,1.0,0.4674018856098895,0.0,1.0,0.35557215058208536,0.0,1.0
559,2414,1189,12.649792874896418,84.16901408450704,19,24,492,0.2033898305084746,197,0.08143861099627946,0.11790095411176739,0.0,1.0,0.5184809044017424,0.0,1.0,0.4683967180693268,0.0,1.0,0.3542774674613144,0.0,1.0
560,2406,1186,12.624106400664985,83.87946799667498,19,27,504,0.2087821043910522,203,0.08409279204639603,0.11768964685061538,0.0,1.0,0.5173491003673611,0.0,1.0,0.46746038130480255,0.0,1.0,0.35309575523556697,0.0,1.0
561,2409,1195,12.571980074719782,83.65753424657534,27,24,465,0.19326683291770574,191,0.07938487115544472,0.11708780246120061,0.0,1.0,0.5176823471123073,0.0,1.0,0.4665434727299509,0.0,1.0,0.35316487901551974,0.0,1.0
562,2404,1199,12.590224625623941,83.74417637271215,16,21,467,0.19385637193856373,196,0.0813615608136156,0.11663356770973109,0.0,1.0,0.5176050668241103,0.0,1.0,0.46724545112983734,0.0,1.0,0.3525307283559659,0.0,1.0
563,2411,1195,12.557362090418895,83.54707590211531,26,19,459,0.19093178036605657,204,0.08485856905158069,0.11613438407299875,0.0,1.0,0.5163163457807629,0.0,1.0,0.4669458530124028,0.0,1.0,0.35156072303019764,0.0,1.0
564,2419,1194,12.51930549813971,83.28565522943364,24,16,440,0.18249688925756946,201,0.08336789713811696,0.11581698649135205,0.0,1.0,0.517995972742669,0.0,1.0,0.46690847991038686,0.0,1.0,0.35087812879222285,0.0,1.0
565,2413,1200,12.545544964774123,83.5830915872358,18,24,484,0.20008267879288963,194,0.08019842910293509,0.11598465302193763,0.0,1.0,0.5169177706776465,0.0,1.0,0.46663903854123495,0.0,1.0,0.35050733259361255,0.0,1.0
566,2414,1195,12.604308202154083,83.97763048881525,15,14,502,0.20803978450062163,205,0.08495648570244509,0.11576288852660555,0.0,1.0,0.5165165566453751,0.0,1.0,0.4674613143758185,0.0,1.0,0.3494935457145148,0.0,1.0
567,2419,1193,12.581273253410481,83.9226953286482,23,18,464,0.19221209610604806,202,0.08367854183927093,0.11541692781607969,0.0,1.0,0.5173425435730574,0.0,1.0,0.4679753030444465,0.0,1.0,0.3482777474029524,0.0,1.0
568,2418,1202,12.580562448304365,83.90901571546733,17,18,481,0.19884249689954528,191,0.07895824720959074,0.11539795618879904,0.0,1.0,0.5174097494596974,0.0,1.0,0.46786200272152406,0.0,1.0,0.348221670802316,0.0,1.0
569,2421,1190,12.603139198678214,83.76621230896323,22,19,467,0.19313482216708022,212,0.08767576509511993,0.11546814832580513,0.0,1.0,0.5172749197212562,0.0,1.0,0.4686679724454038,0.0,1.0,0.34795006062544137,0.0,1.0
570,2420,1183,12.627561983471058,83.88553719008264,21,22,484,0.19991738950846757,207,0.08550185873605948,0.11495601173020528,0.0,1.0,0.5172087443348441,0.0,1.0,0.4690749133564383,0.0,1.0,0.34758731005065313,0.0,1.0
571,2429,1169,12.611445039110727,83.56854672704817,26,17,464,0.19173553719008266,214,0.0884297520661157,0.11435742838550311,0.0,1.0,0.5163415184796611,0.0,1.0,0.46942190467336886,0.0,1.0,0.3480258701974794,0.0,1.0
572,2429,1164,12.606463565253172,83.53190613421161,20,20,496,0.2041992589543022,205,0.08439687114038699,0.11464959694019841,0.0,1.0,0.5166336870343564,0.0,1.0,0.46903677339672506,0.0,1.0,0.34868988963996866,0.0,1.0
573,2438,1165,12.588556193601296,83.51148482362592,24,15,461,0.1897900370522849,199,0.08192671881432688,0.11455714625949351,0.0,1.0,0.5162613458943079,0.0,1.0,0.4694620127550345,0.0,1.0,0.34790547513826775,0.0,1.0
574,2436,1188,12.609154351395713,83.91256157635468,17,19,450,0.184577522559475,177,0.07260049220672682,0.11434662852905345,0.0,1.0,0.516751416918269,0.0,1.0,0.4694236982891043,0.0,1.0,0.34726415594046295,0.0,1.0
575,2438,1168,12.62961443806397,83.76127973748974,23,21,456,0.18719211822660098,220,0.090311986863711,0.11410727989626611,0.0,1.0,0.5159305618036995,0.0,1.0,0.46882690730106646,0.0,1.0,0.34756145968403507,0.0,1.0
576,2435,1158,12.677412731006143,84.08008213552361,16,19,490,0.20098441345365053,210,0.08613617719442165,0.11389017685632907,0.0,1.0,0.5167384248526197,0.0,1.0,0.46899383983572895,0.0,1.0,0.3463469563489435,0.0,1.0
577,2433,1157,12.696218660090404,84.0242498972462,15,17,448,0.1839835728952772,201,0.08254620123203285,0.11395728093552364,0.0,1.0,0.5163013934741392,0.0,1.0,0.46805351152831365,0.0,1.0,0.3457831165559577,0.0,1.0
578,2445,1170,12.660040899795483,84.07443762781186,26,14,448,0.18413481298808057,187,0.07685984381422113,0.11401807507091496,0.0,1.0,0.5161290322580645,0.0,1.0,0.46752424302394613,0.0,1.0,0.3461046243155881,0.0,1.0
579,2449,1163,12.662596978358495,84.27643936300531,23,19,499,0.20408997955010225,207,0.08466257668711656,0.11338400136988105,0.0,1.0,0.5176042887814644,0.0,1.0,0.46705040898852723,0.0,1.0,0.3461057179362215,0.0,1.0
580,2449,1166,12.646631278072665,84.09718252347898,18,18,446,0.18211514904042467,197,0.08044099632503063,0.11290981177307392,0.0,1.0,0.5182233696439627,0.0,1.0,0.46748508278560047,0.0,1.0,0.34655356366653933,0.0,1.0
581,2456,1169,12.626140065146561,84.13355048859935,22,15,479,0.19559003674969375,197,0.08044099632503063,0.11283755385100347,0.0,1.0,0.5185982977829148,0.0,1.0,0.4686088052957865,0.0,1.0,0.34640643059787746,0.0,1.0
582,2456,1167,12.641408794788255,84.12744299674267,21,21,456,0.18566775244299674,202,0.08224755700325732,0.112535462855942,0.0,1.0,0.5193206892928444,0.0,1.0,0.46841178942944206,0.0,1.0,0.3464983713355049,0.0,1.0
583,2460,1166,12.625569105691039,84.04105691056911,20,16,456,0.18566775244299674,201,0.08184039087947882,0.11233936532913717,0.0,1.0,0.5191056910569106,0.0,1.0,0.468882769472856,0.0,1.0,0.34592184631523737,0.0,1.0
584,2468,1177,12.586183144246334,84.00445705024312,23,15,436,0.1772357723577236,189,0.07682926829268293,0.11252418047785852,0.0,1.0,0.5192267475296701,0.0,1.0,0.46898363569822765,0.0,1.0,0.3446567679196947,0.0,1.0
585,2455,1175,12.637433808553952,84.09816700610997,20,33,475,0.19246353322528362,202,0.08184764991896272,0.11269955981867158,0.0,1.0,0.519768740555811,0.0,1.0,0.4682609552591814,0.0,1.0,0.34437947572432825,0.0,0.967741935483871
586,2453,1182,12.655442315531984,84.10191602119853,18,20,450,0.18329938900203666,193,0.07861507128309572,0.11258103967492075,0.0,1.0,0.5200478676538275,0.0,1.0,0.4677353602566968,0.0,1.0,0.3443972489249503,0.0,0.967741935483871
587,2450,1183,12.690979591836715,84.3595918367347,16,19,469,0.1911944557684468,199,0.0811251528740318,0.11294272547728768,0.0,1.0,0.5193416721527321,0.0,1.0,0.46666227781435154,0.0,1.0,0.34455562870309414,0.0,0.967741935483871
588,2446,1186,12.711856091578067,84.18560915780867,21,25,442,0.18040816326530612,197,0.08040816326530613,0.11227019755756601,0.0,1.0,0.5187402737847177,0.0,1.0,0.466396750454989,0.0,1.0,0.34493445520006333,0.0,0.967741935483871
589,2455,1174,12.708920570264747,84.05132382892057,25,16,458,0.18724448078495504,212,0.0866721177432543,0.11250246370146508,0.0,1.0,0.5174692858550687,0.0,1.0,0.46678930425070625,0.0,1.0,0.34376190789041455,0.0,0.967741935483871
590,2456,1186,12.709609120521154,84.21498371335505,19,18,469,0.19103869653767822,188,0.07657841140529531,0.11191814647472943,0.0,1.0,0.5168251549858148,0.0,1.0,0.466323421246191,0.0,1.0,0.34393716507302724,0.0,0.967741935483871
591,2464,1192,12.679099025974006,84.30478896103897,22,14,477,0.19421824104234528,194,0.07899022801302931,0.11220936321742774,0.0,1.0,0.5161159405111018,0.0,1.0,0.4673622748219522,0.0,1.0,0.34342270632593214,0.0,0.967741935483871
592,2467,1180,12.645804620997144,84.07701661937575,26,23,526,0.21347402597402598,212,0.08603896103896104,0.11178524262196476,0.0,1.0,0.5154360134419499,0.0,1.0,0.4689252978019535,0.0,1.0,0.3424166742942323,0.0,1.0
593,2467,1179,12.645358735306022,84.19092014592623,19,19,457,0.18524523713011756,201,0.08147547628698824,0.11124913372647985,0.0,1.0,0.5153183310014775,0.0,1.0,0.4695529374844725,0.0,1.0,0.3424166742942323,0.0,1.0
594,2475,1176,12.588848484848466,83.91353535353535,24,16,487,0.19740575597892177,203,0.08228617754357519,0.11075920495275333,0.0,1.0,0.5158292603453895,0.0,1.0,0.4704203323558162,0.0,1.0,0.34134897360703814,0.0,1.0
595,2477,1166,12.550666128381089,83.66168752523214,23,21,476,0.1923232323232323,210,0.08484848484848485,0.11066977483167724,0.0,1.0,0.5151783505020381,0.0,1.0,0.470913045176918,0.0,1.0,0.3402138382799172,0.0,1.0
596,2475,1156,12.578545454545436,83.58828282828283,17,19,471,0.19014937424303593,210,0.08477997577714978,0.11053763440860215,0.0,1.0,0.5164288041707397,0.0,1.0,0.47028999674160965,0.0,1.0,0.3404496578690127,0.0,1.0
597,2474,1145,12.625949878738867,83.57073565076799,17,18,467,0.18868686868686868,211,0.08525252525252525,0.10995645030902025,0.0,1.0,0.5169244008657783,0.0,1.0,0.4712102641666884,0.0,1.0,0.34054815239784075,0.0,1.0
598,2469,1144,12.629283110571064,83.51275820170109,17,22,463,0.18714632174616005,201,0.08124494745351657,0.10980023256117795,0.0,1.0,0.5185199702112648,0.0,1.0,0.4708841244332954,0.0,1.0,0.339460928415579,0.0,1.0
599,2472,1131,12.652872168284771,83.66949838187702,19,16,483,0.19562575941676794,213,0.08626974483596597,0.10988881929220168,0.0,1.0,0.5186084142394822,0.0,1.0,0.4722831193235202,0.0,1.0,0.33932299822528444,0.0,1.0
600,2477,1139,12.632781590633813,83.73677836092047,20,15,477,0.1929611650485437,192,0.07766990291262135,0.10957583966035918,0.0,1.0,0.519085261828174,0.0,1.0,0.47199395731048227,0.0,1.0,0.3397840780340422,0.0,1.0
601,2482,1142,12.580539887187733,83.5983078162772,25,20,470,0.18974566007266855,197,0.07953169156237384,0.10940708585687921,0.0,1.0,0.5185074471679967,0.0,1.0,0.4725247589093083,0.0,1.0,0.33958046320605134,0.0,1.0
602,2480,1129,12.609475806451595,83.61088709677419,21,23,461,0.18573730862207896,213,0.08581788879935535,0.10863683662851198,0.0,1.0,0.5174297606659729,0.0,1.0,0.4734391259105099,0.0,1.0,0.338267429760666,0.0,1.0
603,2494,1127,12.546070569366462,83.44867682437851,25,11,495,0.19959677419354838,202,0.0814516129032258,0.10868665442222625,0.0,1.0,0.5182114494140777,0.0,1.0,0.47373050159091495,0.0,1.0,0.3385932690069069,0.0,1.0
604,2506,1125,12.471787709497189,83.1951316839585,29,17,477,0.1912590216519647,202,0.0809943865276664,0.10862961151301394,0.0,1.0,0.5183044564014108,0.0,1.0,0.47479597353448494,0.0,1.0,0.3382848904564529,0.0,1.0
605,2494,1136,12.540978348035265,83.59582999198075,15,27,479,0.1911412609736632,189,0.07541899441340782,0.10788472980314044,0.0,1.0,0.5158962154331687,0.0,1.0,0.47484284864319526,0.0,1.0,0.3382828465737124,0.0,1.0
606,2487,1149,12.617008443908306,84.16365098512264,11,18,440,0.1764234161988773,187,0.07497995188452286,0.10744905768058421,0.0,1.0,0.5149616716603759,0.0,1.0,0.47545300076526975,0.0,1.0,0.33826218919024087,0.0,1.0
607,2493,1156,12.581789009225814,84.15403128760529,25,19,470,0.1889827100924809,193,0.07760353839967833,0.10756570008928223,0.0,1.0,0.5151973914056132,0.0,1.0,0.47617199125292753,0.0,1.0,0.3374610198879443,0.0,1.0
608,2490,1146,12.62257028112448,84.28433734939759,15,18,454,0.1821099077416767,210,0.0842358604091456,0.1074232413525068,0.0,1.0,0.5150667184868506,0.0,1.0,0.4759942997797642,0.0,1.0,0.33736235263635184,0.0,1.0
609,2489,1148,12.631498593812758,84.40016070711128,14,15,480,0.1927710843373494,198,0.07951807228915662,0.10734975829132051,0.0,1.0,0.5150144506797651,0.0,1.0,0.47592633393382494,0.0,1.0,0.336759159657331,0.0,1.0
610,2503,1150,12.563443867359151,84.11785856971635,32,18,423,0.16994777018883087,198,0.0795500200883889,0.10703285090149883,0.0,1.0,0.5144278478728751,0.0,1.0,0.4775044140579692,0.0,1.0,0.33589370175144667,0.0,1.0
611,2511,1155,12.544603743528457,84.12385503783354,26,18,435,0.17379145025968837,195,0.07790651218537754,0.10667899949897869,0.0,1.0,0.514587428219062,0.0,1.0,0.47698513636772394,0.0,1.0,0.33645508151231357,0.0,1.0
612,2511,1148,12.572162485065693,84.1310234966149,26,26,452,0.18000796495420152,207,0.08243727598566308,0.10684600660320398,0.0,1.0,0.5146902018216621,0.0,1.0,0.47802571909405067,0.0,1.0,0.3376112845415655,0.0,1.0
613,2517,1160,12.531505760826363,84.08899483512117,25,19,450,0.17921146953405018,188,0.07487056949422541,0.10659130813692697,0.0,1.0,0.5133351275840414,0.0,1.0,0.47751419380470866,0.0,1.0,0.33665269714329654,0.0,1.0
614,2518,1157,12.559054805401093,84.23073868149325,20,19,466,0.18514104092173223,203,0.08065156932856575,0.10639524456173613,0.0,1.0,0.513746188731456,0.0,1.0,0.47688897998923874,0.0,1.0,0.33812037203105383,0.0,1.0
615,2519,1162,12.556053989678425,84.24096863834855,19,18,454,0.18030182684670373,195,0.07744241461477364,0.10668596089077848,0.0,1.0,0.5130684219288248,0.0,1.0,0.4772118992431712,0.0,1.0,0.33829348563818207,0.0,1.0
616,2520,1161,12.58047619047617,84.27857142857142,23,22,463,0.18380309646685192,201,0.07979356887653831,0.10677163338453662,0.0,1.0,0.5147081413210445,0.0,1.0,0.4759088581669227,0.0,1.0,0.3383384536610343,0.0,1.0
617,2524,1145,12.578922345483342,84.19492868462757,21,17,471,0.1869047619047619,216,0.08571428571428572,0.10673022851592454,0.0,1.0,0.5159245437349829,0.0,1.0,0.4767266499667706,0.0,1.0,0.3384924083635806,0.0,1.0
618,2522,1130,12.607375099127657,84.18001586042823,18,20,476,0.18858954041204437,215,0.08518225039619651,0.10708347189890256,0.0,1.0,0.5163208922769947,0.0,1.0,0.4758512189506536,0.0,1.0,0.3373794479547722,0.0,1.0
619,2526,1119,12.64647664291368,84.44576405384007,18,14,458,0.18160190325138778,211,0.08366375892149087,0.10701606518019054,0.0,1.0,0.516665389625316,0.0,1.0,0.47534033151993466,0.0,1.0,0.33641100298827675,0.0,1.0
620,2533,1135,12.618160284247908,84.56060007895776,22,15,423,0.167458432304038,184,0.0728424386381631,0.10703870203634604,0.0,1.0,0.5167148478789654,0.0,1.0,0.47600066222635407,0.0,1.0,0.33539217808794874,0.0,1.0
621,2544,1121,12.58172169811319,84.15133647798743,31,20,457,0.18041847611527834,214,0.08448480063166205,0.10690555893690402,0.0,1.0,0.5173463177115034,0.0,1.0,0.4756796510448367,0.0,1.0,0.33528606208155814,0.0,1.0
622,2557,1118,12.545991396167365,84.02385608134533,28,15,416,0.16352201257861634,203,0.07979559748427673,0.10710636204221177,0.0,1.0,0.5171004327147489,0.0,1.0,0.47481297387311233,0.0,1.0,0.33412391032838384,0.0,1.0
623,2559,1129,12.52606486908947,84.13364595545134,19,17,454,0.17755181853734844,189,0.07391474384043802,0.10678314361708832,0.0,1.0,0.5163937525999319,0.0,1.0,0.4757906944496968,0.0,1.0,0.3335602364835054,0.0,1.0
624,2557,1119,12.509034024247146,83.83418068048495,23,25,470,0.18366549433372412,210,0.08206330597889801,0.1068918970063204,0.0,1.0,0.5169742768112834,0.0,1.0,0.47366495515157636,0.0,1.0,0.33432575977392864,0.0,1.0
625,2554,1104,12.565309318715721,84.08848864526233,14,17,468,0.18302698474775128,215,0.08408290965975752,0.106247000277869,0.0,1.0,0.5165079445272438,0.0,1.0,0.4730214464344355,0.0,1.0,0.33398590446358656,0.0,1.0
626,2564,1105,12.51345553822151,84.01521060842434,26,16,475,0.18598277212216133,199,0.0779169929522318,0.10605908107292034,0.0,1.0,0.516544210155503,0.0,1.0,0.4715414423028534,0.0,1.0,0.3341427205475316,0.0,1.0
627,2568,1094,12.539174454828641,84.23052959501558,21,17,466,0.18174726989079562,211,0.08229329173166927,0.10585619535725052,0.0,1.0,0.5149984926138077,0.0,1.0,0.47173650889357854,0.0,1.0,0.33322027936890763,0.0,1.0
628,2576,1106,12.4553959627329,83.82725155279503,27,19,451,0.17562305295950156,188,0.07320872274143302,0.10597826086956522,0.0,1.0,0.517105790422761,0.0,1.0,0.47310158284912845,0.0,1.0,0.33337507513524345,0.0,1.0
629,2588,1102,12.398840803709408,83.60432766615146,27,15,457,0.17740683229813664,204,0.07919254658385093,0.10589819015804956,0.0,1.0,0.5159545295906666,0.0,1.0,0.47227900483621676,0.0,1.0,0.3326394774891559,0.0,1.0
630,2590,1088,12.43864864864863,83.98030888030888,19,17,494,0.19088098918083463,214,0.08268933539412673,0.10585378004732843,0.0,1.0,0.5155685639556608,0.0,1.0,0.47352098642421225,0.0,1.0,0.33326690746045584,0.0,1.0
631,2592,1092,12.450308641975289,84.10802469135803,19,17,455,0.17567567567567569,196,0.07567567567567568,0.10543608124253287,0.0,1.0,0.5159299084030267,0.0,1.0,0.4739770011947431,0.0,1.0,0.3330719832735962,0.0,1.0
632,2591,1086,12.473948282516384,84.19915090698572,17,18,468,0.18055555555555555,206,0.07947530864197531,0.10546432439835161,0.0,1.0,0.5161912824790528,0.0,1.0,0.4731265795993576,0.0,1.0,0.33260293074040415,0.0,1.0
633,2599,1077,12.475798383993824,84.1531358214698,25,17,446,0.17213431107680432,209,0.08066383635661907,0.10592163238962878,0.0,1.0,0.5174446747508347,0.0,1.0,0.47318447541858527,0.0,1.0,0.3326837865680348,0.0,1.0
634,2589,1079,12.48474314407105,84.00540749324064,18,28,461,0.177375913813005,198,0.07618314736437092,0.10624353655041802,0.0,1.0,0.517611732017593,0.0,1.0,0.47268219140532525,0.0,1.0,0.3327601888884736,0.0,1.0
635,2591,1075,12.50436125048242,84.23079891933617,17,15,453,0.1749710312862109,204,0.07879490150637311,0.10631092740379228,0.0,1.0,0.517125035793877,0.0,1.0,0.4728402285828115,0.0,1.0,0.3323788299448463,0.0,1.0
636,2593,1068,12.558310836868472,84.59043578866178,19,17,470,0.18139714395986106,207,0.07989193361636433,0.10573131134692658,0.0,1.0,0.5179204558177725,0.0,1.0,0.47328415212171726,0.0,1.0,0.33159996516676415,0.0,1.0
637,2591,1074,12.523890389810864,84.46777306059437,20,22,448,0.17277284998071732,194,0.07481681450057848,0.10592497603366491,0.0,1.0,0.5172246361474584,0.0,1.0,0.4738860322954146,0.0,1.0,0.33042417300581417,0.0,1.0
638,2586,1086,12.513341067285364,84.45668986852282,23,28,457,0.17637977614820533,188,0.07255885758394442,0.10589277249706858,0.0,1.0,0.5172891250654891,0.0,1.0,0.47406631240176633,0.0,1.0,0.3300027443055659,0.0,1.0
639,2582,1099,12.504647560030964,84.51200619674671,20,24,471,0.18213457076566125,187,0.07231245166279969,0.1053821743584618,0.0,1.0,0.5175033107618501,0.0,1.0,0.4735139051997701,0.0,1.0,0.3292646360660653,0.0,1.0
640,2584,1097,12.489280185758496,84.46091331269349,22,20,460,0.17815646785437644,202,0.07823392718822618,0.10520073903924897,0.0,1.0,0.5169904124637971,0.0,1.0,0.4714121641865575,0.0,1.0,0.32933436532507737,0.0,1.0
641,2580,1105,12.417054263565873,84.01550387596899,24,28,451,0.17453560371517027,192,0.07430340557275542,0.1054013503375844,0.0,1.0,0.517179294823706,0.0,1.0,0.47228057014253566,0.0,1.0,0.3285446361590397,0.0,1.0
642,2582,1118,12.348605731990686,83.63245546088304,26,24,465,0.18023255813953487,187,0.07248062015503876,0.10514479898053522,0.0,1.0,0.5174658304390195,0.0,1.0,0.4726893380974988,0.0,1.0,0.3286649509007771,0.0,1.0
643,2580,1115,12.35418604651161,83.67519379844961,18,20,473,0.18319132455460882,203,0.07862122385747483,0.10446361590397599,0.0,1.0,0.5174168542135534,0.0,1.0,0.4722305576394098,0.0,1.0,0.3290947736934233,0.0,1.0
644,2580,1118,12.37437984496122,83.81821705426357,17,17,444,0.17209302325581396,197,0.07635658914728682,0.10451362840710177,0.0,1.0,0.5163540885221306,0.0,1.0,0.4724556139034759,0.0,1.0,0.32880720180045014,0.0,1.0
645,2580,1118,12.433100775193779,84.36666666666666,14,14,436,0.16899224806201552,200,0.07751937984496124,0.10481370342585647,0.0,1.0,0.5171417854463616,0.0,1.0,0.47274318579644914,0.0,1.0,0.32891972993248314,0.0,1.0
646,2574,1118,12.49094794094792,84.64763014763015,17,23,440,0.17054263565891473,200,0.07751937984496124,0.10474471764794346,0.0,1.0,0.5194124871544227,0.0,1.0,0.4723162142516981,0.0,1.0,0.32933553901295837,0.0,1.0
647,2577,1107,12.512301125339523,84.84982537834692,19,16,496,0.1926961926961927,211,0.08197358197358197,0.10487313330078736,0.0,1.0,0.519208381839348,0.0,1.0,0.4729305143515215,0.0,1.0,0.3294027814287681,0.0,1.0
648,2577,1099,12.54932091579354,85.0966239813737,23,23,490,0.19014357780364766,208,0.0807140085370586,0.10399689561505626,0.0,0.9354838709677419,0.5192834879266964,0.0,1.0,0.4729054789890721,0.0,1.0,0.32949040519734124,0.0,1.0
649,2581,1072,12.524254165052286,84.6412243316544,26,22,472,0.18315871168024836,227,0.08808692277842453,0.10382322430665783,0.0,0.9354838709677419,0.5181662521403307,0.0,1.0,0.472522528152379,0.0,1.0,0.32850483058579444,0.0,1.0
650,2589,1063,12.517690227887197,84.66087292390884,21,13,478,0.18519953506392872,209,0.08097636574970941,0.10362700756301475,0.0,0.9354838709677419,0.5179606025492468,0.0,1.0,0.47253267546318795,0.0,1.0,0.3279133804308551,0.0,1.0
651,2592,1065,12.536226851851833,84.91550925925925,17,14,464,0.17921977597528002,198,0.07647740440324449,0.10329549980087614,0.0,0.9354838709677419,0.5180829350856232,0.0,1.0,0.47384010354440464,0.0,1.0,0.3267871365989645,0.0,1.0
