step,population_size,food_count,average_energy,average_age,birth_count,death_count,age_death_count,energy_death_count,move_count,move_rate,non_move_count,eat_count,eat_rate,eat_per_move,eat_after_move_count,eat_without_move_count,eat_after_move_rate,eat_without_move_rate,total_eat_rate,shared_food_cell_count,shared_food_consumer_count,mean_consumers_per_shared_food,birth_rate,death_rate,age_death_rate,energy_death_rate,average_exploration_tendency,std_exploration_tendency,min_exploration_tendency,max_exploration_tendency,average_site_fidelity,std_site_fidelity,min_site_fidelity,max_site_fidelity,average_risk_tolerance,std_risk_tolerance,min_risk_tolerance,max_risk_tolerance,average_reproduction_timing,std_reproduction_timing,min_reproduction_timing,max_reproduction_timing
593,1060,1610,12.919593364633476,92.57735849056604,10,7,4,3,777,0.7350993377483444,280,861,0.8145695364238411,0.8906048906048906,692,169,0.8906048906048906,0.6035714285714285,0.8145695364238411,173,833,4.815028901734104,0.00946073793755913,0.006622516556291391,0.003784295175023652,0.002838221381267739,0.4738283627510651,0.2665584505615348,0.0,1.0,0.3873097991479002,0.32618340187693357,0.0,1.0,0.5535301278149726,0.2189419507061651,0.0,1.0,0.28819233110164333,0.24719059812119,0.0,1.0
594,1060,1613,12.89995323737265,92.81698113207547,6,6,4,2,798,0.7528301886792453,262,874,0.8245283018867925,0.8984962406015038,717,157,0.8984962406015038,0.5992366412213741,0.8245283018867925,166,843,5.078313253012048,0.005660377358490566,0.005660377358490566,0.0037735849056603774,0.0018867924528301887,0.4738283627510651,0.2666505046997486,0.0,1.0,0.38779671332927573,0.32621883374272176,0.0,1.0,0.5538344491783322,0.21906010380911578,0.0,1.0,0.28785757760194763,0.2468198581687214,0.0,1.0
595,1056,1613,12.913559396099595,92.39109848484848,7,11,9,2,744,0.7018867924528301,316,902,0.8509433962264151,0.9247311827956989,688,214,0.9247311827956989,0.6772151898734177,0.8509433962264151,174,876,5.0344827586206895,0.006603773584905661,0.010377358490566037,0.008490566037735849,0.0018867924528301887,0.47320992179863147,0.26690114700899503,0.0,1.0,0.38676075268817206,0.32567686462458323,0.0,1.0,0.5542827468230693,0.2189688072710058,0.0,1.0,0.28760386119257086,0.24640603037947806,0.0,1.0
596,1053,1620,12.97350017002483,92.7559354226021,8,11,3,8,766,0.7253787878787878,290,890,0.8428030303030303,0.912532637075718,699,191,0.912532637075718,0.6586206896551724,0.8428030303030303,161,858,5.329192546583851,0.007575757575757576,0.010416666666666666,0.002840909090909091,0.007575757575757576,0.4732408173268388,0.2672348455735522,0.0,1.0,0.3873418497074411,0.3254140478059107,0.0,1.0,0.5531048004166284,0.2199908375129086,0.0,1.0,0.2886683209263854,0.24662405568112733,0.0,1.0
597,1057,1614,13.007984393116452,92.78240302743615,8,4,4,0,746,0.7084520417853751,307,908,0.862298195631529,0.9115281501340483,680,228,0.9115281501340483,0.742671009771987,0.862298195631529,173,875,5.057803468208093,0.007597340930674264,0.003798670465337132,0.003798670465337132,0.0,0.4735251930295724,0.2670747458756248,0.0,1.0,0.38853114413892026,0.3256679408422422,0.0,1.0,0.5536973174230171,0.22017389096471926,0.0,1.0,0.28870509964293345,0.24706137910940246,0.0,1.0
598,1053,1612,12.969353169872315,92.35707502374169,5,9,9,0,830,0.7852412488174078,227,926,0.8760643330179754,0.9373493975903614,778,148,0.9373493975903614,0.6519823788546255,0.8760643330179754,176,900,5.113636363636363,0.004730368968779565,0.008514664143803218,0.008514664143803218,0.0,0.4747725392886683,0.2681993280811211,0.0,1.0,0.38829151732377537,0.32538309607854393,0.0,1.0,0.5527984560242625,0.22010497313165478,0.0,1.0,0.2888214931225684,0.2472513238945189,0.0,1.0
599,1053,1623,12.987860261468239,92.89648622981956,4,4,1,3,787,0.7473884140550807,266,881,0.8366571699905033,0.8958068614993647,705,176,0.8958068614993647,0.6616541353383458,0.8366571699905033,162,854,5.271604938271605,0.003798670465337132,0.003798670465337132,0.000949667616334283,0.002849002849002849,0.4742517538216463,0.2679913176059197,0.0,1.0,0.3889348405477438,0.32488619642693073,0.0,1.0,0.5520019606041111,0.22026759579328323,0.0,1.0,0.2896792574211929,0.24741086631052084,0.0,1.0
600,1052,1630,12.983937763363937,92.88307984790875,7,8,3,5,817,0.7758784425451092,236,901,0.855650522317189,0.9069767441860465,741,160,0.9069767441860465,0.6779661016949152,0.855650522317189,175,883,5.045714285714285,0.006647673314339981,0.007597340930674264,0.002849002849002849,0.004748338081671415,0.4728627499080093,0.26774601692718125,0.0,1.0,0.38712743775297437,0.3240934096102803,0.0,1.0,0.5523426959401446,0.22018906337344496,0.0,1.0,0.28848276707960263,0.24704442192212345,0.0,1.0
601,1059,1630,12.938516672336537,92.85835694050992,12,5,1,4,784,0.7452471482889734,268,895,0.8507604562737643,0.9158163265306123,718,177,0.9158163265306123,0.6604477611940298,0.8507604562737643,173,868,5.017341040462428,0.011406844106463879,0.004752851711026616,0.0009505703422053232,0.0038022813688212928,0.47217399250662523,0.26825936064365463,0.0,1.0,0.3863961741143501,0.32441905162482826,0.0,1.0,0.5522251667732797,0.22046931349573504,0.0,1.0,0.2882512412805751,0.24698176999576885,0.0,1.0
602,1059,1625,12.954602377628794,92.76581680830972,6,6,5,1,804,0.7592067988668555,255,919,0.8677998111425873,0.9353233830845771,752,167,0.9353233830845771,0.6549019607843137,0.8677998111425873,167,881,5.275449101796407,0.0056657223796034,0.0056657223796034,0.004721435316336166,0.0009442870632672333,0.47052910536415976,0.26838036489657197,0.0,1.0,0.38420299125772944,0.3248730235498433,0.0,1.0,0.5521947059002711,0.22049435317988444,0.0,1.0,0.287459258582351,0.24692213087286405,0.0,1.0
603,1057,1630,13.021800031956145,93.07568590350047,4,6,4,2,765,0.7223796033994334,294,882,0.8328611898016998,0.918954248366013,703,179,0.918954248366013,0.608843537414966,0.8328611898016998,167,854,5.11377245508982,0.003777148253068933,0.0056657223796034,0.003777148253068933,0.0018885741265344666,0.47038178655354473,0.2688508826532944,0.0,1.0,0.38453321939756463,0.3257018175166665,0.0,1.0,0.5513779107028413,0.22089161389311854,0.0,1.0,0.2882473220007935,0.24776424429423624,0.0,1.0
604,1060,1632,12.975242299417987,93.11037735849057,7,4,2,2,819,0.7748344370860927,238,880,0.8325449385052034,0.9108669108669109,746,134,0.9108669108669109,0.5630252100840336,0.8325449385052034,167,849,5.083832335329341,0.006622516556291391,0.003784295175023652,0.001892147587511826,0.001892147587511826,0.4690200852099818,0.2684156104804583,0.0,1.0,0.38222763237979307,0.32491826328562545,0.0,1.0,0.5516129032258065,0.22056208905544525,0.0,1.0,0.28724893487522823,0.2472938299430372,0.0,1.0
605,1067,1632,12.921416212443605,93.3186504217432,9,2,1,1,810,0.7641509433962265,250,908,0.8566037735849057,0.9259259259259259,750,158,0.9259259259259259,0.632,0.8566037735849057,168,876,5.214285714285714,0.008490566037735849,0.0018867924528301887,0.0009433962264150943,0.0009433962264150943,0.46938960607068353,0.26850274284791475,0.0,1.0,0.3837712005320918,0.3246699876328877,0.0,1.0,0.5509568582398645,0.2210337606620102,0.0,1.0,0.2875109592768389,0.24670183560008704,0.0,1.0
606,1066,1621,12.9367083349741,93.21575984990619,7,8,6,2,806,0.7553889409559512,261,917,0.85941893158388,0.9119106699751861,735,182,0.9119106699751861,0.6973180076628352,0.85941893158388,175,881,5.034285714285715,0.006560449859418931,0.007497656982193065,0.005623242736644799,0.0018744142455482662,0.46843793499969744,0.26822869950841133,0.0,1.0,0.38010651818676994,0.3233920418974411,0.0,1.0,0.5498396175028748,0.22108357230148631,0.0,1.0,0.28681232221751496,0.24591906350755033,0.0,1.0
607,1068,1618,12.88635222594577,93.12078651685393,10,8,4,4,823,0.7720450281425891,243,908,0.851782363977486,0.9161603888213852,754,154,0.9161603888213852,0.6337448559670782,0.851782363977486,165,870,5.2727272727272725,0.009380863039399626,0.0075046904315197,0.00375234521575985,0.00375234521575985,0.4683158149087834,0.26795317585458006,0.0,1.0,0.3789114413434819,0.3237658470822804,0.0,1.0,0.5497764890660867,0.2203026651662644,0.0,1.0,0.2866980790141356,0.2461267909906689,0.0,1.0
608,1062,1616,12.921806150519782,92.8879472693032,10,16,7,9,795,0.7443820224719101,273,901,0.8436329588014981,0.9006289308176101,716,185,0.9006289308176101,0.6776556776556777,0.8436329588014981,174,873,5.017241379310345,0.009363295880149813,0.0149812734082397,0.006554307116104869,0.008426966292134831,0.46780268513456047,0.26845153958593854,0.0,1.0,0.37941194338132556,0.32443837808805376,0.0,1.0,0.5502703359455683,0.22067640698927582,0.0,1.0,0.2869206002065488,0.2464112021745178,0.0,1.0
609,1062,1611,12.931509772349635,92.77777777777777,9,9,6,3,765,0.7203389830508474,297,891,0.8389830508474576,0.9098039215686274,696,195,0.9098039215686274,0.6565656565656566,0.8389830508474576,173,859,4.965317919075145,0.00847457627118644,0.00847457627118644,0.005649717514124294,0.002824858757062147,0.46707368932628635,0.26825354475101504,0.0,1.0,0.37907782030253323,0.3251708969444392,0.0,1.0,0.5499058380414312,0.22058151318981437,0.0,1.0,0.2878622197922362,0.24645619857239343,0.0,1.0
610,1065,1603,12.850150486306891,92.16901408450704,12,9,7,2,812,0.7645951035781544,250,897,0.844632768361582,0.9211822660098522,748,149,0.9211822660098522,0.596,0.844632768361582,169,858,5.076923076923077,0.011299435028248588,0.00847457627118644,0.006591337099811676,0.0018832391713747645,0.4666666666666667,0.2677186093027966,0.0,1.0,0.3780402847190671,0.32603789542990325,0.0,1.0,0.5489020142359534,0.22076040893341903,0.0,1.0,0.2888081175223383,0.2464477049669817,0.0,1.0
611,1069,1598,12.828474223864355,92.18802619270346,9,5,2,3,808,0.7586854460093897,257,872,0.8187793427230047,0.9146039603960396,739,133,0.9146039603960396,0.5175097276264592,0.8187793427230047,163,830,5.0920245398773005,0.008450704225352112,0.004694835680751174,0.0018779342723004694,0.0028169014084507044,0.46552400494885177,0.2676488219179874,0.0,1.0,0.3770481909532575,0.32552335981994485,0.0,1.0,0.5484474486254866,0.22062352060114954,0.0,1.0,0.2898095899091705,0.2459645789416648,0.0,1.0
612,1069,1600,12.816939241316238,92.07577174929841,9,9,5,4,765,0.715622076707203,304,890,0.8325537885874649,0.9137254901960784,699,191,0.9137254901960784,0.6282894736842105,0.8325537885874649,161,853,5.298136645962733,0.00841908325537886,0.00841908325537886,0.004677268475210477,0.0037418147801683817,0.4660068197591961,0.2678777784101413,0.0,1.0,0.37725942243278315,0.326340655958202,0.0,1.0,0.5485078004767796,0.2212623280921233,0.0,1.0,0.28796885844473274,0.24498825112137845,0.0,1.0
613,1073,1604,12.770491690097964,91.9878844361603,11,7,3,4,782,0.7315247895229187,287,905,0.8465855940130963,0.9143222506393862,715,190,0.9143222506393862,0.662020905923345,0.8465855940130963,162,871,5.3765432098765435,0.01028999064546305,0.006548175865294668,0.002806361085126286,0.0037418147801683817,0.46414935513934397,0.2676803006794681,0.0,1.0,0.3763040014430448,0.3259048978073672,0.0,1.0,0.5473950034572949,0.22094172036644116,0.0,1.0,0.29005200974055256,0.24567587240692226,0.0,1.0
614,1067,1604,12.818680058256016,92.11621368322399,4,10,7,3,780,0.7269338303821062,293,897,0.8359739049394221,0.908974358974359,709,188,0.908974358974359,0.6416382252559727,0.8359739049394221,171,868,5.076023391812866,0.003727865796831314,0.009319664492078284,0.0065237651444548,0.0027958993476234857,0.46403845572452157,0.26774385876514667,0.0,1.0,0.37757354052664993,0.326275070805698,0.0,1.0,0.5474498896514194,0.2206271805014739,0.0,1.0,0.29141095020709257,0.24621094565720633,0.0,1.0
615,1066,1604,12.910517365250955,92.89587242026266,6,7,0,7,781,0.7319587628865979,286,907,0.8500468603561387,0.9078104993597952,709,198,0.9078104993597952,0.6923076923076923,0.8500468603561387,169,876,5.183431952662722,0.005623242736644799,0.006560449859418931,0.0,0.006560449859418931,0.46132663559886217,0.2674311231828232,0.0,1.0,0.3768686073957514,0.32616604158281554,0.0,1.0,0.5472371845306543,0.2213633419668895,0.0,1.0,0.2916540579797857,0.2470967628653157,0.0,1.0
616,1069,1610,12.815678757346154,92.95416276894294,9,6,4,2,813,0.7626641651031895,253,884,0.8292682926829268,0.9175891758917589,746,138,0.9175891758917589,0.5454545454545454,0.8292682926829268,171,861,5.035087719298246,0.008442776735459663,0.005628517823639775,0.00375234521575985,0.001876172607879925,0.4596396994477806,0.267749935690017,0.0,1.0,0.37641449651468056,0.32600071871646985,0.0,1.0,0.5477534023356166,0.2208805779149494,0.0,1.0,0.29116750656326384,0.2464282377049723,0.0,1.0
617,1070,1612,12.77185742614889,92.8411214953271,9,8,5,3,795,0.7436856875584659,274,901,0.842843779232928,0.9169811320754717,729,172,0.9169811320754717,0.6277372262773723,0.842843779232928,165,868,5.260606060606061,0.00841908325537886,0.007483629560336763,0.004677268475210477,0.002806361085126286,0.4589689478444377,0.2675858098917538,0.0,1.0,0.37687669580946637,0.32556592308264354,0.0,1.0,0.5472414832680133,0.2205615306128904,0.0,1.0,0.29095568284594514,0.24575833685450718,0.0,1.0
618,1068,1621,12.774723011218478,93.21629213483146,5,7,3,4,804,0.7514018691588785,266,862,0.805607476635514,0.8893034825870647,715,147,0.8893034825870647,0.5526315789473685,0.805607476635514,163,834,5.116564417177914,0.004672897196261682,0.0065420560747663555,0.002803738317757009,0.003738317757009346,0.4579255768998429,0.2674025241085627,0.0,1.0,0.37555877733478316,0.3252208120421082,0.0,1.0,0.5478132173492811,0.2203792598902062,0.0,1.0,0.2912589102331763,0.24586851889128228,0.0,1.0
619,1068,1611,12.834271582246727,93.44475655430712,6,6,4,2,794,0.7434456928838952,274,889,0.8323970037453183,0.9256926952141058,735,154,0.9256926952141058,0.5620437956204379,0.8323970037453183,167,846,5.065868263473054,0.0056179775280898875,0.0056179775280898875,0.003745318352059925,0.0018726591760299626,0.4579255768998429,0.2679739707803683,0.0,1.0,0.37652531110305665,0.32527163735209497,0.0,1.0,0.5476319922677299,0.220546653347057,0.0,1.0,0.2920744231001571,0.24652299628753427,0.0,1.0
620,1072,1606,12.798538951783978,93.07649253731343,13,9,5,4,754,0.7059925093632958,314,899,0.8417602996254682,0.9190981432360743,693,206,0.9190981432360743,0.6560509554140127,0.8417602996254682,170,864,5.08235294117647,0.012172284644194757,0.008426966292134831,0.0046816479400749065,0.003745318352059925,0.45775156475686085,0.2682763400021786,0.0,1.0,0.3760832932113626,0.32527915746707053,0.0,1.0,0.5461001444390948,0.22164692356460436,0.0,1.0,0.2925493500240732,0.24653958836765458,0.0,1.0
621,1070,1607,12.81626370829927,93.1411214953271,5,7,6,1,774,0.7220149253731343,298,882,0.8227611940298507,0.9018087855297158,698,184,0.9018087855297158,0.6174496644295302,0.8227611940298507,157,840,5.350318471337579,0.0046641791044776115,0.0065298507462686565,0.005597014925373134,0.0009328358208955224,0.4574615616520953,0.2678227884941178,0.0,1.0,0.375942116370214,0.32584130779253945,0.0,1.0,0.5473922218872476,0.22164646963227916,0.0,1.0,0.29192041000904434,0.24695009064395754,0.0,1.0
622,1075,1601,12.75395536230765,92.7646511627907,15,10,4,6,799,0.7467289719626168,271,920,0.8598130841121495,0.9286608260325406,742,178,0.9286608260325406,0.6568265682656826,0.8598130841121495,168,882,5.25,0.014018691588785047,0.009345794392523364,0.003738317757009346,0.005607476635514018,0.45713428357089275,0.2674484893894429,0.0,1.0,0.37641410352588145,0.32631018236129317,0.0,1.0,0.5472468117029257,0.2218224400779515,0.0,1.0,0.2913128282070518,0.24731941295232118,0.0,1.0
623,1071,1600,12.705278923773974,92.18020541549953,10,14,9,5,779,0.7246511627906976,296,894,0.8316279069767442,0.9088575096277278,708,186,0.9088575096277278,0.6283783783783784,0.8316279069767442,166,859,5.174698795180723,0.009302325581395349,0.013023255813953489,0.008372093023255815,0.004651162790697674,0.45694406794976056,0.2669470464873479,0.0,1.0,0.3764645643203518,0.32678898812007295,0.0,1.0,0.5462184873949579,0.22133055460045853,0.0,1.0,0.29140688533477904,0.24739390310937348,0.0,1.0
624,1067,1597,12.738703217723701,92.26710402999063,9,13,5,8,790,0.7376283846872083,281,887,0.8281979458450047,0.9189873417721519,726,161,0.9189873417721519,0.5729537366548043,0.8281979458450047,158,842,5.329113924050633,0.008403361344537815,0.012138188608776844,0.004668534080298786,0.007469654528478058,0.4567826586449799,0.26602440293366614,0.0,1.0,0.37594098618375305,0.32627713817882525,0.0,1.0,0.5458475677963539,0.22207952979023712,0.0,1.0,0.2914714151827554,0.24814397272755698,0.0,1.0
625,1059,1594,12.782864465102472,92.28423040604343,8,16,8,8,816,0.7647610121836926,251,887,0.831302717900656,0.8995098039215687,734,153,0.8995098039215687,0.6095617529880478,0.831302717900656,166,850,5.120481927710843,0.007497656982193065,0.01499531396438613,0.007497656982193065,0.007497656982193065,0.4564561820341771,0.2653098323316106,0.0,1.0,0.374607816260014,0.326897409424239,0.0,1.0,0.5446404093941332,0.2228403467118751,0.0,1.0,0.2912668677084285,0.24801888526812027,0.0,1.0
626,1059,1597,12.740946207457013,91.99622285174694,9,9,6,3,770,0.7271010387157696,289,877,0.8281397544853636,0.9116883116883117,702,175,0.9116883116883117,0.6055363321799307,0.8281397544853636,167,847,5.07185628742515,0.0084985835694051,0.0084985835694051,0.0056657223796034,0.0028328611898017,0.4570958603673581,0.26508062251330156,0.0,1.0,0.37728837308477264,0.3274512622341014,0.0,1.0,0.5453410094733315,0.22368501934393972,0.0,1.0,0.29208931127966126,0.2479014503559436,0.0,1.0
627,1061,1598,12.76308527586631,92.27049952874647,7,5,2,3,768,0.7252124645892352,291,865,0.8168083097261567,0.8997395833333334,691,174,0.8997395833333334,0.5979381443298969,0.8168083097261567,166,832,5.0120481927710845,0.0066100094428706326,0.004721435316336166,0.0018885741265344666,0.0028328611898017,0.45754157672311574,0.2644522020662993,0.0,1.0,0.37806694840533883,0.327324970552507,0.0,1.0,0.5447386823143109,0.2235659550361458,0.0,1.0,0.2926636465902526,0.2474866316184268,0.0,1.0
628,1065,1603,12.700191617404872,91.86854460093896,13,9,4,5,748,0.704995287464656,313,869,0.819038642789821,0.910427807486631,681,188,0.910427807486631,0.6006389776357828,0.819038642789821,167,841,5.0359281437125745,0.012252591894439209,0.008482563619227144,0.003770028275212064,0.00471253534401508,0.4567317885809481,0.26411612312287086,0.0,1.0,0.37931243374223833,0.32699834640381475,0.0,1.0,0.5430561865818567,0.22458707684743803,0.0,1.0,0.29389671361502345,0.24752229977891488,0.0,1.0
629,1066,1595,12.791846305091795,92.18949343339587,6,5,1,4,787,0.7389671361502348,278,888,0.8338028169014085,0.9212198221092758,725,163,0.9212198221092758,0.5863309352517986,0.8338028169014085,166,846,5.096385542168675,0.005633802816901409,0.004694835680751174,0.0009389671361502347,0.003755868544600939,0.4561520305029353,0.2642226815454882,0.0,1.0,0.3800459964897416,0.32658662526571236,0.0,1.0,0.5432124916782666,0.22467004099229795,0.0,1.0,0.2936512739817224,0.24741746452608268,0.0,1.0
630,1060,1600,12.858512468483987,92.50283018867924,3,9,5,4,800,0.7504690431519699,266,898,0.8424015009380863,0.91,728,170,0.91,0.6390977443609023,0.8424015009380863,166,869,5.234939759036145,0.0028142589118198874,0.008442776735459663,0.004690431519699813,0.00375234521575985,0.4551430310407791,0.2639716976008076,0.0,1.0,0.380219111381619,0.326545648936075,0.0,1.0,0.5430919050517345,0.22530471545784467,0.0,1.0,0.294796104686549,0.24836973433903792,0.0,1.0
631,1062,1596,12.798551529138237,92.13370998116761,12,10,6,4,795,0.75,265,859,0.810377358490566,0.8930817610062893,710,149,0.8930817610062893,0.5622641509433962,0.810377358490566,165,820,4.96969696969697,0.011320754716981131,0.009433962264150943,0.005660377358490566,0.0037735849056603774,0.45249377316080436,0.2632635878228461,0.0,1.0,0.3798979405868416,0.3266316772075182,0.0,1.0,0.5419780086264504,0.22508297526493298,0.0,1.0,0.2956381750804933,0.24864373580566934,0.0,1.0
632,1066,1600,12.766977585008151,92.36679174484053,8,4,2,2,791,0.7448210922787194,271,880,0.8286252354048964,0.9039190897597977,715,165,0.9039190897597977,0.6088560885608856,0.8286252354048964,163,847,5.196319018404908,0.007532956685499058,0.003766478342749529,0.0018832391713747645,0.0018832391713747645,0.4534890758336864,0.2630962470031945,0.0,1.0,0.37974338800459967,0.3260145362704539,0.0,1.0,0.5421533619802699,0.22535682786352532,0.0,1.0,0.29576953337771594,0.2487218352398635,0.0,1.0
633,1066,1594,12.830426109499882,92.54221388367729,7,7,4,3,748,0.701688555347092,318,882,0.8273921200750469,0.9064171122994652,678,204,0.9064171122994652,0.6415094339622641,0.8273921200750469,177,853,4.8192090395480225,0.006566604127579738,0.006566604127579738,0.00375234521575985,0.0028142589118198874,0.4530654239544877,0.26320279282895065,0.0,1.0,0.3792894752768868,0.32565196065253954,0.0,1.0,0.5430611874356956,0.2256744364672495,0.0,1.0,0.2958905767717727,0.2486445738296948,0.0,1.0
634,1064,1585,12.907792156951198,92.7922932330827,7,9,4,5,775,0.7270168855534709,291,881,0.8264540337711069,0.9070967741935484,703,178,0.9070967741935484,0.6116838487972509,0.8264540337711069,164,836,5.097560975609756,0.006566604127579738,0.008442776735459663,0.00375234521575985,0.004690431519699813,0.45255275284986657,0.2630901933136453,0.0,1.0,0.37875939849624063,0.32524656921806955,0.0,1.0,0.5433846713558088,0.22510678781092724,0.0,1.0,0.29535532379335433,0.2485475743673333,0.0,1.0
635,1069,1592,12.815803252072135,92.39195509822264,11,6,5,1,751,0.7058270676691729,313,860,0.8082706766917294,0.9041278295605859,679,181,0.9041278295605859,0.5782747603833865,0.8082706766917294,160,827,5.16875,0.010338345864661654,0.005639097744360902,0.004699248120300752,0.0009398496240601503,0.4510999124898156,0.2631901610443821,0.0,1.0,0.37852681130993693,0.32480381512383616,0.0,1.0,0.5436796523733365,0.22453599483577577,0.0,1.0,0.29451703431002746,0.2478180325482228,0.0,1.0
636,1077,1588,12.778522956825398,92.30733519034355,11,3,2,1,765,0.715622076707203,304,893,0.8353601496725912,0.9124183006535947,698,195,0.9124183006535947,0.6414473684210527,0.8353601496725912,178,867,4.870786516853933,0.01028999064546305,0.002806361085126286,0.0018709073900841909,0.0009354536950420954,0.45056459100847635,0.26384754679472067,0.0,1.0,0.3773624464611975,0.32439798177539586,0.0,1.0,0.542606403690059,0.22460822673436887,0.0,1.0,0.2945757330697577,0.2480444525401062,0.0,1.0
637,1071,1583,12.864678472424297,92.6265172735761,4,10,6,4,774,0.7186629526462396,303,894,0.83008356545961,0.9224806201550387,714,180,0.9224806201550387,0.594059405940594,0.83008356545961,171,860,5.029239766081871,0.003714020427112349,0.009285051067780872,0.005571030640668524,0.003714020427112349,0.45013704406493776,0.26366022656380034,0.0,1.0,0.37736815156169995,0.32436120034268606,0.0,1.0,0.5417005511882171,0.22399845701120133,0.0,1.0,0.29441884280593955,0.24639816567576137,0.0,1.0
638,1068,1580,12.877607691075976,92.24531835205993,9,12,7,5,782,0.7301587301587301,289,903,0.8431372549019608,0.9092071611253197,711,192,0.9092071611253197,0.6643598615916955,0.8431372549019608,167,867,5.191616766467066,0.008403361344537815,0.011204481792717087,0.006535947712418301,0.004668534080298786,0.45067657363779146,0.2638961803580242,0.0,1.0,0.3786698079014136,0.3250421297302665,0.0,1.0,0.5400205388425758,0.22378484656007433,0.0,1.0,0.29382626555515284,0.24558957861426114,0.0,1.0
639,1071,1580,12.93363593230294,92.6797385620915,7,4,1,3,756,0.7078651685393258,312,868,0.8127340823970037,0.8915343915343915,674,194,0.8915343915343915,0.6217948717948718,0.8127340823970037,163,831,5.098159509202454,0.006554307116104869,0.003745318352059925,0.0009363295880149813,0.0028089887640449437,0.4499864461913798,0.2638821922198353,0.0,1.0,0.37803078220535524,0.3249609555913114,0.0,1.0,0.5400439745790789,0.22338901753516707,0.0,1.0,0.2939971687599771,0.24538934539534138,0.0,1.0
640,1072,1575,13.01456966600144,93.42070895522389,4,3,0,3,800,0.7469654528478058,271,899,0.8394024276377218,0.91625,733,166,0.91625,0.6125461254612546,0.8394024276377218,170,864,5.08235294117647,0.003734827264239029,0.0028011204481792717,0.0,0.0028011204481792717,0.44926576793452094,0.26408834583348784,0.0,1.0,0.3780994222436206,0.32503818861304845,0.0,1.0,0.5396906596051998,0.22319290303812925,0.0,1.0,0.29474602792489163,0.24564410453134547,0.0,1.0
641,1070,1580,13.029447885235076,93.20654205607477,8,10,6,4,766,0.7145522388059702,306,891,0.8311567164179104,0.9060052219321149,694,197,0.9060052219321149,0.6437908496732027,0.8311567164179104,172,868,5.046511627906977,0.007462686567164179,0.009328358208955223,0.005597014925373134,0.0037313432835820895,0.44778414229725655,0.26380767604011435,0.0,1.0,0.3762134458848357,0.3246769459811598,0.0,1.0,0.5396442568586072,0.22232424591388844,0.0,1.0,0.29484473922218873,0.2450457734502284,0.0,1.0
642,1076,1568,12.958989112240314,92.50278810408922,12,6,6,0,797,0.7448598130841122,273,892,0.8336448598130841,0.9134253450439147,728,164,0.9134253450439147,0.6007326007326007,0.8336448598130841,174,854,4.908045977011494,0.011214953271028037,0.005607476635514018,0.005607476635514018,0.0,0.4479553903345725,0.264526964039183,0.0,1.0,0.3762741335891594,0.3244070549823087,0.0,1.0,0.5405624175560618,0.22241402327429607,0.0,1.0,0.2937702362393572,0.2451197672259614,0.0,1.0
643,1072,1565,12.988742891216816,92.46175373134328,7,11,6,5,809,0.7518587360594795,267,890,0.8271375464684015,0.9035846724351051,731,159,0.9035846724351051,0.5955056179775281,0.8271375464684015,167,854,5.11377245508982,0.006505576208178439,0.010223048327137546,0.0055762081784386614,0.004646840148698885,0.4482426576793452,0.2646354011049612,0.0,1.0,0.3768355801636976,0.32486332596125067,0.0,1.0,0.5408341357727492,0.2232040838926308,0.0,1.0,0.29375300914780933,0.24516358056175264,0.0,1.0
644,1065,1554,13.01486736615223,91.93521126760564,8,15,9,6,795,0.7416044776119403,277,882,0.8227611940298507,0.9056603773584906,720,162,0.9056603773584906,0.5848375451263538,0.8227611940298507,167,838,5.017964071856287,0.007462686567164179,0.013992537313432836,0.008395522388059701,0.005597014925373134,0.44700893533242464,0.263886889681229,0.0,1.0,0.3767984249583523,0.3262242436352322,0.0,1.0,0.542813872482205,0.2225796801359184,0.0,1.0,0.29310919279115555,0.24422622435818173,0.0,1.0
645,1073,1553,12.943134194470503,91.8816402609506,12,4,1,3,797,0.748356807511737,268,869,0.815962441314554,0.8996235884567126,717,152,0.8996235884567126,0.5671641791044776,0.815962441314554,163,831,5.098159509202454,0.011267605633802818,0.003755868544600939,0.0009389671361502347,0.0028169014084507044,0.4465321829059315,0.264101262132273,0.0,1.0,0.3780777440399242,0.3266973036057654,0.0,1.0,0.5440579623004539,0.22350056907067917,0.0,1.0,0.2914048642635962,0.2436899221899333,0.0,1.0
646,1071,1546,13.00334177016782,92.24089635854342,5,7,4,3,820,0.7642124883504194,253,907,0.8452935694315005,0.9182926829268293,753,154,0.9182926829268293,0.6086956521739131,0.8452935694315005,182,882,4.846153846153846,0.004659832246039142,0.0065237651444548,0.003727865796831314,0.0027958993476234857,0.4446854010421373,0.2639398628155613,0.0,1.0,0.3783620975271829,0.3271081856549517,0.0,1.0,0.5430559320502395,0.22363764143641277,0.0,1.0,0.2929128640703593,0.24466566773171422,0.0,1.0
647,1077,1548,12.968320257348333,92.26648096564531,10,4,2,2,766,0.715219421101774,305,889,0.8300653594771242,0.902088772845953,691,198,0.902088772845953,0.6491803278688525,0.8300653594771242,161,852,5.291925465838509,0.009337068160597572,0.003734827264239029,0.0018674136321195146,0.0018674136321195146,0.44403510348339176,0.26348789372446185,0.0,1.0,0.3784706622338036,0.3274278438775211,0.0,1.0,0.542576451912421,0.2236785237964861,0.0,1.0,0.29289843352202954,0.24401890995844908,0.0,1.0
